objectID,Title,ArtistName,Department,TimePeriod,Height,Width,H/W Ratio,Color,Region Detailed,Region Broad,Country
53246,Two Poems from One Hundred Poems by One Hundred Poets,Hon'ami Kōetsu,Asian Art,ca. 1615–20,3919,2941,1.3325399523971435,RGB,Japan,Japan,Japan
53408,White Plum Blossoms and Moon,Itō Jakuchū,Asian Art,1755,2998,4000,0.7495,RGB,Japan,Japan,Japan
53409,Two Cranes,Itō Jakuchū,Asian Art,1795,2998,4000,0.7495,RGB,Japan,Japan,Japan
53410,Lions at the Stone Bridge of Mount Tiantai,Soga Shōhaku,Asian Art,1779,2998,4000,0.7495,RGB,Japan,Japan,Japan
53422,Hotei,Ogata Kōrin,Asian Art,after 1704,4000,3002,1.3324450366422385,RGB,Japan,Japan,Japan
53424,Irises and Moth,Suzuki Kiitsu,Asian Art,ca. 1850,2998,4000,0.7495,RGB,Japan,Japan,Japan
53441,Beauty of the Kanbun Era,Unavailable,Asian Art,late 17th century,3000,4000,0.75,RGB,Japan,Japan,Japan
53444,Courtesan Writing a Letter,Kaigetsudō Doshin,Asian Art,ca. 1715,4000,3002,1.3324450366422385,RGB,Japan,Japan,Japan
53445,"The Auspicious Noh Dance ""Okina""",Toriyama Sekien,Asian Art,ca. 1790–95,3231,3846,0.8400936037441498,RGB,Japan,Japan,Japan
53446,Woman in a Black Kimono,Katsukawa Shunshō　勝川春章,Asian Art,1783–89,2998,4000,0.7495,RGB,Japan,Japan,Japan
53447,Courtesan and her Attendants under a Willow Tree,Unchō 雲潮,Asian Art,1796,2998,4000,0.7495,RGB,Japan,Japan,Japan
53450,Window onto Bamboo on a Rainy Day,Gion Nankai,Asian Art,first half of the 18th century,2998,4000,0.7495,RGB,Japan,Japan,Japan
53451,Snowy Landscape,Sakaki Hyakusen,Asian Art,1744,2998,4000,0.7495,RGB,Japan,Japan,Japan
53453,Scene from The Narrow Road to the Deep North,Yosa Buson,Asian Art,ca. 1780,4000,3002,1.3324450366422385,RGB,Japan,Japan,Japan
53454,Two Poems from the Collection of Ancient and Modern Poems (Kokin wakashū),Ike Taiga,Asian Art,1734,4000,3002,1.3324450366422385,RGB,Japan,Japan,Japan
53457,Peony and Bamboo,Ike (Tokuyama) Gyokuran,Asian Art,ca. 1768,2998,4000,0.7495,RGB,Japan,Japan,Japan
53460,"On a Rustic Bridge, Carrying a Zither",Urakami (Uragami) Gyokudō 浦上玉堂,Asian Art,1814,2998,4000,0.7495,RGB,Japan,Japan,Japan
53462,Rainstorm over a River Village,Tanomura Chikuden,Asian Art,late 18th–early 19th century,2998,4000,0.7495,RGB,Japan,Japan,Japan
53527,Portrait of Yongzheng Emperor (1723–1735),Unidentified artist,Asian Art,19th century,518,900,0.5755555555555556,RGB,China,China,China
53528,Portrait of Yongzheng Empress (1723–1735),Unidentified artist,Asian Art,19th century,463,900,0.5144444444444445,RGB,China,China,China
53531,Portrait of Qianlong Emperor As a Young Man,Unidentified artist,Asian Art,19th century,1899,3722,0.5102095647501343,RGB,China,China,China
53533,Portrait of a Qianlong Empress,Unidentified artist,Asian Art,19th century,544,900,0.6044444444444445,RGB,China,China,China
53543,Maharaja Sital Dev in Devotion,Unavailable,Asian Art,ca. 1690,3661,4000,0.91525,RGB,"India (Punjab Hills, Basohli)",India,India
53549,Album,Unidentified artist,Asian Art,late 19th century,3866,2603,1.485209373799462,RGB,China,China,China
53551,"Interior with Woman, Child and Nurse",Unidentified artist,Asian Art,late 18th–early 19th century,2667,4000,0.66675,RGB,China,China,China
53552,Roses and Wisteria,Unidentified artist,Asian Art,probably 18th–19th century,4000,2239,1.786511835640911,RGB,China,China,China
53568,Xi Wang Mu with Feng Wang,Jiang Feng,Asian Art,Unavailable,1550,2420,0.640495867768595,RGB,China,China,China
53572,Man and Woman on Horseback,Unidentified artist,Asian Art,Unavailable,3236,4000,0.809,RGB,China,China,China
53594,Eight Landscape Scenes and Calligraphy,Unidentified artist,Asian Art,19th century,3757,2695,1.3940630797773654,RGB,China,China,China
53597,Album Containing Twelve Paintings of Flowers,Unidentified artist,Asian Art,19th century,1804,1200,1.5033333333333334,RGB,China,China,China
53601,Landscape with Pavilion and Willows,Shen Zhou,Asian Art,Unavailable,3873,2553,1.5170387779083432,RGB,China,China,China
53603,Landscape with Sailboats,Shen Zhou,Asian Art,Unavailable,1927,1302,1.480030721966206,RGB,China,China,China
53660,Ten Verses on Oxherding,Unavailable,Asian Art,1278,960,598,1.605351170568562,RGB,Japan,Japan,Japan
53824,Deutzia Crenata,Ōtagaki Rengetsu,Asian Art,Unavailable,554,900,0.6155555555555555,RGB,Japan,Japan,Japan
54184,A Female Musician Charms an Antelope,Unavailable,Asian Art,ca. 1825,1596,2000,0.798,RGB,"Western India, Rajasthan, Kota",India,India
54199,Dakini,Unavailable,Asian Art,14th century,2384,3722,0.6405158516926384,RGB,Japan,Japan,Japan
54464,Tai Kyokuden Temple in Kyoto; Built in 1895,Unavailable,Asian Art,ca. 1895–1900,1936,2592,0.7469135802469136,RGB,Japan,Japan,Japan
54566,"Peacocks, Pine Tree, and Peonies",Lü Ji 呂紀,Asian Art,probably 19th century,2375,4000,0.59375,RGB,Japan,Japan,Japan
54567,Kingfisher and Bamboo,Sesshū Tōyō 雪舟等楊,Asian Art,19th century,4000,2999,1.333777925975325,RGB,Japan,Japan,Japan
54576,Heron and Willow,Sesshū Tōyō 雪舟等楊,Asian Art,18th–19th century,2118,4000,0.5295,RGB,Japan,Japan,Japan
54593,Bodhidharma (Daruma),Kano Sanraku 狩野山楽,Asian Art,17th century,2667,4000,0.66675,RGB,Japan,Japan,Japan
54594,Sparrow and Bamboo,Kano Tan'yū,Asian Art,17th–18th century,2667,4000,0.66675,RGB,Japan,Japan,Japan
54604,Eagle Attacking a Monkey,Kawanabe Kyōsai 河鍋暁斎,Asian Art,1885,1272,2000,0.636,RGB,Japan,Japan,Japan
54605,Eagle Attacking a Mountain Lion,Kawanabe Kyōsai 河鍋暁斎,Asian Art,1885,2588,3880,0.6670103092783505,RGB,Japan,Japan,Japan
54606,White Eagle Eyeing a Mountain Lion,Kawanabe Kyōsai 河鍋暁斎,Asian Art,1885,1278,2000,0.639,RGB,Japan,Japan,Japan
54607,Eagle Pursuing Rabbit,Kawanabe Kyōsai 河鍋暁斎,Asian Art,1885,1267,2000,0.6335,RGB,Japan,Japan,Japan
54609,Two Crows on a Pine Branch,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2920,3879,0.7527713328177366,RGB,Japan,Japan,Japan
54610,Mount Fuji,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2945,3823,0.7703374313366466,RGB,Japan,Japan,Japan
54611,Flock of Crows at Dawn,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2783,3796,0.7331401475237092,RGB,Japan,Japan,Japan
54612,Eagle Attacking Fish,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2908,3827,0.7598641233342044,RGB,Japan,Japan,Japan
54613,Swallows by a Waterfall,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2801,3815,0.7342070773263434,RGB,Japan,Japan,Japan
54614,Crow and Reeds by a Stream,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2933,3871,0.7576853526220615,RGB,Japan,Japan,Japan
54615,Two Birds on a Branch,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2872,3765,0.7628154050464807,RGB,Japan,Japan,Japan
54616,Monkeys,Kawanabe Kyōsai 河鍋暁斎,Asian Art,March 1888,2892,3788,0.7634635691657867,RGB,Japan,Japan,Japan
54617,Fish in a Whirlpool,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2937,3841,0.7646446237958865,RGB,Japan,Japan,Japan
54618,Crow on a Bamboo Branch,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2823,3765,0.749800796812749,RGB,Japan,Japan,Japan
54619,Rocky Landscape,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2904,3823,0.7596128694742349,RGB,Japan,Japan,Japan
54620,"Waterfall, Eagle and Monkey",Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2892,3805,0.7600525624178712,RGB,Japan,Japan,Japan
54621,Crow on a Branch,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2893,3799,0.7615161884706502,RGB,Japan,Japan,Japan
54622,Rabbits,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2933,3722,0.7880171950564213,RGB,Japan,Japan,Japan
54623,Pheasant Caught by a Snake,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2926,3788,0.7724392819429778,RGB,Japan,Japan,Japan
54624,Two Children Playing with Goldfish,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2805,3763,0.7454158915758703,RGB,Japan,Japan,Japan
54625,Singing Bird on a Branch,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2940,3851,0.7634380680342768,RGB,Japan,Japan,Japan
54626,Cat Catching a Frog,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2860,3722,0.7684040838259001,RGB,Japan,Japan,Japan
54627,Crow on a Rock,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2883,3745,0.769826435246996,RGB,Japan,Japan,Japan
54629,Rats and Gourd,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2961,3837,0.7716966379984362,RGB,Japan,Japan,Japan
54630,Deer and Monkeys,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2905,3784,0.767706131078224,RGB,Japan,Japan,Japan
54631,Crow and the Moon,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2896,3778,0.7665431445209105,RGB,Japan,Japan,Japan
54633,Squirrels Gathering Chestnuts,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2908,3808,0.7636554621848739,RGB,Japan,Japan,Japan
54634,Monkey Hanging from Grapevines,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2944,3829,0.7688691564377121,RGB,Japan,Japan,Japan
54635,Starlings on a Branch,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2863,3877,0.7384575702863039,RGB,Japan,Japan,Japan
54636,Cranes in Marsh,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2844,3795,0.7494071146245059,RGB,Japan,Japan,Japan
54637,Fox Catching Bird,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2842,3848,0.7385654885654885,RGB,Japan,Japan,Japan
54638,Eagle Holding Small Bird,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2881,3788,0.760559662090813,RGB,Japan,Japan,Japan
54639,Owl Mocked by Small Birds,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2931,3868,0.7577559462254395,RGB,Japan,Japan,Japan
54640,Crow Flying in the Snow,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2945,3837,0.7675267135783164,RGB,Japan,Japan,Japan
54641,Bird and Frog,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,2863,3847,0.7442162724200676,RGB,Japan,Japan,Japan
54642,Crow and Willow Tree,Kawanabe Kyōsai 河鍋暁斎,Asian Art,November 1887,2855,3861,0.7394457394457394,RGB,Japan,Japan,Japan
54643,Crayfish,Watanabe Seitei,Asian Art,ca. 1887,2943,3810,0.7724409448818897,RGB,Japan,Japan,Japan
54644,Birds on a Flowering Branch,Watanabe Seitei,Asian Art,ca. 1887,2920,3829,0.762601201358057,RGB,Japan,Japan,Japan
54645,Sparrows Flying,Watanabe Seitei,Asian Art,ca. 1887,2931,3806,0.7700998423541776,RGB,Japan,Japan,Japan
54672,Egrets in a Tree at Night,Watanabe Seitei,Asian Art,ca. 1887,2931,3836,0.7640771637122002,RGB,Japan,Japan,Japan
54673,Bird on Branch Watching Spider,Watanabe Seitei,Asian Art,ca. 1887,2948,3847,0.7663114114894723,RGB,Japan,Japan,Japan
54674,Duck,Watanabe Seitei,Asian Art,ca. 1887,2928,3823,0.7658906617839393,RGB,Japan,Japan,Japan
54675,Bird Catching Fish Among Reeds,Watanabe Seitei,Asian Art,ca. 1887,2951,3806,0.7753547031003678,RGB,Japan,Japan,Japan
54676,Pigeons in a Tree,Watanabe Seitei,Asian Art,ca. 1887,2942,3847,0.7647517546139849,RGB,Japan,Japan,Japan
54677,Lake and Mountains,Hashimoto Gahō,Asian Art,ca. 1885–89,2786,3790,0.7350923482849604,RGB,Japan,Japan,Japan
54684,Three Birds on Branch,Watanabe Seitei,Asian Art,ca. 1887,2934,3833,0.7654578659013828,RGB,Japan,Japan,Japan
54686,Boy with Cow at the River's Edge,Hashimoto Gahō,Asian Art,Unavailable,2775,3777,0.7347100873709294,RGB,Japan,Japan,Japan
54687,Rapids and Fall of a River,Hashimoto Gahō,Asian Art,Unavailable,2796,3746,0.7463961558996263,RGB,Japan,Japan,Japan
54688,Shakyamuni Conquering the Demons (Shaka Gōma-zu),Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1888,2911,3880,0.7502577319587629,RGB,Japan,Japan,Japan
54692,Egrets at the Water's Edge,Watanabe Seitei,Asian Art,ca. 1887,2946,3812,0.772822665267576,RGB,Japan,Japan,Japan
54694,"Roses, Young Bird and a Butterfly",Watanabe Seitei,Asian Art,ca. 1887,2911,3789,0.7682765901293217,RGB,Japan,Japan,Japan
54695,Rooster and Hen with Chicks,Watanabe Seitei,Asian Art,ca. 1887,2891,3756,0.7697018104366348,RGB,Japan,Japan,Japan
54698,Birds on a Branch,Watanabe Seitei,Asian Art,ca. 1887,2894,3746,0.7725573945541911,RGB,Japan,Japan,Japan
54699,Ducks in the Rushes,Watanabe Seitei,Asian Art,ca. 1887,2927,3809,0.7684431609346285,RGB,Japan,Japan,Japan
54700,Flying Goose,Watanabe Seitei,Asian Art,ca. 1887,2964,3815,0.7769331585845347,RGB,Japan,Japan,Japan
54701,Lake and Causeway,Hashimoto Gahō,Asian Art,ca. 1885–89,2908,3794,0.7664733790195045,RGB,Japan,Japan,Japan
54703,Eagle in a Tree,Watanabe Seitei,Asian Art,ca. 1887,3000,3864,0.7763975155279503,RGB,Japan,Japan,Japan
54704,Ducks and Reeds,Kano Tan'yū,Asian Art,ca. 1650,3943,3188,1.2368255959849437,RGB,Japan,Japan,Japan
54706,Bird on a Plum Tree,Kano Naonobu,Asian Art,Unavailable,3869,2860,1.3527972027972028,RGB,Japan,Japan,Japan
54707,Squirrel on Bamboo,Kano Tan'yū,Asian Art,ca. 1650,3959,2861,1.3837818944425029,RGB,Japan,Japan,Japan
54708,Blossoms by a River,Kawabata Gyokushō,Asian Art,1800,2889,3804,0.7594637223974764,RGB,Japan,Japan,Japan
54709,Traveling by Moonlight,Kawabata Gyokushō,Asian Art,1800,2825,3707,0.762071756137038,RGB,Japan,Japan,Japan
54711,River Scene with Rocky Hills in Background,Kawabata Gyokushō,Asian Art,1868,3049,4000,0.76225,RGB,Japan,Japan,Japan
54712,Cotton Rose Mallows in the Rain,Okada Baison,Asian Art,ca. 1891–92,3048,4000,0.762,RGB,Japan,Japan,Japan
54714,Fishes Swimming,Seki Shūkō,Asian Art,"Summer, 1891",3035,4000,0.75875,RGB,Japan,Japan,Japan
54732,Hawk Holding a Small Bird,Okada Baison,Asian Art,ca. 1891–92,2910,3837,0.7584050039093041,RGB,Japan,Japan,Japan
54733,A Swallow in the Rain,Okada Baison,Asian Art,ca. 1891–92,2869,3777,0.7595975642043951,RGB,Japan,Japan,Japan
54734,School of Fishes,Seki Shūkō,Asian Art,ca. 1890–92,2811,3734,0.7528119978575254,RGB,Japan,Japan,Japan
54735,Jumping fish,Watanabe Seitei,Asian Art,ca. 1887,2926,3845,0.7609882964889467,RGB,Japan,Japan,Japan
54736,Fishes,Watanabe Seitei,Asian Art,ca. 1887,2933,3832,0.7653966597077244,RGB,Japan,Japan,Japan
54737,Visiting a Friend,Seki Shūkō,Asian Art,1892,2910,3792,0.7674050632911392,RGB,Japan,Japan,Japan
54738,Winter Scene,Seki Shūkō,Asian Art,1892,2865,3755,0.762982689747004,RGB,Japan,Japan,Japan
54739,Goldfish,Watanabe Seitei,Asian Art,ca. 1887,2909,3824,0.7607217573221757,RGB,Japan,Japan,Japan
54740,Carp swimming,Watanabe Seitei,Asian Art,ca. 1887,2902,3834,0.7569118414188837,RGB,Japan,Japan,Japan
54741,Bottom of the Sea Showing Cray Fish,Seki Shūkō,Asian Art,ca. 1890–92,2897,3878,0.7470345538937597,RGB,Japan,Japan,Japan
54745,Small Birds and Bamboo,Kawabata Gyokushō,Asian Art,1887–92,3176,4000,0.794,RGB,Japan,Japan,Japan
54746,Pair of Ducks,Kawabata Gyokushō,Asian Art,1887–92,3031,3739,0.8106445573682803,RGB,Japan,Japan,Japan
54747,Cat Seen from Behind,Kawabata Gyokushō,Asian Art,1868,3064,3740,0.8192513368983957,RGB,Japan,Japan,Japan
54748,Bird at the Water's Edge,Kawabata Gyokushō,Asian Art,1887–92,3037,3740,0.8120320855614973,RGB,Japan,Japan,Japan
54749,A Pair of Puppies,Kawabata Gyokushō,Asian Art,1868,3030,3739,0.8103771061781225,RGB,Japan,Japan,Japan
54750,Squirrel Eating Chestnuts,Kawabata Gyokushō,Asian Art,1887–92,3048,3756,0.8115015974440895,RGB,Japan,Japan,Japan
54751,Crane Among Reeds,Kawabata Gyokushō,Asian Art,1887–92,3061,3738,0.8188871054039594,RGB,Japan,Japan,Japan
54752,Cock and Hen,Kawabata Gyokushō,Asian Art,1887–92,3002,3740,0.8026737967914439,RGB,Japan,Japan,Japan
54753,Shrimp (Ebi),Seki Shūkō,Asian Art,ca. 1890–92,2986,3742,0.7979690005344735,RGB,Japan,Japan,Japan
54754,Small Fishes,Seki Shūkō,Asian Art,ca. 1890–92,3010,3741,0.8045977011494253,RGB,Japan,Japan,Japan
54757,Otters Swimming,Seki Shūkō,Asian Art,ca. 1890–92,3058,3739,0.8178657395025408,RGB,Japan,Japan,Japan
54759,Three Fishes and a Branch,Seki Shūkō,Asian Art,ca. 1890–92,3047,3739,0.814923776410805,RGB,Japan,Japan,Japan
54760,Eels,Seki Shūkō,Asian Art,ca. 1890–92,3143,3856,0.8150933609958506,RGB,Japan,Japan,Japan
54773,Flowers and Birds of the Four Seasons,Ikeda Koson,Asian Art,mid-19th century,3991,4000,0.99775,RGB,Japan,Japan,Japan
54774,"Nunobiki Waterfall, Mount Yoshino, and Tatsuta River",Kano Tsunenobu,Asian Art,after 1709,3610,3200,1.128125,RGB,Japan,Japan,Japan
54897,Dancer,Hishikawa Moronobu,Asian Art,Unavailable,2997,4000,0.74925,RGB,Japan,Japan,Japan
54912,Washing the Horses in the Stream,Zhao Songxue,Asian Art,17th century,1268,2000,0.634,RGB,Korea,Korea,Korea
54914,"Vaisravana, Guardian of the North",Unidentified artist,Asian Art,16th century,490,900,0.5444444444444444,RGB,China (?),China,China
54978,The Hell Courtesan,Seikei,Asian Art,late 19th century,438,838,0.522673031026253,RGB,Japan,Japan,Japan
55000,"Thirty paintings of birds, flowers and landscape",Unavailable,Asian Art,late 18th century,4000,2667,1.4998125234345707,RGB,Japan,Japan,Japan
55034,Shiva Carries the Corpse of Sati,Unavailable,Asian Art,ca. 1865–75,2286,3657,0.6251025430680885,RGB,"India (West Bengal, Calcutta, Khalighat)",India,India
55293,Fish and Lotus,Kano Yasunobu,Asian Art,Unavailable,2455,4000,0.61375,RGB,Japan,Japan,Japan
55297,Misty Landscape with Rainbow,Katō Bunrei,Asian Art,Unavailable,1594,3008,0.5299202127659575,RGB,Japan,Japan,Japan
55298,Bird on a Branch,Shiokawa Bunrin,Asian Art,Unavailable,4000,2667,1.4998125234345707,RGB,Japan,Japan,Japan
55299,Landscape with the Moon,Shiokawa Bunrin,Asian Art,19th century,1959,3008,0.6512632978723404,RGB,Japan,Japan,Japan
55300,River Gorge with Waterfall,Tani Bunchō,Asian Art,Unavailable,2120,4000,0.53,RGB,Japan,Japan,Japan
55302,Flowering Shrubs and Field Sparrows (?),Hasegawa Gyokuho,Asian Art,19th century,1775,2650,0.6698113207547169,RGB,Japan,Japan,Japan
55303,Roses and Field Sparrow (?),Hasegawa Gyokuho,Asian Art,19th century,2667,4000,0.66675,RGB,Japan,Japan,Japan
55304,Grapevine,Matsumura Goshun,Asian Art,after 1790,4000,2667,1.4998125234345707,RGB,Japan,Japan,Japan
55314,Flowering Plum,Sakai Hōitsu,Asian Art,Unavailable,1113,2000,0.5565,RGB,Japan,Japan,Japan
55379,Camellias,Ogata Kōrin,Asian Art,Unavailable,1500,2000,0.75,RGB,Japan,Japan,Japan
55380,Crested Bird on Stump of Plum Tree,Kano Naonobu,Asian Art,Unavailable,2667,4000,0.66675,RGB,Japan,Japan,Japan
56098,Sketch for a Painting of Scholars at the Game of Go,Kano Tan'yū,Asian Art,dated 1666,481,900,0.5344444444444445,RGB,Japan,Japan,Japan
57161,Noh Mask: Okina,Shibata Zeshin,Asian Art,dated 1879,4000,3000,1.3333333333333333,RGB,Japan,Japan,Japan
57176,Bird on Tree (Haha-chō),Shūkō,Asian Art,Unavailable,2295,4000,0.57375,RGB,Japan,Japan,Japan
57183,Blackbird on Wave-Swept Rock,Kano School,Asian Art,Unavailable,2667,4000,0.66675,RGB,Japan,Japan,Japan
57185,Lacquer Paintings of Various Subjects: Bonsai,Shibata Zeshin,Asian Art,1882,3142,3529,0.8903372060073675,RGB,Japan,Japan,Japan
57186,Lacquer Paintings of Various Subjects: Plum Branch with Oil Lamp,Shibata Zeshin,Asian Art,1882,3078,3471,0.8867761452031115,RGB,Japan,Japan,Japan
57187,Lacquer Paintings of Various Subjects: Stack of Rice and Dragonflies,Shibata Zeshin,Asian Art,1882,3089,3475,0.8889208633093525,RGB,Japan,Japan,Japan
57188,Lacquer Paintings of Various Subjects: Grasshopper on Gourd Vine,Shibata Zeshin,Asian Art,1882,3341,3730,0.895710455764075,RGB,Japan,Japan,Japan
57189,Lacquer Paintings of Various Subjects: Bird and Willow in Snow,Shibata Zeshin,Asian Art,1882,3097,3478,0.8904542840713053,RGB,Japan,Japan,Japan
57190,Lacquer Paintings of Various Subjects: Snow Shelter for a Tree with Sparrow,Shibata Zeshin,Asian Art,1882,3028,3434,0.8817705299941759,RGB,Japan,Japan,Japan
57191,Lacquer Paintings of Various Subjects: Sencha Tea Set,Shibata Zeshin,Asian Art,1882,3108,3458,0.8987854251012146,RGB,Japan,Japan,Japan
57192,Lacquer Paintings of Various Subjects: Drum for Gagaku Dance,Shibata Zeshin,Asian Art,1882,3042,3444,0.8832752613240418,RGB,Japan,Japan,Japan
57193,Lacquer Paintings of Various Subjects: Peonies,Shibata Zeshin,Asian Art,1882,3094,3489,0.886787044998567,RGB,Japan,Japan,Japan
57194,Lacquer Paintings of Various Subjects: Butterflies,Shibata Zeshin,Asian Art,dated 1881,3399,3785,0.8980184940554822,RGB,Japan,Japan,Japan
57196,Mt. Fuji in Winter,Shibata Zeshin,Asian Art,dated 1890,1435,1467,0.978186775732788,RGB,Japan,Japan,Japan
57197,Kettle and Box with Paint Brushes,Shibata Zeshin,Asian Art,1882,1808,2409,0.7505188875051889,RGB,Japan,Japan,Japan
57198,Cock on Drum,Shibata Zeshin,Asian Art,1882,1811,2402,0.753955037468776,RGB,Japan,Japan,Japan
57199,Lacquer Box and Gourd,Shibata Zeshin,Asian Art,Unavailable,1758,2340,0.7512820512820513,RGB,Japan,Japan,Japan
57200,Birds and Jutting Rocks,Shibata Zeshin,Asian Art,Unavailable,1823,2424,0.7520627062706271,RGB,Japan,Japan,Japan
57201,Fire Basket Suspended from Dock over a Fish Net in the Water,Shibata Zeshin,Asian Art,Unavailable,1855,2458,0.7546786004882018,RGB,Japan,Japan,Japan
57202,Fan and Insect Cage,Shibata Zeshin,Asian Art,Unavailable,1806,2395,0.7540709812108559,RGB,Japan,Japan,Japan
57203,Persimmons Branch and Wasp Nest above a Hedge,Shibata Zeshin,Asian Art,Unavailable,1815,2383,0.7616449853126311,RGB,Japan,Japan,Japan
57204,Cat Tails and Moon,Shibata Zeshin,Asian Art,Unavailable,1865,2476,0.7532310177705978,RGB,Japan,Japan,Japan
57205,Tea Ceremony Apparatus,Shibata Zeshin,Asian Art,Unavailable,1887,2500,0.7548,RGB,Japan,Japan,Japan
57206,Flower Baskets and Farmer's Hat,Shibata Zeshin,Asian Art,ca. 1880s,1864,2471,0.754350465398624,RGB,Japan,Japan,Japan
57207,Three Men Looking at Framed Lacquer Drawing,Shibata Zeshin,Asian Art,Unavailable,1925,2558,0.7525410476935106,RGB,Japan,Japan,Japan
57208,Tops,Shibata Zeshin,Asian Art,Unavailable,1985,2522,0.7870737509912767,RGB,Japan,Japan,Japan
57209,Sun and Plum Branches,Shibata Zeshin,Asian Art,Unavailable,1911,2420,0.7896694214876033,RGB,Japan,Japan,Japan
57210,Bear and Crabs,Shibata Zeshin,Asian Art,Unavailable,1831,2317,0.7902460077686664,RGB,Japan,Japan,Japan
57212,Overhanging Cliff,Shibata Zeshin,Asian Art,Unavailable,1853,2307,0.8032076289553532,RGB,Japan,Japan,Japan
57213,Mountains and Houses,Shibata Zeshin,Asian Art,Unavailable,1821,2308,0.7889948006932409,RGB,Japan,Japan,Japan
57214,Seaweed,Shibata Zeshin,Asian Art,Unavailable,1884,2343,0.8040973111395646,RGB,Japan,Japan,Japan
57215,Red Berry Plant and Butterfly,Shibata Zeshin,Asian Art,Unavailable,1905,2393,0.7960718763058922,RGB,Japan,Japan,Japan
57216,Flowers in Jardenierres,Shibata Zeshin,Asian Art,Unavailable,1883,2378,0.7918418839360808,RGB,Japan,Japan,Japan
57217,Morning Glory,Shibata Zeshin,Asian Art,Unavailable,1873,2380,0.7869747899159664,RGB,Japan,Japan,Japan
57218,Rice-Drying Frame,Shibata Zeshin,Asian Art,Unavailable,1846,2346,0.7868712702472294,RGB,Japan,Japan,Japan
57219,Maple Leaves,Shibata Zeshin,Asian Art,Unavailable,1831,2320,0.7892241379310345,RGB,Japan,Japan,Japan
57220,Rice Stacks and Trees,Shibata Zeshin,Asian Art,Unavailable,2497,2996,0.8334445927903872,RGB,Japan,Japan,Japan
57221,Fox by Mystic Fire,Shibata Zeshin,Asian Art,Unavailable,2500,2966,0.8428860418071477,RGB,Japan,Japan,Japan
57222,Crow on Tree,Shibata Zeshin,Asian Art,Unavailable,2457,2875,0.8546086956521739,RGB,Japan,Japan,Japan
57223,Worm on Green Leaved Plant,Shibata Zeshin,Asian Art,Unavailable,1879,2374,0.7914911541701769,RGB,Japan,Japan,Japan
57232,Swallow,Kano Tsunenobu,Asian Art,Unavailable,2117,4000,0.52925,RGB,Japan,Japan,Japan
57238,Sketches of East Asian Legendary Figures,Kawanabe Kyōsai 河鍋暁斎,Asian Art,late 19th century,2567,4000,0.64175,RGB,Japan,Japan,Japan
57239,Painting of Jurōjin,Kano Tsunenobu,Asian Art,late 17th–early 18th century,2053,4000,0.51325,RGB,Japan,Japan,Japan
57243,Village among Rocks,Shibata Zeshin,Asian Art,19th century,3612,4000,0.903,RGB,Japan,Japan,Japan
57249,Hanshan and Shide,Kenkō Shōkei 賢江祥啓,Asian Art,mid- to late 16th century,2207,4000,0.55175,RGB,Japan,Japan,Japan
57317,Tortoises and Crabs,Shibata Zeshin,Asian Art,19th century,2000,3008,0.6648936170212766,RGB,Japan,Japan,Japan
57342,Garden Scene,Shibata Zeshin,Asian Art,19th century,674,900,0.7488888888888889,RGB,Japan,Japan,Japan
57556,"Seated Boddhisattva, Tara, on Lotus Throne",Unavailable,Asian Art,15th century,625,900,0.6944444444444444,RGB,China (?),China,China
