objectID,Title,ArtistName,Department,TimePeriod,Height,Width,H/W Ratio,Color,Region Detailed,Region Broad,Country
436520,"Marie Adélaïde de Savoie (1685–1712), Duchesse de Bourgogne",Pierre Gobert,European Paintings,1710,3145,3868,0.8130816959669079,RGB,French,France,France
436522,A Benedictine Monk,Hugo van der Goes,European Paintings,ca. 1478,3004,4000,0.751,RGB,Netherlandish,Netherlands,Netherlands
436524,Sunflowers,Vincent van Gogh,European Paintings,1887,3895,2758,1.4122552574329224,RGB,Dutch,Netherlands,Netherlands
436525,Bouquet of Flowers in a Vase,Vincent van Gogh,European Paintings,1890,3092,3711,0.8331985987604419,RGB,Dutch,Netherlands,Netherlands
436526,"First Steps, after Millet",Vincent van Gogh,European Paintings,1890,1931,1531,1.2612671456564335,RGB,Dutch,Netherlands,Netherlands
436527,The Flowering Orchard,Vincent van Gogh,European Paintings,1888,2985,4000,0.74625,RGB,Dutch,Netherlands,Netherlands
436528,Irises,Vincent van Gogh,European Paintings,1890,4000,3172,1.261034047919294,RGB,Dutch,Netherlands,Netherlands
436529,"L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)",Vincent van Gogh,European Paintings,1888–89,2957,3722,0.7944653412144008,RGB,Dutch,Netherlands,Netherlands
436530,Oleanders,Vincent van Gogh,European Paintings,1888,3811,3130,1.2175718849840256,RGB,Dutch,Netherlands,Netherlands
436531,Peasant Woman Cooking by a Fireplace,Vincent van Gogh,European Paintings,1885,3227,3698,0.8726338561384532,RGB,Dutch,Netherlands,Netherlands
436532,Self-Portrait with a Straw Hat (obverse: The Potato Peeler),Vincent van Gogh,European Paintings,1887,2829,3520,0.8036931818181818,RGB,Dutch,Netherlands,Netherlands
436533,Shoes,Vincent van Gogh,European Paintings,1888,3803,3180,1.1959119496855346,RGB,Dutch,Netherlands,Netherlands
436534,Roses,Vincent van Gogh,European Paintings,1890,3167,4000,0.79175,RGB,Dutch,Netherlands,Netherlands
436535,Wheat Field with Cypresses,Vincent van Gogh,European Paintings,1889,3811,3016,1.2635941644562334,RGB,Dutch,Netherlands,Netherlands
436536,Women Picking Olives,Vincent van Gogh,European Paintings,1889,4000,3233,1.2372409526755337,RGB,Dutch,Netherlands,Netherlands
436541,Sebastián Martínez y Pérez (1747–1800),Goya (Francisco de Goya y Lucientes),European Paintings,1792,2680,3722,0.7200429876410532,RGB,Spanish,Spain,Spain
436542,"Ignacio Garcini y Queralt (1752–1825), Brigadier of Engineers",Goya (Francisco de Goya y Lucientes),European Paintings,1804,2946,3722,0.7915099408919936,RGB,Spanish,Spain,Spain
436543,Josefa de Castilla Portugal y van Asbrock de Garcini (1775–about 1850),Goya (Francisco de Goya y Lucientes),European Paintings,1804,2965,3722,0.7966147232670607,RGB,Spanish,Spain,Spain
436544,"Tiburcio Pérez y Cuervo (1785/86–1841), the Architect",Goya (Francisco de Goya y Lucientes),European Paintings,1820,3073,3866,0.7948784273150543,RGB,Spanish,Spain,Spain
436545,Manuel Osorio Manrique de Zuñiga (1784–1792),Goya (Francisco de Goya y Lucientes),European Paintings,1787–88,2855,3873,0.73715466046992,RGB,Spanish,Spain,Spain
436546,"José Costa y Bonells (died l870), Called Pepito",Goya (Francisco de Goya y Lucientes),European Paintings,ca. 1810,3063,3800,0.8060526315789474,RGB,Spanish,Spain,Spain
436547,Narcisa Barañana de Goicoechea,Goya (Francisco de Goya y Lucientes),European Paintings,Unavailable,2814,4000,0.7035,RGB,Spanish,Spain,Spain
436548,Majas on a Balcony,Goya (Francisco de Goya y Lucientes),European Paintings,ca. 1800–1810,2633,4000,0.65825,RGB,Spanish,Spain,Spain
436549,Don Bernardo de Iriarte (1735–1814),Goya,European Paintings,Unavailable,3183,4000,0.79575,RGB,Spanish,Spain,Spain
436550,Infanta María Luisa (1782–1824) and Her Son Carlos Luis (1799–1883),Goya,European Paintings,Unavailable,2782,4000,0.6955,RGB,Spanish,Spain,Spain
436551,"Ferdinand VII (1784–1833), When Prince of Asturias",Goya,European Paintings,Unavailable,3213,4000,0.80325,RGB,Spanish,Spain,Spain
436552,"María Luisa of Parma (1751–1819), Queen of Spain",Goya,European Paintings,Unavailable,3160,4000,0.79,RGB,Spanish,Spain,Spain
436553,A City on a Rock,Goya,European Paintings,Unavailable,4000,3254,1.2292562999385372,RGB,Spanish,Spain,Spain
436554,Bullfight in a Divided Ring,Goya (Francisco de Goya y Lucientes),European Paintings,Unavailable,4000,3160,1.2658227848101269,RGB,Spanish,Spain,Spain
436555,Sandy Road with a Farmhouse,Jan van Goyen,European Paintings,1627,3873,2893,1.3387487037677153,RGB,Dutch,Netherlands,Netherlands
436556,Country House near the Water,Jan van Goyen,European Paintings,1646,3344,3688,0.9067245119305856,RGB,Dutch,Netherlands,Netherlands
436557,The Pelkus Gate near Utrecht,Jan van Goyen,European Paintings,1646,3810,2514,1.5155131264916468,RGB,Dutch,Netherlands,Netherlands
436558,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,European Paintings,1646,3811,2618,1.4556913674560734,RGB,Dutch,Netherlands,Netherlands
436559,Castle by a River,Jan van Goyen,European Paintings,1647,3811,2601,1.465205690119185,RGB,Dutch,Netherlands,Netherlands
436560,River View with a Village Church,Jan van Goyen,European Paintings,Unavailable,3810,2541,1.499409681227863,RGB,Dutch,Netherlands,Netherlands
436561,"Saints Nicholas of Tolentino, Roch, Sebastian, and Bernardino of Siena, with Kneeling Donors",Benozzo Gozzoli (Benozzo di Lese di Sandro),European Paintings,1481,2924,3722,0.7855991402471789,RGB,Italian,Italy,Italy
436562,The Conversion of Saint Paul,Benozzo Gozzoli (Benozzo di Lese di Sandro),European Paintings,Unavailable,4000,3464,1.1547344110854505,RGB,Italian,Italy,Italy
436563,Saint Peter and Simon Magus,Benozzo Gozzoli (Benozzo di Lese di Sandro),European Paintings,Unavailable,4000,3513,1.138627953316254,RGB,Italian,Italy,Italy
436564,Saint Zenobius Resuscitating a Dead Child,Benozzo Gozzoli (Benozzo di Lese di Sandro),European Paintings,Unavailable,4000,3465,1.1544011544011543,RGB,Italian,Italy,Italy
436565,Totila before Saint Benedict,Benozzo Gozzoli (Benozzo di Lese di Sandro),European Paintings,Unavailable,4000,3513,1.138627953316254,RGB,Italian,Italy,Italy
436567,Scenes from the Life of Saint John the Baptist,Francesco Granacci (Francesco di Andrea di Marco),European Paintings,ca. 1506–7,3915,2013,1.9448584202682564,RGB,Italian,Italy,Italy
436569,The Choir of the Capuchin Church in Rome,François Marius Granet,European Paintings,1814–15,1394,1861,0.7490596453519613,RGB,French,France,France
436572,Christ Healing the Blind,El Greco (Domenikos Theotokopoulos),European Paintings,ca. 1570,3807,3114,1.222543352601156,RGB,Greek,Greece,Greece
436573,Cardinal Fernando Niño de Guevara (1541–1609),El Greco (Domenikos Theotokopoulos),European Paintings,ca. 1600,3000,4000,0.75,RGB,Greek,Greece,Greece
436575,View of Toledo,El Greco (Domenikos Theotokopoulos),European Paintings,ca. 1599–1600,3496,3934,0.8886629384850026,RGB,Greek,Greece,Greece
436576,The Vision of Saint John,El Greco (Domenikos Theotokopoulos),European Paintings,ca. 1608–14,3557,4000,0.88925,RGB,Greek,Greece,Greece
436577,Saint Andrew,El Greco,European Paintings,ca. 1610,2406,4000,0.6015,RGB,Greek,Greece,Greece
436578,All Saints,Greek Painter,European Paintings,Unavailable,2059,3179,0.6476879521862221,RGB,Greek,Greece,Greece
436579,Broken Eggs,Jean-Baptiste Greuze,European Paintings,1756,3919,3045,1.2870279146141217,RGB,French,France,France
436580,Aegina Visited by Jupiter,Jean-Baptiste Greuze,European Paintings,ca. 1767–69,3925,2950,1.3305084745762712,RGB,French,France,France
436581,"Charles Claude de Flahaut (1730–1809), Comte d'Angiviller",Jean-Baptiste Greuze,European Paintings,1763,3409,4000,0.85225,RGB,French,France,France
436582,Head of a Young Woman,Jean-Baptiste Greuze,European Paintings,possibly 1780s,3228,4000,0.807,RGB,French,France,France
436583,Study of a Woman’s Head,Jean-Baptiste Greuze,European Paintings,ca. 1780,3307,3915,0.8446998722860792,RGB,French,France,France
436584,"Madame Jean-Baptiste Nicolet (Anne Antoinette Desmoulins, 1743–1817)",Jean-Baptiste Greuze,European Paintings,late 1780s,3353,4000,0.83825,RGB,French,France,France
436586,Princess Varvara Nikolaevna Gagarina (1762–1802),Jean-Baptiste Greuze,European Paintings,ca. 1780–82,3139,4000,0.78475,RGB,French,France,France
436587,Jean Jacques Caffiéri (1725–1792),Jean-Baptiste Greuze,European Paintings,ca. 1765,1564,1890,0.8275132275132275,RGB,French,France,France
436588,Head of a Young Boy,Jean-Baptiste Greuze,European Paintings,1763,3253,4000,0.81325,RGB,French,France,France
436590,"The Empress Elizabeth of Russia (1709–1762) on Horseback, Attended by a Page",Georg Christoph Grooth,European Paintings,after 1743–49,3037,3879,0.782933745810776,RGB,German,Germany,Germany
436593,Fantastic Landscape,Francesco Guardi,European Paintings,ca. 1765,4000,2338,1.710863986313088,RGB,Italian,Italy,Italy
436596,Venice from the Bacino di San Marco,Francesco Guardi,European Paintings,ca. 1765–75,4000,3150,1.2698412698412698,RGB,Italian,Italy,Italy
436598,Santa Maria della Salute,Francesco Guardi,European Paintings,mid- to late 1760s,3683,2283,1.6132282084975909,RGB,Italian,Italy,Italy
436599,The Grand Canal above the Rialto,Francesco Guardi,European Paintings,late 1760s,3863,2444,1.580605564648118,RGB,Italian,Italy,Italy
436600,Venice: The Dogana and Santa Maria della Salute,Francesco Guardi,European Paintings,Unavailable,3811,2139,1.7816736792893877,RGB,Italian,Italy,Italy
436601,Venice: The Rialto,Francesco Guardi,European Paintings,Unavailable,3811,2159,1.765169059749884,RGB,Italian,Italy,Italy
436603,Samson Captured by the Philistines,Guercino (Giovanni Francesco Barbieri),European Paintings,1619,3809,3084,1.2350843060959793,RGB,Italian,Italy,Italy
436604,The Vocation of Saint Aloysius (Luigi) Gonzaga,Guercino (Giovanni Francesco Barbieri),European Paintings,ca. 1650,2866,3722,0.7700161203653949,RGB,Italian,Italy,Italy
436607,An Allegory,Domenico Guidobono,European Paintings,1710–20,750,470,1.5957446808510638,RGB,Italian,Italy,Italy
436615,A Banquet,Dirck Hals,European Paintings,1628,3811,2334,1.6328191945158526,RGB,Dutch,Netherlands,Netherlands
436616,Young Man and Woman in an Inn,Frans Hals,European Paintings,1623,2817,3722,0.7568511552928533,RGB,Dutch,Netherlands,Netherlands
436617,Portrait of a Bearded Man with a Ruff,Frans Hals,European Paintings,1625,3009,3719,0.8090884646410326,RGB,Dutch,Netherlands,Netherlands
436618,"Anna van der Aar (born 1576/77, died after 1626)",Frans Hals,European Paintings,1626,2880,3853,0.7474695042823774,RGB,Dutch,Netherlands,Netherlands
436619,Petrus Scriverius (1576–1660),Frans Hals,European Paintings,1626,2852,3852,0.7403946002076843,RGB,Dutch,Netherlands,Netherlands
436620,Paulus Verschuur (1606–1667),Frans Hals,European Paintings,1643,1530,1928,0.7935684647302904,RGB,Dutch,Netherlands,Netherlands
436621,"Portrait of a Man, Possibly Nicolaes Pietersz Duyst van Voorhout (born about 1600, died 1650)",Frans Hals,European Paintings,ca. 1636–38,3102,3789,0.8186856690419636,RGB,Dutch,Netherlands,Netherlands
436622,Merrymakers at Shrovetide,Frans Hals,European Paintings,ca. 1616–17,2856,3722,0.7673293927995701,RGB,Dutch,Netherlands,Netherlands
436625,The Smoker,Frans Hals,European Paintings,ca. 1623–25,3778,3573,1.0573747551077526,RGB,Dutch,Netherlands,Netherlands
436626,Boy with a Lute,Frans Hals,European Paintings,ca. 1625,3142,3828,0.8207941483803552,RGB,Dutch,Netherlands,Netherlands
436627,Frans Hals (1582/83–1666),Frans Hals,European Paintings,probably 1650s,3200,3722,0.8597528210639441,RGB,Dutch,Netherlands,Netherlands
436628,Malle Babbe,Frans Hals,European Paintings,Unavailable,3049,3715,0.8207267833109018,RGB,Dutch,Netherlands,Netherlands
436632,Moonrise,Henri-Joseph Harpignies,European Paintings,1885,3917,2110,1.8563981042654027,RGB,French,France,France
436634,A Vase of Flowers,Margareta Haverman,European Paintings,1716,3068,4000,0.767,RGB,Dutch,Netherlands,Netherlands
436636,Still Life with a Glass and Oysters,Jan Davidsz de Heem,European Paintings,ca. 1640,2902,3800,0.7636842105263157,RGB,Dutch,Netherlands,Netherlands
436637,Still Life: A Banqueting Scene,Jan Davidsz de Heem,European Paintings,probably ca. 1640–41,2265,1659,1.3652802893309222,RGB,Dutch,Netherlands,Netherlands
436638,"Jacob Willemsz van Veen (1456–1535), the Artist's Father",Maarten van Heemskerck,European Paintings,1532,2611,3878,0.6732851985559567,RGB,Netherlandish,Netherlands,Netherlands
436642,The Musician,Bartholomeus van der Helst,European Paintings,1662,3234,4000,0.8085,RGB,Dutch,Netherlands,Netherlands
436643,The Calling of Saint Matthew,Jan Sanders van Hemessen,European Paintings,Unavailable,3811,2828,1.3475954738330975,RGB,unavailable,unavailable,Unavailable
436644,A Bather (Echo),Jean-Jacques Henner,European Paintings,1881,1360,1880,0.723404255319149,RGB,French,France,France
436645,Young Woman Praying,Jean-Jacques Henner,European Paintings,Unavailable,2895,4000,0.72375,RGB,French,France,France
436647,The Huis ten Bosch at The Hague and Its Formal Garden (View from the South),Jan van der Heyden,European Paintings,ca. 1668–70,3811,2717,1.40264998159735,RGB,Dutch,Netherlands,Netherlands
436648,The Huis ten Bosch at The Hague and Its Formal Garden (View from the East),Jan van der Heyden,European Paintings,ca. 1668–70,3811,2733,1.3944383461397731,RGB,Dutch,Netherlands,Netherlands
436652,Entrance to a Village,Meyndert Hobbema,European Paintings,ca. 1665,3901,2751,1.4180298073427844,RGB,Dutch,Netherlands,Netherlands
436653,Woodland Road,Meyndert Hobbema,European Paintings,ca. 1670,3913,2865,1.3657940663176265,RGB,Dutch,Netherlands,Netherlands
436656,The Wedding of Stephen Beckingham and Mary Cox,William Hogarth,European Paintings,1729,2920,3630,0.8044077134986226,RGB,British,Britain,Britain
436657,"Benedikt von Hertenstein (born about 1495, died 1522)",Hans Holbein the Younger,European Paintings,1517,2821,3867,0.7295060770623222,RGB,German,Germany,Germany
436658,Hermann von Wedigh III (died 1560),Hans Holbein the Younger,European Paintings,1532,2929,3813,0.7681615525832678,RGB,German,Germany,Germany
436659,Derick Berck of Cologne,Hans Holbein the Younger,European Paintings,1536,3060,3869,0.7909020418712845,RGB,German,Germany,Germany
436660,Portrait of a Man in a Red Cap,Hans Holbein the Younger,European Paintings,1532–35,1863,1900,0.9805263157894736,RGB,German,Germany,Germany
436664,"Lady Guildford (Mary Wotton, 1499–1558)",Hans Holbein the Younger,European Paintings,Unavailable,3091,3814,0.8104352385946513,RGB,German,Germany,Germany
436665,"Lady Lee (Margaret Wyatt, born about 1509)",Hans Holbein the Younger,European Paintings,early 1540s,2979,3878,0.7681794739556472,RGB,German,Germany,Germany
436668,Portrait of a Man (Sir Ralph Sadler?),Hans Holbein the Younger,European Paintings,1535,3885,3801,1.022099447513812,RGB,German,Germany,Germany
436669,"Lady Rich (Elizabeth Jenks, died 1558)",Hans Holbein the Younger,European Paintings,ca. 1540,2960,3869,0.7650555699147067,RGB,German,Germany,Germany
436670,"Edward VI (1537–1553), When Duke of Cornwall",Hans Holbein the Younger,European Paintings,ca. 1545; reworked 1547 or later,3792,3732,1.0160771704180065,RGB,German,Germany,Germany
436671,Peacocks,Melchior d' Hondecoeter,European Paintings,1683,2755,3862,0.7133609528741585,RGB,Dutch,Netherlands,Netherlands
436672,Christ among the Doctors,Abraham Hondius,European Paintings,1668,3895,2998,1.299199466310874,RGB,Dutch,Netherlands,Netherlands
436675,Interior with a Young Couple,Pieter de Hooch,European Paintings,probably ca. 1662–65,3791,3363,1.127267320844484,RGB,Dutch,Netherlands,Netherlands
436676,"Woman with a Water Pitcher, and a Man by a Bed",Pieter de Hooch,European Paintings,ca. 1667–70,3134,3707,0.8454275694631778,RGB,Dutch,Netherlands,Netherlands
436677,Paying the Hostess,Pieter de Hooch,European Paintings,ca. 1670,3799,3239,1.172892868169188,RGB,Dutch,Netherlands,Netherlands
436678,The Visit,Pieter de Hooch,European Paintings,ca. 1657,3198,3701,0.8640907862739801,RGB,Dutch,Netherlands,Netherlands
436679,A Woman and Two Men in an Arbor,Pieter de Hooch,European Paintings,ca. 1657–58,3182,3703,0.859303267620848,RGB,Dutch,Netherlands,Netherlands
436680,The Annunciation of the Death of the Virgin,Samuel van Hoogstraten,European Paintings,ca. 1670,2999,3721,0.8059661381349099,RGB,Dutch,Netherlands,Netherlands
436683,Lady Hester King (died 1873),John Hoppner,European Paintings,probably 1805,3221,3862,0.8340238218539617,RGB,British,Britain,Britain
436684,Major Thomas Pechell (1753–1826),John Hoppner,European Paintings,1799,3198,3845,0.8317295188556567,RGB,British,Britain,Britain
436685,"Mrs. John Garden (Ann Garden, 1769–1842) and Her Children, John (1796–1854) and Ann Margaret (born 1793)",John Hoppner,European Paintings,1796 or 1797,3101,3855,0.8044098573281453,RGB,British,Britain,Britain
436686,"Mrs. Richard Bache (Sarah Franklin, 1743–1808)",John Hoppner,European Paintings,1793,3170,3846,0.8242329693187728,RGB,British,Britain,Britain
436687,"Mrs. Richard Brinsley Sheridan (Hester Jane Ogle, 1775/76–1817) and Her Son (Charles Brinsley Sheridan, 1796–1843)",John Hoppner,European Paintings,Unavailable,2410,3870,0.6227390180878553,RGB,British,Britain,Britain
436688,"Mrs. Thomas Pechell (Charlotte Clavering, died 1841)",John Hoppner,European Paintings,1799,3257,3845,0.847074122236671,RGB,British,Britain,Britain
436689,"Mrs. Whaley (died 1798, Isle of Man)",George Chinnery,European Paintings,Unavailable,2404,3861,0.6226366226366227,RGB,unavailable,unavailable,Unavailable
436690,"Portrait of a Woman; (reverse, now covered by relining canvas) Study of a Child's Head",John Hoppner,European Paintings,1790s,3203,3863,0.8291483303132281,RGB,British,Britain,Britain
436691,"Richard Humphreys, the Boxer",John Hoppner,European Paintings,Unavailable,3072,3866,0.7946197620279358,RGB,British,Britain,Britain
436692,The Sackville Children,John Hoppner,European Paintings,1796,3136,3866,0.8111743404035179,RGB,British,Britain,Britain
436693,A Musical Gathering at the Court of the Elector Karl Albrecht of Bavaria,Peter Jacob Horemans,European Paintings,1730,4000,3321,1.2044564890093346,RGB,Flemish,Belgium,Belgium
436698,Still Life: A Basket of Grapes and Other Fruit,Jacob van Hulsdonck,European Paintings,probably ca. 1635–45,3627,2823,1.2848034006376197,RGB,Flemish,Belgium,Belgium
436703,"Madame Jacques-Louis Leblanc (Françoise Poncelle, 1788–1839)",Jean Auguste Dominique Ingres,European Paintings,1823,2919,3722,0.7842557764642665,RGB,French,France,France
436704,Edmond Cavé (1794–1852),Jean Auguste Dominique Ingres,European Paintings,1844,3013,3719,0.8101640225867168,RGB,French,France,France
436705,Head of Saint John the Evangelist,Jean Auguste Dominique Ingres,European Paintings,Unavailable,2581,3722,0.6934443847393874,RGB,French,France,France
436706,Jacques-Louis Leblanc (1774–1846),Jean Auguste Dominique Ingres,European Paintings,1823,2964,3722,0.7963460505104782,RGB,French,France,France
436707,"Madame Edmond Cavé (Marie-Élisabeth Blavot, born 1810)",Jean Auguste Dominique Ingres,European Paintings,ca. 1831–34,3011,3722,0.8089736700698549,RGB,French,France,France
436708,Odalisque in Grisaille,Jean Auguste Dominique Ingres,European Paintings,ca. 1824–34,3972,3033,1.3095944609297725,RGB,French,France,France
436709,Ingres (1780–1867) as a Young Man,Madame Gustave Héquet,European Paintings,ca. 1850–60,3015,3719,0.8107018015595591,RGB,French,France,France
436721,"Christ Crowned with Thorns (Ecce Homo), and the Mourning Virgin",Adriaen Isenbrant,European Paintings,ca. 1530–40,3241,3697,0.8766567487151745,RGB,Netherlandish,Netherlands,Netherlands
436722,Man Weighing Gold,Adriaen Isenbrant,European Paintings,ca. 1515–20,2477,4000,0.61925,RGB,Netherlandish,Netherlands,Netherlands
436723,The Life of the Virgin,Adriaen Isenbrant,European Paintings,after 1521,3811,2348,1.623083475298126,RGB,Netherlandish,Netherlands,Netherlands
436724,Expectation,Jozef Israëls,European Paintings,Unavailable,1337,1795,0.7448467966573816,RGB,Dutch,Netherlands,Netherlands
436725,Grandmother's Treasure,Jozef Israëls,European Paintings,Unavailable,3603,2775,1.2983783783783784,RGB,Dutch,Netherlands,Netherlands
436733,Madonna and Child Enthroned with Saint John the Baptist and Another Saint,Italian (Florentine) Painter,European Paintings,Unavailable,2910,4000,0.7275,RGB,Italian,Italy,Italy
436741,Portrait of a Man in a Fur-Trimmed Coat,Italian (Lombard) Painter,European Paintings,Unavailable,3111,4000,0.77775,RGB,Italian,Italy,Italy
436745,Two Angels,North Italian Painter,European Paintings,Unavailable,3811,2847,1.3386020372321743,RGB,Italian,Italy,Italy
436751,Madonna and Child with Saints Michael and John the Baptist; The Noli Me Tangere; The Conversion of Saint Paul,Italian (Pisan) Painter,European Paintings,Unavailable,2416,3718,0.6498117267348037,RGB,Italian,Italy,Italy
436752,Pomegranates and Other Fruit in a Landscape,Abraham Brueghel,European Paintings,Unavailable,1901,1600,1.188125,RGB,Flemish,Belgium,Belgium
436757,Book Cover,Italian (Sienese) Painter,European Paintings,Unavailable,2382,3722,0.6399785061794734,RGB,Italian,Italy,Italy
436760,Madonna and Child with Saints Jerome and Francis,Italian (Umbrian) Painter,European Paintings,Unavailable,2315,3419,0.6770985668324071,RGB,Italian,Italy,Italy
436761,"The Theological Virtues: Faith, Charity, Hope",Italian (Umbrian) Painter,European Paintings,Unavailable,2268,3722,0.6093498119290703,RGB,Italian,Italy,Italy
436767,The Life of Christ,Franceschino Zavattari,European Paintings,Unavailable,3913,2851,1.372500876885303,RGB,Italian,Italy,Italy
436770,Holy Family,Jacopino del Conte,European Paintings,Unavailable,2555,3667,0.6967548404690482,RGB,Italian,Italy,Italy
436771,Michelangelo Buonarroti (1475–1564),Daniele da Volterra,European Paintings,probably ca. 1545,2789,3875,0.719741935483871,RGB,unavailable,unavailable,Unavailable
436772,The Sheepfold,Charles Jacque,European Paintings,1857,4000,2126,1.881467544684854,RGB,French,France,France
436774,Springtime,Charles Jacque,European Paintings,Unavailable,1261,1777,0.7096229600450197,RGB,French,France,France
436776,The Dead Christ in the Tomb with Two Angels,Abraham Janssen van Nuyssen,European Paintings,ca. 1610,680,533,1.275797373358349,RGB,Flemish,Belgium,Belgium
436781,The Adoration of the Christ Child,Jan Joest of Kalkar,European Paintings,Unavailable,2586,3722,0.6947877485222999,RGB,German,Germany,Germany
436782,Capriccio with St. Paul's and Old London Bridge,Antonio Joli,European Paintings,Unavailable,3863,3450,1.1197101449275362,RGB,Italian,Italy,Italy
436784,Scene in a Courtyard,Ludolf de Jongh,European Paintings,early 1660s,3801,3129,1.2147651006711409,RGB,Dutch,Netherlands,Netherlands
436785,Honfleur,Johan Barthold Jongkind,European Paintings,1865,3811,2452,1.5542414355628058,RGB,Dutch,Netherlands,Netherlands
436787,The Pont Neuf,Johan Barthold Jongkind,European Paintings,1849–50,3923,2702,1.4518874907475945,RGB,Dutch,Netherlands,Netherlands
436790,Portrait of a Man with a Watch,Cornelis Jonson van Ceulen the Younger,European Paintings,1657,3128,3708,0.8435814455231931,RGB,Dutch,Netherlands,Netherlands
436792,The Crucifixion with Saints and a Donor,Joos van Cleve,European Paintings,ca. 1520,3811,2410,1.5813278008298757,RGB,Netherlandish,Netherlands,Netherlands
436793,The Holy Family,Joos van Cleve,European Paintings,ca. 1512–13,2743,3722,0.7369693713057496,RGB,Netherlandish,Netherlands,Netherlands
436794,The Last Judgment,Joos van Cleve,European Paintings,ca. 1525–30,2607,3722,0.700429876410532,RGB,Netherlandish,Netherlands,Netherlands
436796,"Francis I (1494–1547), King of France",Joos van Cleve,European Paintings,Unavailable,3109,3881,0.801082195310487,RGB,Netherlandish,Netherlands,Netherlands
436798,The Holy Family with Shepherds,Jacob Jordaens,European Paintings,1616,2927,4000,0.73175,RGB,Flemish,Belgium,Belgium
436799,The Holy Family with Saint Anne and the Young Baptist and His Parents,Jacob Jordaens,European Paintings,early 1620s and 1650s,1373,1561,0.8795643818065343,RGB,Flemish,Belgium,Belgium
436801,The Marriage Feast at Cana,Juan de Flandes,European Paintings,ca. 1500–1504,2851,3722,0.7659860290166577,RGB,Netherlandish,Netherlands,Netherlands
436802,Saints Michael and Francis,Juan de Flandes,European Paintings,ca. 1505–9,3568,4000,0.892,RGB,Netherlandish,Netherlands,Netherlands
436805,"Still Life with Fruit, Glassware, and a Wanli Bowl",Willem Kalf,European Paintings,1659,3251,3697,0.8793616445766838,RGB,Dutch,Netherlands,Netherlands
436806,Interior of a Kitchen,Willem Kalf,European Paintings,ca. 1642–44,3802,3185,1.1937205651491365,RGB,Dutch,Netherlands,Netherlands
436808,"Edward Smith Stanley (1752–1834), Twelfth Earl of Derby, Elizabeth, Countess of Derby (Lady Elizabeth Hamilton, 1753–1797), and Their Son (Edward Smith Stanley, 1775–1851)",Angelica Kauffmann,European Paintings,ca. 1776,3059,3802,0.8045765386638611,RGB,Swiss,Switzerland,Switzerland
436809,The Sorrow of Telemachus,Angelica Kauffmann,European Paintings,1783,3867,2845,1.3592267135325131,RGB,Swiss,Switzerland,Switzerland
436810,Telemachus and the Nymphs of Calypso,Angelica Kauffmann,European Paintings,1782,3863,2836,1.36212976022567,RGB,Swiss,Switzerland,Switzerland
436814,Italian Garden,Friedrich August von Kaulbach,European Paintings,1894,3561,2739,1.3001095290251916,RGB,German,Germany,Germany
436815,Crusaders before Jerusalem,Wilhelm von Kaulbach,European Paintings,Unavailable,4000,3364,1.1890606420927468,RGB,German,Germany,Germany
436816,The Lacemaker,Bernhard Keil,European Paintings,ca. 1665,4000,2987,1.3391362571141614,RGB,Danish,Denmark,Denmark
436817,A Mountainous Landscape with a Waterfall,Kerstiaen de Keuninck,European Paintings,ca. 1600,3811,2172,1.7546040515653776,RGB,Flemish,Belgium,Belgium
436818,A Musician and His Daughter,Thomas de Keyser,European Paintings,1629,2721,3722,0.7310585706609349,RGB,Dutch,Netherlands,Netherlands
436819,Mäda Primavesi (1903–2000),Gustav Klimt,European Paintings,1912–13,2876,3877,0.7418106783595564,RGB,Austrian,Austria,Austria
436821,Girl Building a House of Cards,Thomas Frye,European Paintings,mid-18th century,3215,3859,0.8331173879243328,RGB,unavailable,unavailable,Unavailable
436823,"Charles Beauclerk (1670–1726), Duke of St. Albans",Sir Godfrey Kneller,European Paintings,ca. 1690–95,3152,3864,0.8157349896480331,RGB,German,Germany,Germany
436824,Lady Mary Berkeley,Sir Godfrey Kneller,European Paintings,ca. 1700,3346,3857,0.867513611615245,RGB,German,Germany,Germany
436825,"Valdemar Hjartvar Købke (1813–1893), the Artist's Brother",Christen Købke,European Paintings,ca. 1838,3214,3700,0.8686486486486487,RGB,Danish,Denmark,Denmark
436826,"Winter Landscape, Holland",Barend Cornelis Koekkoek,European Paintings,1833,3805,3130,1.2156549520766773,RGB,Dutch,Netherlands,Netherlands
436827,Sunset on the Rhine,Barend Cornelis Koekkoek,European Paintings,1853,3810,2911,1.308828581243559,RGB,Dutch,Netherlands,Netherlands
436829,Hugo van der Goes Painting the Portrait of Mary of Burgundy,Guillaume Koller,European Paintings,Unavailable,4000,2786,1.4357501794687724,RGB,Belgian,Belgium,Belgium
436830,A Panoramic Landscape with a Country Estate,Philips Koninck,European Paintings,ca. 1649,3804,3149,1.2080025404890442,RGB,Dutch,Netherlands,Netherlands
436831,An Extensive Wooded Landscape,Philips Koninck,European Paintings,1670s,3907,2893,1.3505012098167992,RGB,Dutch,Netherlands,Netherlands
436832,Wide River Landscape,Philips Koninck,European Paintings,ca. 1648–49,3810,2740,1.3905109489051095,RGB,Dutch,Netherlands,Netherlands
