objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture,Height,Width,H/W Ratio,Color
54734,School of Fishes,Seki Shūkō,ca. 1890–92,Japan,Japan,1800's,Asian Art,2811,3734,0.752811998,RGB
54735,Jumping fish,Watanabe Seitei,ca. 1887,Japan,Japan,1800's,Asian Art,2926,3845,0.760988296,RGB
54736,Fishes,Watanabe Seitei,ca. 1887,Japan,Japan,1800's,Asian Art,2933,3832,0.76539666,RGB
54737,Visiting a Friend,Seki Shūkō,1892,Japan,Japan,1800's,Asian Art,2910,3792,0.767405063,RGB
54738,Winter Scene,Seki Shūkō,1892,Japan,Japan,1800's,Asian Art,2865,3755,0.76298269,RGB
54739,Goldfish,Watanabe Seitei,ca. 1887,Japan,Japan,1800's,Asian Art,2909,3824,0.760721757,RGB
54740,Carp swimming,Watanabe Seitei,ca. 1887,Japan,Japan,1800's,Asian Art,2902,3834,0.756911841,RGB
54741,Bottom of the Sea Showing Cray Fish,Seki Shūkō,ca. 1890–92,Japan,Japan,1800's,Asian Art,2897,3878,0.747034554,RGB
54745,Small Birds and Bamboo,Kawabata Gyokushō,1887–92,Japan,Japan,1800's,Asian Art,3176,4000,0.794,RGB
54746,Pair of Ducks,Kawabata Gyokushō,1887–92,Japan,Japan,1800's,Asian Art,3031,3739,0.810644557,RGB
54747,Cat Seen from Behind,Kawabata Gyokushō,1868,Japan,Japan,1800's,Asian Art,3064,3740,0.819251337,RGB
54748,Bird at the Water's Edge,Kawabata Gyokushō,1887–92,Japan,Japan,1800's,Asian Art,3037,3740,0.812032086,RGB
54749,A Pair of Puppies,Kawabata Gyokushō,1868,Japan,Japan,1800's,Asian Art,3030,3739,0.810377106,RGB
54750,Squirrel Eating Chestnuts,Kawabata Gyokushō,1887–92,Japan,Japan,1800's,Asian Art,3048,3756,0.811501597,RGB
54751,Crane Among Reeds,Kawabata Gyokushō,1887–92,Japan,Japan,1800's,Asian Art,3061,3738,0.818887105,RGB
54752,Cock and Hen,Kawabata Gyokushō,1887–92,Japan,Japan,1800's,Asian Art,3002,3740,0.802673797,RGB
54753,Shrimp (Ebi),Seki Shūkō,ca. 1890–92,Japan,Japan,1800's,Asian Art,2986,3742,0.797969001,RGB
54754,Small Fishes,Seki Shūkō,ca. 1890–92,Japan,Japan,1800's,Asian Art,3010,3741,0.804597701,RGB
54757,Otters Swimming,Seki Shūkō,ca. 1890–92,Japan,Japan,1800's,Asian Art,3058,3739,0.81786574,RGB
54759,Three Fishes and a Branch,Seki Shūkō,ca. 1890–92,Japan,Japan,1800's,Asian Art,3047,3739,0.814923776,RGB
54760,Eels,Seki Shūkō,ca. 1890–92,Japan,Japan,1800's,Asian Art,3143,3856,0.815093361,RGB
54773,Flowers and Birds of the Four Seasons,Ikeda Koson,mid-19th century,Japan,Japan,1900's,Asian Art,3991,4000,0.99775,RGB
54774,"Nunobiki Waterfall, Mount Yoshino, and Tatsuta River",Kano Tsunenobu,after 1709,Japan,Japan,1700's,Asian Art,3610,3200,1.128125,RGB
54897,Dancer,Hishikawa Moronobu,Unavailable,Japan,Japan,Unavailable,Asian Art,2997,4000,0.74925,RGB
54912,Washing the Horses in the Stream,Zhao Songxue,17th century,Korea,Korea,1700's,Asian Art,1268,2000,0.634,RGB
54914,"Vaisravana, Guardian of the North",Unidentified artist,16th century,China (?),China,1600's,Asian Art,490,900,0.544444444,RGB
54978,The Hell Courtesan,Seikei,late 19th century,Japan,Japan,1900's,Asian Art,438,838,0.522673031,RGB
55000,"Thirty paintings of birds, flowers and landscape",Unavailable,late 18th century,Japan,Japan,1800's,Asian Art,4000,2667,1.499812523,RGB
55034,Shiva Carries the Corpse of Sati,Unavailable,ca. 1865–75,"India (West Bengal, Calcutta, Khalighat)",India,1800's,Asian Art,2286,3657,0.625102543,RGB
55293,Fish and Lotus,Kano Yasunobu,Unavailable,Japan,Japan,Unavailable,Asian Art,2455,4000,0.61375,RGB
55297,Misty Landscape with Rainbow,Katō Bunrei,Unavailable,Japan,Japan,Unavailable,Asian Art,1594,3008,0.529920213,RGB
55298,Bird on a Branch,Shiokawa Bunrin,Unavailable,Japan,Japan,Unavailable,Asian Art,4000,2667,1.499812523,RGB
55299,Landscape with the Moon,Shiokawa Bunrin,19th century,Japan,Japan,1900's,Asian Art,1959,3008,0.651263298,RGB
55300,River Gorge with Waterfall,Tani Bunchō,Unavailable,Japan,Japan,Unavailable,Asian Art,2120,4000,0.53,RGB
55302,Flowering Shrubs and Field Sparrows (?),Hasegawa Gyokuho,19th century,Japan,Japan,1900's,Asian Art,1775,2650,0.669811321,RGB
55303,Roses and Field Sparrow (?),Hasegawa Gyokuho,19th century,Japan,Japan,1900's,Asian Art,2667,4000,0.66675,RGB
55304,Grapevine,Matsumura Goshun,after 1790,Japan,Japan,1700's,Asian Art,4000,2667,1.499812523,RGB
55314,Flowering Plum,Sakai Hōitsu,Unavailable,Japan,Japan,Unavailable,Asian Art,1113,2000,0.5565,RGB
55379,Camellias,Ogata Kōrin,Unavailable,Japan,Japan,Unavailable,Asian Art,1500,2000,0.75,RGB
55380,Crested Bird on Stump of Plum Tree,Kano Naonobu,Unavailable,Japan,Japan,Unavailable,Asian Art,2667,4000,0.66675,RGB
56098,Sketch for a Painting of Scholars at the Game of Go,Kano Tan'yū,dated 1666,Japan,Japan,1600's,Asian Art,481,900,0.534444444,RGB
57161,Noh Mask: Okina,Shibata Zeshin,dated 1879,Japan,Japan,1800's,Asian Art,4000,3000,1.333333333,RGB
57176,Bird on Tree (Haha-chō),Shūkō,Unavailable,Japan,Japan,Unavailable,Asian Art,2295,4000,0.57375,RGB
57183,Blackbird on Wave-Swept Rock,Kano School,Unavailable,Japan,Japan,Unavailable,Asian Art,2667,4000,0.66675,RGB
57185,Lacquer Paintings of Various Subjects: Bonsai,Shibata Zeshin,1882,Japan,Japan,1800's,Asian Art,3142,3529,0.890337206,RGB
57186,Lacquer Paintings of Various Subjects: Plum Branch with Oil Lamp,Shibata Zeshin,1882,Japan,Japan,1800's,Asian Art,3078,3471,0.886776145,RGB
57187,Lacquer Paintings of Various Subjects: Stack of Rice and Dragonflies,Shibata Zeshin,1882,Japan,Japan,1800's,Asian Art,3089,3475,0.888920863,RGB
57188,Lacquer Paintings of Various Subjects: Grasshopper on Gourd Vine,Shibata Zeshin,1882,Japan,Japan,1800's,Asian Art,3341,3730,0.895710456,RGB
57189,Lacquer Paintings of Various Subjects: Bird and Willow in Snow,Shibata Zeshin,1882,Japan,Japan,1800's,Asian Art,3097,3478,0.890454284,RGB
57190,Lacquer Paintings of Various Subjects: Snow Shelter for a Tree with Sparrow,Shibata Zeshin,1882,Japan,Japan,1800's,Asian Art,3028,3434,0.88177053,RGB
57191,Lacquer Paintings of Various Subjects: Sencha Tea Set,Shibata Zeshin,1882,Japan,Japan,1800's,Asian Art,3108,3458,0.898785425,RGB
57192,Lacquer Paintings of Various Subjects: Drum for Gagaku Dance,Shibata Zeshin,1882,Japan,Japan,1800's,Asian Art,3042,3444,0.883275261,RGB
57193,Lacquer Paintings of Various Subjects: Peonies,Shibata Zeshin,1882,Japan,Japan,1800's,Asian Art,3094,3489,0.886787045,RGB
57194,Lacquer Paintings of Various Subjects: Butterflies,Shibata Zeshin,dated 1881,Japan,Japan,1800's,Asian Art,3399,3785,0.898018494,RGB
57196,Mt. Fuji in Winter,Shibata Zeshin,dated 1890,Japan,Japan,1800's,Asian Art,1435,1467,0.978186776,RGB
57197,Kettle and Box with Paint Brushes,Shibata Zeshin,1882,Japan,Japan,1800's,Asian Art,1808,2409,0.750518888,RGB
57198,Cock on Drum,Shibata Zeshin,1882,Japan,Japan,1800's,Asian Art,1811,2402,0.753955037,RGB
57199,Lacquer Box and Gourd,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1758,2340,0.751282051,RGB
57200,Birds and Jutting Rocks,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1823,2424,0.752062706,RGB
57201,Fire Basket Suspended from Dock over a Fish Net in the Water,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1855,2458,0.7546786,RGB
57202,Fan and Insect Cage,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1806,2395,0.754070981,RGB
57203,Persimmons Branch and Wasp Nest above a Hedge,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1815,2383,0.761644985,RGB
57204,Cat Tails and Moon,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1865,2476,0.753231018,RGB
57205,Tea Ceremony Apparatus,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1887,2500,0.7548,RGB
57206,Flower Baskets and Farmer's Hat,Shibata Zeshin,ca. 1880s,Japan,Japan,1800's,Asian Art,1864,2471,0.754350465,RGB
57207,Three Men Looking at Framed Lacquer Drawing,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1925,2558,0.752541048,RGB
57208,Tops,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1985,2522,0.787073751,RGB
57209,Sun and Plum Branches,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1911,2420,0.789669421,RGB
57210,Bear and Crabs,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1831,2317,0.790246008,RGB
57212,Overhanging Cliff,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1853,2307,0.803207629,RGB
57213,Mountains and Houses,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1821,2308,0.788994801,RGB
57214,Seaweed,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1884,2343,0.804097311,RGB
57215,Red Berry Plant and Butterfly,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1905,2393,0.796071876,RGB
57216,Flowers in Jardenierres,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1883,2378,0.791841884,RGB
57217,Morning Glory,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1873,2380,0.78697479,RGB
57218,Rice-Drying Frame,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1846,2346,0.78687127,RGB
57219,Maple Leaves,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1831,2320,0.789224138,RGB
57220,Rice Stacks and Trees,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,2497,2996,0.833444593,RGB
57221,Fox by Mystic Fire,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,2500,2966,0.842886042,RGB
57222,Crow on Tree,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,2457,2875,0.854608696,RGB
57223,Worm on Green Leaved Plant,Shibata Zeshin,Unavailable,Japan,Japan,Unavailable,Asian Art,1879,2374,0.791491154,RGB
57232,Swallow,Kano Tsunenobu,Unavailable,Japan,Japan,Unavailable,Asian Art,2117,4000,0.52925,RGB
57238,Sketches of East Asian Legendary Figures,Kawanabe Kyōsai 河鍋暁斎,late 19th century,Japan,Japan,1900's,Asian Art,2567,4000,0.64175,RGB
57239,Painting of Jurōjin,Kano Tsunenobu,late 17th–early 18th century,Japan,Japan,1700's,Asian Art,2053,4000,0.51325,RGB
57243,Village among Rocks,Shibata Zeshin,19th century,Japan,Japan,1900's,Asian Art,3612,4000,0.903,RGB
57249,Hanshan and Shide,Kenkō Shōkei 賢江祥啓,mid- to late 16th century,Japan,Japan,1600's,Asian Art,2207,4000,0.55175,RGB
57317,Tortoises and Crabs,Shibata Zeshin,19th century,Japan,Japan,1900's,Asian Art,2000,3008,0.664893617,RGB
57342,Garden Scene,Shibata Zeshin,19th century,Japan,Japan,1900's,Asian Art,674,900,0.748888889,RGB
57556,"Seated Boddhisattva, Tara, on Lotus Throne",Unavailable,15th century,China (?),China,1500's,Asian Art,625,900,0.694444444,RGB
59004,Purification Rite,Ōtagaki Rengetsu,Unavailable,Japan,Japan,Unavailable,Asian Art,647,900,0.718888889,RGB
59005,Mountain Village in Autumn,Ōtagaki Rengetsu,Unavailable,Japan,Japan,Unavailable,Asian Art,660,900,0.733333333,RGB
59669,Portrait of Shun'oku Myōha,Unidentified artist,ca. 1383,Japan,Japan,1300's,Asian Art,2318,3879,0.597576695,RGB
60441,"The Poet Kiyohara Motosuke, from the “Tameshige Version” of Thirty-six Poetic Immortals (Tameshige-bon Jidai fudō utawase emaki)",Unidentified artist,15th century,Japan,Japan,1500's,Asian Art,3000,4000,0.75,RGB
60443,"The Poet Fujiwara Kiyotada, from the “Narikane Version” of Thirty-six Poetic Immortals",Unidentified artist,13th century,Japan,Japan,1300's,Asian Art,3000,4000,0.75,RGB
60786,Titmouse with Pomegranate Flowers,Kano Yukinobu 狩野之信,mid-16th century,Japan,Japan,1600's,Asian Art,542,700,0.774285714,RGB
61429,Maharana Sarup Singh Inspects a Prize Stallion,Tara,1845–46,"Western India, Rajasthan, Mewar",India,1800's,Asian Art,4000,3055,1.309328969,RGB
61825,Landscapes after Ancient Masters,Mei Qing,1693,China,China,1600's,Asian Art,4000,3320,1.204819277,RGB
62002,Guan Yu,Unidentified artist,ca. 1700,China,China,1700's,Asian Art,2230,3928,0.567718941,RGB
62739,Remote Valleys and Deep Forests,Liu Yu,dated 1678,China,China,1600's,Asian Art,4000,2381,1.679966401,RGB
62743,Landscape for Zhanting,Wang Yuanqi,dated 1710,China,China,1700's,Asian Art,1910,3708,0.515102481,RGB
62953,Album of Blossoming Plum,Li Fangying,1742,China,China,1700's,Asian Art,3837,3334,1.150869826,RGB
63956,The Chinese Explorer Zhang Qian on a Raft,Maejima Sōyū,mid-16th century,Japan,Japan,1600's,Asian Art,2231,3722,0.59940892,RGB
64533,Maharaja Bijay Singh in His Harem,Unavailable,ca. 1770,"India (Rajasthan, Jodhpur)",India,1700's,Asian Art,1581,2000,0.7905,RGB
64534,Maharaja Raj Singh Adored by His Ladies,Unavailable,ca. 1710–20,"India (Rajasthan, Sawar)",India,1700's,Asian Art,4000,3116,1.283697047,RGB
64535,Pleasures of the Hunt,Unavailable,ca. 1800,"North India, Punjab Hills, Kangra",India,1800's,Asian Art,3944,2794,1.411596278,RGB
64891,Maharana Amar Singh II Riding a Jodhpur Horse,Stipple Master,ca. 1700–1710,"Western India, Rajasthan, Udaipur",India,1700's,Asian Art,1547,1856,0.833512931,RGB
65002,Jhujhar Singh on Horseback,Dalchand,ca. 1720–30,"India (Rajasthan, Jodhpur)",India,1700's,Asian Art,3421,4000,0.85525,RGB
65003,Equestrian Portrait of a Nobleman,Unavailable,ca. 1710–20,"India (Rajasthan, Jodhpur)",India,1700's,Asian Art,1507,2000,0.7535,RGB
65013,Horsemanship Competition for the Shunzhi Emperor,Nardunbu,dated 1662,China,China,1600's,Asian Art,4000,2907,1.375988992,RGB
65038,A Long Tale for an Autumn Night (Aki no yo nagamonogatari),Unidentified artist,ca. 1400,Japan,Japan,1400's,Asian Art,2843,1807,1.573325955,RGB
65394,"Fenggan, Hanshan, and Shide",Reisai,first half of the 15th century,Japan,Japan,1500's,Asian Art,3000,4000,0.75,RGB
65586,“Trees Encoiled in Vines of Ivy” (Yadorigi),Tawaraya Sōtatsu,early 17th century,Japan,Japan,1700's,Asian Art,4000,3000,1.333333333,RGB
65590,Maharana Amar Singh II Is Shown Two Silver Elephants,Stipple Master,ca. 1705,"India (Rajasthan, Mewar)",India,1700's,Asian Art,4000,4000,1,RGB
65594,"Radha and Krishna Walk in a Flowering Grove
 (recto); Krishna Fluting (verso)",The Kota Master,ca. 1720 (recto); ca. 1750–75 (verso),"India (Rajasthan, Kota)",India,1700's,Asian Art,2388,3412,0.699882767,RGB
65595,Radha Crosses a River to Interview a Hindu Sage,Chokha,ca. 1820,"India (Rajasthan, Mewar)",India,1800's,Asian Art,4000,2733,1.463593121,RGB
65624,"Snowscape, from Album for Zhou Lianggong",Yun Xiang,datable to 1645–55,China,China,1600's,Asian Art,3178,2449,1.297672519,RGB
65625,"Snowscape, leaf from Album for Zhou Lianggong",Ye Xin,datable to 1645–55,China,China,1600's,Asian Art,3280,2465,1.330628803,RGB
65640,Inn and Travelers in Snowy Mountains,Yuan Yao,dated 1745,China,China,1700's,Asian Art,1408,1924,0.731808732,RGB
72262,Landscapes after Tang Poems,Sheng Maoye,mid-17th century,China,China,1700's,Asian Art,1905,1779,1.070826307,RGB
72326,Map of the Grand Canal from Beijing to the Yangzi River,Unidentified artist,late 18th or early 19th century,China,China,1800's,Asian Art,3871,3013,1.284766014,RGB
72451,Niu Myōjin,Unavailable,early 14th century,Japan,Japan,1400's,Asian Art,2713,4000,0.67825,RGB
72570,Portrait of a Warrior,Unidentified artist,late 16th century,Japan,Japan,1600's,Asian Art,2698,3880,0.695360825,RGB
72571,Ganesha Leads Shiva and Durga in Procession,Unavailable,18th century,India (Rajasthan),India,1800's,Asian Art,4000,3103,1.289075089,RGB
72573,Maharana Raj Singh II in Procession with Members of His Court,Unavailable,ca. 1755,"India (Rajasthan, Mewar)",India,1700's,Asian Art,774,905,0.855248619,RGB
72589,Maharana Sangram Singh Riding a Prize Stallion,Stipple Master,ca. 1712,"India (Rajasthan, Mewar)",India,1700's,Asian Art,3493,3871,0.902350814,RGB
72606,"Portrait of Bi Shichang, from the set Five Old Men of Suiyang",Unidentified artist,before 1056,China,China,1000's,Asian Art,1544,1928,0.800829876,RGB
72719,Krishna in the Form of Shri Nathji,Unavailable,ca. 1840,"India (Rajasthan, Mewar, Nathdwara)",India,1800's,Asian Art,2735,3767,0.726041943,RGB
72720,Maharaja Raj Singh in Procession with Members of His Court,Nihal Chand,ca. 1700,"India (Rajasthan, Junia)",India,1700's,Asian Art,4000,2738,1.46092038,RGB
72752,"Radha, the Beloved of Krishna",Unavailable,ca. 1750,"India (Rajasthan, Kishangarh)",India,1700's,Asian Art,706,925,0.763243243,RGB
72769,"Rice Culture, or Sowing and Reaping",Unidentified artist,before 1353,China,China,1300's,Asian Art,4000,3307,1.209555488,RGB
73169,Durga Confronts the Buffalo Demon Mahisha: Scene from the Devi Mahatmya,Unavailable,ca. 1780,"India, Guler, Himachal Pradesh",India,1700's,Asian Art,3794,2562,1.480874317,RGB
73260,Equestrian Portrait of Maharana Bhim Singh,Ghasi,ca. 1825,"India (Rajasthan, Mewar)",India,1800's,Asian Art,700,881,0.794551646,RGB
73261,Escapade at Night:,Chokha,ca. 1800–10,"India (Rajasthan, Mewar)",India,1800's,Asian Art,4000,3075,1.300813008,RGB
73296,"Navagunjara, a Universal Form of Krishna",Unavailable,ca. 1835,"India (Rajasthan, Jodhpur[?])",India,1800's,Asian Art,3937,2540,1.55,RGB
73348,The God of Good Fortune Jurōjin,Soga Shōhaku,ca. 1773,Japan,Japan,1700's,Asian Art,1012,2000,0.506,RGB
73355,Enjoying the Cool Breeze,Kaseki,Unavailable,Japan,Japan,Unavailable,Asian Art,4000,3002,1.332445037,RGB
73358,Bamboo and Plum in Early Spring,Okada Hankō,1843,Japan,Japan,1800's,Asian Art,2998,4000,0.7495,RGB
73359,Ten Rakan Examining a Painting of White-Robed Kannon,Katō Nobukiyo,1788–92,Japan,Japan,1700's,Asian Art,2998,4000,0.7495,RGB
73370,Kumano Shrine Mandala,Unidentified artist,early 14th century,Japan,Japan,1400's,Asian Art,1044,2000,0.522,RGB
73817,The Tenth King of Hell,Unavailable,1798,Korea,Korea,1700's,Asian Art,2801,3994,0.701301953,RGB
73821,Dragon Amid Clouds and Waves,Unidentified artist,15th–16th century,China,China,1500's,Asian Art,2192,3607,0.607707236,RGB
74448,Gathering of government officials,Unidentified artist,ca. 1551,Korea,Korea,1500's,Asian Art,2349,3880,0.605412371,RGB
74462,Album of Copies of Chinese Paintings,Kano Tsunenobu,17th century,Japan,Japan,1700's,Asian Art,4000,2744,1.457725948,RGB
74648,Varaha Triumphant,Unavailable,late 18th century,"India (Rajasthan, Sawar)",India,1800's,Asian Art,1506,2000,0.753,RGB
74650,Mara Bringing the Demons to Life,Seu Family,mid-18th century,"India (Pahari Hills, Guler)",India,1800's,Asian Art,1965,1369,1.435354273,RGB
74651,Building the Bridge to Lanka,Seu Family,mid-18th century,"India (Pahari Hills, Guler)",India,1800's,Asian Art,2000,1396,1.432664756,RGB
74653,"The Goddess Durga Killing the Buffalo Demon, Mahisha (Mahishasura Mardini)",Unavailable,ca. 1760,"India (Rajasthan, Mewar)",India,1700's,Asian Art,1475,1767,0.834748161,RGB
74657,Battle Scene from a Devi Mahatmya,Unavailable,late 18th century,"India (Pahari Hills, Guler)",India,1800's,Asian Art,1983,1353,1.465631929,RGB
74658,"Durga, Kali, and Five Matrikas Battle the Daitya Army of the Demon Shumbha: Scene from the Devi Mahatmya",Unavailable,ca. 1780,"India (Himachal Pradesh, Guler)",India,1700's,Asian Art,2000,1356,1.474926254,RGB
74659,Durga Confronts the Army of the Demon Chikshura: Scene from the Devi Mahatmya,Unavailable,ca. 1780,"India (Himachal Pradesh, Guler)",India,1700's,Asian Art,2000,1473,1.357773252,RGB
74668,Shiva and Parvati,Unavailable,19th century,India (Pahari Hills),India,1900's,Asian Art,1407,1572,0.895038168,RGB
74669,Nobleman Hunting a Tiger,Unavailable,ca. 1830,"Western India, Rajasthan, Udaipur or Kota",India,1800's,Asian Art,1373,1710,0.802923977,RGB
74671,Design for a Bangle,Unavailable,early 19th century,India (Pahari Hills),India,1900's,Asian Art,1232,1462,0.842681259,RGB
74673,Lovers Returning to a Palace,Unavailable,late 18th century,"India (Rajasthan, Bundi)",India,1800's,Asian Art,1280,2000,0.64,RGB
74674,"Durga, Kali, and the Matrikas Battle the Demon Raktabija: Scene from the Devi Mahatmya",Nainsukh,ca. 1780,"India (Himachal Pradesh, Guler)",India,1700's,Asian Art,2000,1480,1.351351351,RGB
74677,Krishna Subdues the Serpent Kaliya in the Yamuna River: Illustration from a Bhagavata Purana Series,Nainsukh,ca. 1780,"India (Pahari Hills, Guler or Kangra)",India,1700's,Asian Art,3105,3560,0.872191011,RGB
74679,Cityscape,Unavailable,19th century,India (Pahari Hills),India,1900's,Asian Art,2000,1613,1.239925604,RGB
74680,Woman with a Turban Dressed as Radha,Unavailable,late 19th century,"India (Rajasthan, Kishangarh)",India,1900's,Asian Art,1292,2000,0.646,RGB
74681,Woman Holding a Flute and Dressed as Krishna,Unavailable,mid-to late 18th century,"India (Rajasthan, Kishangarh)",India,1800's,Asian Art,1274,2000,0.637,RGB
74683,Drawing for an Illustration from a Sat Sai of Bihari Lal Series: The Message of the Eyes (recto); Lady in Search of Her Lover on a Dark Night (verso),Nainsukh,ca. 1785–90,"India (Pahari Hills, Kangra)",India,1700's,Asian Art,1397,2000,0.6985,RGB
74685,A Lady with Attendants,Nainsukh,ca. 1775–80,"India (Pahari Hills, Kangra)",India,1700's,Asian Art,1366,2000,0.683,RGB
74686,Portrait of Manya Sahib Man Rup Sagarji,Manak,late 18th century,"India (Rajasthan, Bundi or Kotah)",India,1800's,Asian Art,2000,1364,1.46627566,RGB
74691,Abhisarika Nayika (Heroine Braving the Night),Unavailable,ca. 1800,"India (Pahari Hills, Kangra or Guler)",India,1800's,Asian Art,3096,4000,0.774,RGB
74692,Woman Leaving Her Lover,Unavailable,ca. 1790–1820,"India (Pahari Hills, Kangra or Guler)",India,1700's,Asian Art,3164,4000,0.791,RGB
74696,Design of Intertwining Animals and Plants,Unavailable,18th–19th century,India (Rajasthan),India,1800's,Asian Art,4000,2537,1.576665353,RGB
74698,A Swooning Lady,Unavailable,late 19th century,India (Rajasthan),India,1900's,Asian Art,2762,4000,0.6905,RGB
74701,Scenes from the Bhagavata Purana,Unavailable,early 19th century,"India (Pahari Hills, Kangra)",India,1900's,Asian Art,3565,3001,1.187937354,RGB
74705,The Fountain Worker,Unavailable,early 19th century,India (Rajasthan),India,1900's,Asian Art,3344,3754,0.890783165,RGB
74710,Interior of the Taj Mahal Mausoleum,Unavailable,early 19th century,India (Delhi or Agra),India,1900's,Asian Art,2731,4000,0.68275,RGB
74719,Worship of Brijnathji and Svamini (recto); Equestrian Portrait (verso),Unavailable,ca. 1800,"India (Rajasthan, Kotah)",India,1800's,Asian Art,3147,4000,0.78675,RGB
74721,Portrait of a Sikh Noble,Unavailable,early 19th century,India (Punjab Plains),India,1900's,Asian Art,2712,4000,0.678,RGB
74725,A Maharana and His Retinue Hunting Boar,Unavailable,early 18th century,"Western India, Rajasthan, Udaipur",India,1800's,Asian Art,4000,2380,1.680672269,RGB
74726,War Chariot,Unavailable,mid-19th century,India (Rajasthan),India,1900's,Asian Art,4000,2420,1.652892562,RGB
74733,Krishna (dressed as a woman) Embracing Radha,Unavailable,19th century,"India (Rajasthan, Mewar)",India,1900's,Asian Art,2821,4000,0.70525,RGB
74736,Linga Temple Compound,Unavailable,late 19th century,India (Rajasthan),India,1900's,Asian Art,3001,3691,0.813058792,RGB
74743,Maharaja Ranbir Singh,Unavailable,ca. 1860–80,India (Jammu),India,1800's,Asian Art,2667,4000,0.66675,RGB
74744,Maharao Shatru Sal II (1866–89) Hunting a Tiger,Unavailable,ca. 1866–89,"India (Rajasthan, Kotah)",India,1800's,Asian Art,3769,3001,1.255914695,RGB
74749,Palace Interior,Ragunath,ca. 1880–1900,"India (Rajasthan, Nathadwara)",India,1800's,Asian Art,4000,2766,1.446131598,RGB
74750,Celebration of the Birth of Krishna (Janamashtami),Ragunath,ca. 1880–1900,"India (Rajasthan, Nathadwara)",India,1800's,Asian Art,3772,3001,1.256914362,RGB
74752,Desvarari Ragini: Folio from a ragamala series (Garland of Musical Modes),Unavailable,early 18th century,"India (Rajasthan, Bundi)",India,1800's,Asian Art,1328,2000,0.664,RGB
74753,Nobleman on Horseback,Unavailable,mid-18th century,"India (Rajasthan, Sawar)",India,1800's,Asian Art,1249,1705,0.73255132,RGB
74813,Shakyamuni triad,Unidentified artist,1565,Korea,Korea,1500's,Asian Art,2616,3880,0.674226804,RGB
74818,Discourse on Poetry,Gao Jian,1698,China,China,1600's,Asian Art,1947,1143,1.703412073,RGB
75235,Manuscript Painting with Hindu Tantric Scene Depicting Two Fish,Unavailable,1800–1820,"India (Punjab Hills, Kangra)",India,1800's,Asian Art,2210,2574,0.858585859,RGB
75297,"Shaka (Shakyamuni), the Historical Buddha, with Two Attendant Bodhisattvas and the Ten Great Disciples",Unavailable,early 14th century,Japan,Japan,1400's,Asian Art,2296,4000,0.574,RGB
75411,Pair of Manuscript Covers,Unavailable,early 19th century,Sri Lanka (Kandy or Colombo district),Sri Lanka,1900's,Asian Art,4000,2450,1.632653061,RGB
76811,The Actor Arashi Kitsusaburō I (Kichisaburō II) as Prince Koretaka,Shunkōsai Hokushū 春好斎北洲,1821,Japan,Japan,1800's,Asian Art,2475,4000,0.61875,RGB
76969,The Final Scene from A Long Tale for an Autumn Night (Aki no yonaga monogatari),Unidentified artist,ca. 1400,Japan,Japan,1400's,Asian Art,1959,1494,1.31124498,RGB
76971,"Shaka (Shakyamuni), the Historical Buddha, with Two Attendant Bodhisattvas and Sixteen Benevolent Deities",Unidentified artist,late 14th century,Japan,Japan,1400's,Asian Art,3000,4000,0.75,RGB
77168,Cranes,Nagasawa Rosetsu 長澤蘆雪,late 1780s,Japan,Japan,1700's,Asian Art,1150,2000,0.575,RGB
77179,Hotei Pointing at the Moon,Fūgai Ekun,1650,Japan,Japan,1600's,Asian Art,4000,3000,1.333333333,RGB
77180,Parading Courtesan,Momokawa Shikō 百川子興,late 18th century,Japan,Japan,1800's,Asian Art,3000,4000,0.75,RGB
77184,Egrets and Cotton Roses,Tosa Mitsuoki,mid- to late 17th century,Japan,Japan,1700's,Asian Art,2460,4000,0.615,RGB
