objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture,Height,Width,H/W Ratio,Color
436535,Wheat Field with Cypresses,Vincent van Gogh,1889,Dutch,Netherlands,1800's,European Paintings,3811,3016,1.263594164,RGB
436536,Women Picking Olives,Vincent van Gogh,1889,Dutch,Netherlands,1800's,European Paintings,4000,3233,1.237240953,RGB
436541,Sebastián Martínez y Pérez (1747–1800),Goya (Francisco de Goya y Lucientes),1792,Spanish,Spain,1700's,European Paintings,2680,3722,0.720042988,RGB
436542,"Ignacio Garcini y Queralt (1752–1825), Brigadier of Engineers",Goya (Francisco de Goya y Lucientes),1804,Spanish,Spain,1800's,European Paintings,2946,3722,0.791509941,RGB
436543,Josefa de Castilla Portugal y van Asbrock de Garcini (1775–about 1850),Goya (Francisco de Goya y Lucientes),1804,Spanish,Spain,1800's,European Paintings,2965,3722,0.796614723,RGB
436544,"Tiburcio Pérez y Cuervo (1785/86–1841), the Architect",Goya (Francisco de Goya y Lucientes),1820,Spanish,Spain,1800's,European Paintings,3073,3866,0.794878427,RGB
436545,Manuel Osorio Manrique de Zuñiga (1784–1792),Goya (Francisco de Goya y Lucientes),1787–88,Spanish,Spain,1700's,European Paintings,2855,3873,0.73715466,RGB
436546,"José Costa y Bonells (died l870), Called Pepito",Goya (Francisco de Goya y Lucientes),ca. 1810,Spanish,Spain,1800's,European Paintings,3063,3800,0.806052632,RGB
436547,Narcisa Barañana de Goicoechea,Goya (Francisco de Goya y Lucientes),Unavailable,Spanish,Spain,Unavailable,European Paintings,2814,4000,0.7035,RGB
436548,Majas on a Balcony,Goya (Francisco de Goya y Lucientes),ca. 1800–1810,Spanish,Spain,1800's,European Paintings,2633,4000,0.65825,RGB
436549,Don Bernardo de Iriarte (1735–1814),Goya,Unavailable,Spanish,Spain,Unavailable,European Paintings,3183,4000,0.79575,RGB
436550,Infanta María Luisa (1782–1824) and Her Son Carlos Luis (1799–1883),Goya,Unavailable,Spanish,Spain,Unavailable,European Paintings,2782,4000,0.6955,RGB
436551,"Ferdinand VII (1784–1833), When Prince of Asturias",Goya,Unavailable,Spanish,Spain,Unavailable,European Paintings,3213,4000,0.80325,RGB
436552,"María Luisa of Parma (1751–1819), Queen of Spain",Goya,Unavailable,Spanish,Spain,Unavailable,European Paintings,3160,4000,0.79,RGB
436553,A City on a Rock,Goya,Unavailable,Spanish,Spain,Unavailable,European Paintings,4000,3254,1.2292563,RGB
436554,Bullfight in a Divided Ring,Goya (Francisco de Goya y Lucientes),Unavailable,Spanish,Spain,Unavailable,European Paintings,4000,3160,1.265822785,RGB
436555,Sandy Road with a Farmhouse,Jan van Goyen,1627,Dutch,Netherlands,1600's,European Paintings,3873,2893,1.338748704,RGB
436556,Country House near the Water,Jan van Goyen,1646,Dutch,Netherlands,1600's,European Paintings,3344,3688,0.906724512,RGB
436557,The Pelkus Gate near Utrecht,Jan van Goyen,1646,Dutch,Netherlands,1600's,European Paintings,3810,2514,1.515513126,RGB
436558,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,1646,Dutch,Netherlands,1600's,European Paintings,3811,2618,1.455691367,RGB
436559,Castle by a River,Jan van Goyen,1647,Dutch,Netherlands,1600's,European Paintings,3811,2601,1.46520569,RGB
436560,River View with a Village Church,Jan van Goyen,Unavailable,Dutch,Netherlands,Unavailable,European Paintings,3810,2541,1.499409681,RGB
436561,"Saints Nicholas of Tolentino, Roch, Sebastian, and Bernardino of Siena, with Kneeling Donors",Benozzo Gozzoli (Benozzo di Lese di Sandro),1481,Italian,Italy,1400's,European Paintings,2924,3722,0.78559914,RGB
436562,The Conversion of Saint Paul,Benozzo Gozzoli (Benozzo di Lese di Sandro),Unavailable,Italian,Italy,Unavailable,European Paintings,4000,3464,1.154734411,RGB
436563,Saint Peter and Simon Magus,Benozzo Gozzoli (Benozzo di Lese di Sandro),Unavailable,Italian,Italy,Unavailable,European Paintings,4000,3513,1.138627953,RGB
436564,Saint Zenobius Resuscitating a Dead Child,Benozzo Gozzoli (Benozzo di Lese di Sandro),Unavailable,Italian,Italy,Unavailable,European Paintings,4000,3465,1.154401154,RGB
436565,Totila before Saint Benedict,Benozzo Gozzoli (Benozzo di Lese di Sandro),Unavailable,Italian,Italy,Unavailable,European Paintings,4000,3513,1.138627953,RGB
436567,Scenes from the Life of Saint John the Baptist,Francesco Granacci (Francesco di Andrea di Marco),ca. 1506–7,Italian,Italy,1500's,European Paintings,3915,2013,1.94485842,RGB
436569,The Choir of the Capuchin Church in Rome,François Marius Granet,1814–15,French,France,1800's,European Paintings,1394,1861,0.749059645,RGB
436572,Christ Healing the Blind,El Greco (Domenikos Theotokopoulos),ca. 1570,Greek,Greece,1500's,European Paintings,3807,3114,1.222543353,RGB
436573,Cardinal Fernando Niño de Guevara (1541–1609),El Greco (Domenikos Theotokopoulos),ca. 1600,Greek,Greece,1600's,European Paintings,3000,4000,0.75,RGB
436575,View of Toledo,El Greco (Domenikos Theotokopoulos),ca. 1599–1600,Greek,Greece,1500's,European Paintings,3496,3934,0.888662938,RGB
436576,The Vision of Saint John,El Greco (Domenikos Theotokopoulos),ca. 1608–14,Greek,Greece,1600's,European Paintings,3557,4000,0.88925,RGB
436577,Saint Andrew,El Greco,ca. 1610,Greek,Greece,1600's,European Paintings,2406,4000,0.6015,RGB
436578,All Saints,Greek Painter,Unavailable,Greek,Greece,Unavailable,European Paintings,2059,3179,0.647687952,RGB
436579,Broken Eggs,Jean-Baptiste Greuze,1756,French,France,1700's,European Paintings,3919,3045,1.287027915,RGB
436580,Aegina Visited by Jupiter,Jean-Baptiste Greuze,ca. 1767–69,French,France,1700's,European Paintings,3925,2950,1.330508475,RGB
436581,"Charles Claude de Flahaut (1730–1809), Comte d'Angiviller",Jean-Baptiste Greuze,1763,French,France,1700's,European Paintings,3409,4000,0.85225,RGB
436582,Head of a Young Woman,Jean-Baptiste Greuze,possibly 1780s,French,France,1700's,European Paintings,3228,4000,0.807,RGB
436583,Study of a Woman’s Head,Jean-Baptiste Greuze,ca. 1780,French,France,1700's,European Paintings,3307,3915,0.844699872,RGB
436584,"Madame Jean-Baptiste Nicolet (Anne Antoinette Desmoulins, 1743–1817)",Jean-Baptiste Greuze,late 1780s,French,France,1700's,European Paintings,3353,4000,0.83825,RGB
436586,Princess Varvara Nikolaevna Gagarina (1762–1802),Jean-Baptiste Greuze,ca. 1780–82,French,France,1700's,European Paintings,3139,4000,0.78475,RGB
436587,Jean Jacques Caffiéri (1725–1792),Jean-Baptiste Greuze,ca. 1765,French,France,1700's,European Paintings,1564,1890,0.827513228,RGB
436588,Head of a Young Boy,Jean-Baptiste Greuze,1763,French,France,1700's,European Paintings,3253,4000,0.81325,RGB
436590,"The Empress Elizabeth of Russia (1709–1762) on Horseback, Attended by a Page",Georg Christoph Grooth,after 1743–49,German,Germany,1700's,European Paintings,3037,3879,0.782933746,RGB
436593,Fantastic Landscape,Francesco Guardi,ca. 1765,Italian,Italy,1700's,European Paintings,4000,2338,1.710863986,RGB
436596,Venice from the Bacino di San Marco,Francesco Guardi,ca. 1765–75,Italian,Italy,1700's,European Paintings,4000,3150,1.26984127,RGB
436598,Santa Maria della Salute,Francesco Guardi,mid- to late 1760s,Italian,Italy,1700's,European Paintings,3683,2283,1.613228208,RGB
436599,The Grand Canal above the Rialto,Francesco Guardi,late 1760s,Italian,Italy,1700's,European Paintings,3863,2444,1.580605565,RGB
436600,Venice: The Dogana and Santa Maria della Salute,Francesco Guardi,Unavailable,Italian,Italy,Unavailable,European Paintings,3811,2139,1.781673679,RGB
436601,Venice: The Rialto,Francesco Guardi,Unavailable,Italian,Italy,Unavailable,European Paintings,3811,2159,1.76516906,RGB
436603,Samson Captured by the Philistines,Guercino (Giovanni Francesco Barbieri),1619,Italian,Italy,1600's,European Paintings,3809,3084,1.235084306,RGB
436604,The Vocation of Saint Aloysius (Luigi) Gonzaga,Guercino (Giovanni Francesco Barbieri),ca. 1650,Italian,Italy,1600's,European Paintings,2866,3722,0.77001612,RGB
436607,An Allegory,Domenico Guidobono,1710–20,Italian,Italy,1700's,European Paintings,750,470,1.595744681,RGB
436615,A Banquet,Dirck Hals,1628,Dutch,Netherlands,1600's,European Paintings,3811,2334,1.632819195,RGB
436616,Young Man and Woman in an Inn,Frans Hals,1623,Dutch,Netherlands,1600's,European Paintings,2817,3722,0.756851155,RGB
436617,Portrait of a Bearded Man with a Ruff,Frans Hals,1625,Dutch,Netherlands,1600's,European Paintings,3009,3719,0.809088465,RGB
436618,"Anna van der Aar (born 1576/77, died after 1626)",Frans Hals,1626,Dutch,Netherlands,1600's,European Paintings,2880,3853,0.747469504,RGB
436619,Petrus Scriverius (1576–1660),Frans Hals,1626,Dutch,Netherlands,1600's,European Paintings,2852,3852,0.7403946,RGB
436620,Paulus Verschuur (1606–1667),Frans Hals,1643,Dutch,Netherlands,1600's,European Paintings,1530,1928,0.793568465,RGB
436621,"Portrait of a Man, Possibly Nicolaes Pietersz Duyst van Voorhout (born about 1600, died 1650)",Frans Hals,ca. 1636–38,Dutch,Netherlands,1600's,European Paintings,3102,3789,0.818685669,RGB
436622,Merrymakers at Shrovetide,Frans Hals,ca. 1616–17,Dutch,Netherlands,1600's,European Paintings,2856,3722,0.767329393,RGB
436625,The Smoker,Frans Hals,ca. 1623–25,Dutch,Netherlands,1600's,European Paintings,3778,3573,1.057374755,RGB
436626,Boy with a Lute,Frans Hals,ca. 1625,Dutch,Netherlands,1600's,European Paintings,3142,3828,0.820794148,RGB
436627,Frans Hals (1582/83–1666),Frans Hals,probably 1650s,Dutch,Netherlands,1600's,European Paintings,3200,3722,0.859752821,RGB
436628,Malle Babbe,Frans Hals,Unavailable,Dutch,Netherlands,Unavailable,European Paintings,3049,3715,0.820726783,RGB
436632,Moonrise,Henri-Joseph Harpignies,1885,French,France,1800's,European Paintings,3917,2110,1.856398104,RGB
436634,A Vase of Flowers,Margareta Haverman,1716,Dutch,Netherlands,1700's,European Paintings,3068,4000,0.767,RGB
436636,Still Life with a Glass and Oysters,Jan Davidsz de Heem,ca. 1640,Dutch,Netherlands,1600's,European Paintings,2902,3800,0.763684211,RGB
436637,Still Life: A Banqueting Scene,Jan Davidsz de Heem,probably ca. 1640–41,Dutch,Netherlands,1600's,European Paintings,2265,1659,1.365280289,RGB
436638,"Jacob Willemsz van Veen (1456–1535), the Artist's Father",Maarten van Heemskerck,1532,Netherlandish,Netherlands,1500's,European Paintings,2611,3878,0.673285199,RGB
436642,The Musician,Bartholomeus van der Helst,1662,Dutch,Netherlands,1600's,European Paintings,3234,4000,0.8085,RGB
436643,The Calling of Saint Matthew,Jan Sanders van Hemessen,Unavailable,unavailable,Unavailable,Unavailable,European Paintings,3811,2828,1.347595474,RGB
436644,A Bather (Echo),Jean-Jacques Henner,1881,French,France,1800's,European Paintings,1360,1880,0.723404255,RGB
436645,Young Woman Praying,Jean-Jacques Henner,Unavailable,French,France,Unavailable,European Paintings,2895,4000,0.72375,RGB
436647,The Huis ten Bosch at The Hague and Its Formal Garden (View from the South),Jan van der Heyden,ca. 1668–70,Dutch,Netherlands,1600's,European Paintings,3811,2717,1.402649982,RGB
436648,The Huis ten Bosch at The Hague and Its Formal Garden (View from the East),Jan van der Heyden,ca. 1668–70,Dutch,Netherlands,1600's,European Paintings,3811,2733,1.394438346,RGB
436652,Entrance to a Village,Meyndert Hobbema,ca. 1665,Dutch,Netherlands,1600's,European Paintings,3901,2751,1.418029807,RGB
436653,Woodland Road,Meyndert Hobbema,ca. 1670,Dutch,Netherlands,1600's,European Paintings,3913,2865,1.365794066,RGB
436656,The Wedding of Stephen Beckingham and Mary Cox,William Hogarth,1729,British,Britain,1700's,European Paintings,2920,3630,0.804407713,RGB
436657,"Benedikt von Hertenstein (born about 1495, died 1522)",Hans Holbein the Younger,1517,German,Germany,1500's,European Paintings,2821,3867,0.729506077,RGB
436658,Hermann von Wedigh III (died 1560),Hans Holbein the Younger,1532,German,Germany,1500's,European Paintings,2929,3813,0.768161553,RGB
436659,Derick Berck of Cologne,Hans Holbein the Younger,1536,German,Germany,1500's,European Paintings,3060,3869,0.790902042,RGB
436660,Portrait of a Man in a Red Cap,Hans Holbein the Younger,1532–35,German,Germany,1500's,European Paintings,1863,1900,0.980526316,RGB
436664,"Lady Guildford (Mary Wotton, 1499–1558)",Hans Holbein the Younger,Unavailable,German,Germany,Unavailable,European Paintings,3091,3814,0.810435239,RGB
436665,"Lady Lee (Margaret Wyatt, born about 1509)",Hans Holbein the Younger,early 1540s,German,Germany,1500's,European Paintings,2979,3878,0.768179474,RGB
436668,Portrait of a Man (Sir Ralph Sadler?),Hans Holbein the Younger,1535,German,Germany,1500's,European Paintings,3885,3801,1.022099448,RGB
436669,"Lady Rich (Elizabeth Jenks, died 1558)",Hans Holbein the Younger,ca. 1540,German,Germany,1500's,European Paintings,2960,3869,0.76505557,RGB
436670,"Edward VI (1537–1553), When Duke of Cornwall",Hans Holbein the Younger,ca. 1545; reworked 1547 or later,German,Germany,1500's,European Paintings,3792,3732,1.01607717,RGB
436671,Peacocks,Melchior d' Hondecoeter,1683,Dutch,Netherlands,1600's,European Paintings,2755,3862,0.713360953,RGB
436672,Christ among the Doctors,Abraham Hondius,1668,Dutch,Netherlands,1600's,European Paintings,3895,2998,1.299199466,RGB
436675,Interior with a Young Couple,Pieter de Hooch,probably ca. 1662–65,Dutch,Netherlands,1600's,European Paintings,3791,3363,1.127267321,RGB
436676,"Woman with a Water Pitcher, and a Man by a Bed",Pieter de Hooch,ca. 1667–70,Dutch,Netherlands,1600's,European Paintings,3134,3707,0.845427569,RGB
436677,Paying the Hostess,Pieter de Hooch,ca. 1670,Dutch,Netherlands,1600's,European Paintings,3799,3239,1.172892868,RGB
436678,The Visit,Pieter de Hooch,ca. 1657,Dutch,Netherlands,1600's,European Paintings,3198,3701,0.864090786,RGB
436679,A Woman and Two Men in an Arbor,Pieter de Hooch,ca. 1657–58,Dutch,Netherlands,1600's,European Paintings,3182,3703,0.859303268,RGB
436680,The Annunciation of the Death of the Virgin,Samuel van Hoogstraten,ca. 1670,Dutch,Netherlands,1600's,European Paintings,2999,3721,0.805966138,RGB
436683,Lady Hester King (died 1873),John Hoppner,probably 1805,British,Britain,1800's,European Paintings,3221,3862,0.834023822,RGB
436684,Major Thomas Pechell (1753–1826),John Hoppner,1799,British,Britain,1700's,European Paintings,3198,3845,0.831729519,RGB
436685,"Mrs. John Garden (Ann Garden, 1769–1842) and Her Children, John (1796–1854) and Ann Margaret (born 1793)",John Hoppner,1796 or 1797,British,Britain,1700's,European Paintings,3101,3855,0.804409857,RGB
436686,"Mrs. Richard Bache (Sarah Franklin, 1743–1808)",John Hoppner,1793,British,Britain,1700's,European Paintings,3170,3846,0.824232969,RGB
436687,"Mrs. Richard Brinsley Sheridan (Hester Jane Ogle, 1775/76–1817) and Her Son (Charles Brinsley Sheridan, 1796–1843)",John Hoppner,Unavailable,British,Britain,Unavailable,European Paintings,2410,3870,0.622739018,RGB
436688,"Mrs. Thomas Pechell (Charlotte Clavering, died 1841)",John Hoppner,1799,British,Britain,1700's,European Paintings,3257,3845,0.847074122,RGB
436689,"Mrs. Whaley (died 1798, Isle of Man)",George Chinnery,Unavailable,unavailable,Unavailable,Unavailable,European Paintings,2404,3861,0.622636623,RGB
436690,"Portrait of a Woman; (reverse, now covered by relining canvas) Study of a Child's Head",John Hoppner,1790s,British,Britain,1700's,European Paintings,3203,3863,0.82914833,RGB
436691,"Richard Humphreys, the Boxer",John Hoppner,Unavailable,British,Britain,Unavailable,European Paintings,3072,3866,0.794619762,RGB
436692,The Sackville Children,John Hoppner,1796,British,Britain,1700's,European Paintings,3136,3866,0.81117434,RGB
436693,A Musical Gathering at the Court of the Elector Karl Albrecht of Bavaria,Peter Jacob Horemans,1730,Flemish,Belgium,1700's,European Paintings,4000,3321,1.204456489,RGB
436698,Still Life: A Basket of Grapes and Other Fruit,Jacob van Hulsdonck,probably ca. 1635–45,Flemish,Belgium,1600's,European Paintings,3627,2823,1.284803401,RGB
436703,"Madame Jacques-Louis Leblanc (Françoise Poncelle, 1788–1839)",Jean Auguste Dominique Ingres,1823,French,France,1800's,European Paintings,2919,3722,0.784255776,RGB
436704,Edmond Cavé (1794–1852),Jean Auguste Dominique Ingres,1844,French,France,1800's,European Paintings,3013,3719,0.810164023,RGB
436705,Head of Saint John the Evangelist,Jean Auguste Dominique Ingres,Unavailable,French,France,Unavailable,European Paintings,2581,3722,0.693444385,RGB
436706,Jacques-Louis Leblanc (1774–1846),Jean Auguste Dominique Ingres,1823,French,France,1800's,European Paintings,2964,3722,0.796346051,RGB
436707,"Madame Edmond Cavé (Marie-Élisabeth Blavot, born 1810)",Jean Auguste Dominique Ingres,ca. 1831–34,French,France,1800's,European Paintings,3011,3722,0.80897367,RGB
436708,Odalisque in Grisaille,Jean Auguste Dominique Ingres,ca. 1824–34,French,France,1800's,European Paintings,3972,3033,1.309594461,RGB
436709,Ingres (1780–1867) as a Young Man,Madame Gustave Héquet,ca. 1850–60,French,France,1800's,European Paintings,3015,3719,0.810701802,RGB
436721,"Christ Crowned with Thorns (Ecce Homo), and the Mourning Virgin",Adriaen Isenbrant,ca. 1530–40,Netherlandish,Netherlands,1500's,European Paintings,3241,3697,0.876656749,RGB
436722,Man Weighing Gold,Adriaen Isenbrant,ca. 1515–20,Netherlandish,Netherlands,1500's,European Paintings,2477,4000,0.61925,RGB
436723,The Life of the Virgin,Adriaen Isenbrant,after 1521,Netherlandish,Netherlands,1500's,European Paintings,3811,2348,1.623083475,RGB
436724,Expectation,Jozef Israëls,Unavailable,Dutch,Netherlands,Unavailable,European Paintings,1337,1795,0.744846797,RGB
436725,Grandmother's Treasure,Jozef Israëls,Unavailable,Dutch,Netherlands,Unavailable,European Paintings,3603,2775,1.298378378,RGB
436733,Madonna and Child Enthroned with Saint John the Baptist and Another Saint,Italian (Florentine) Painter,Unavailable,Italian,Italy,Unavailable,European Paintings,2910,4000,0.7275,RGB
436741,Portrait of a Man in a Fur-Trimmed Coat,Italian (Lombard) Painter,Unavailable,Italian,Italy,Unavailable,European Paintings,3111,4000,0.77775,RGB
436745,Two Angels,North Italian Painter,Unavailable,Italian,Italy,Unavailable,European Paintings,3811,2847,1.338602037,RGB
436751,Madonna and Child with Saints Michael and John the Baptist; The Noli Me Tangere; The Conversion of Saint Paul,Italian (Pisan) Painter,Unavailable,Italian,Italy,Unavailable,European Paintings,2416,3718,0.649811727,RGB
436752,Pomegranates and Other Fruit in a Landscape,Abraham Brueghel,Unavailable,Flemish,Belgium,Unavailable,European Paintings,1901,1600,1.188125,RGB
436757,Book Cover,Italian (Sienese) Painter,Unavailable,Italian,Italy,Unavailable,European Paintings,2382,3722,0.639978506,RGB
436760,Madonna and Child with Saints Jerome and Francis,Italian (Umbrian) Painter,Unavailable,Italian,Italy,Unavailable,European Paintings,2315,3419,0.677098567,RGB
436761,"The Theological Virtues: Faith, Charity, Hope",Italian (Umbrian) Painter,Unavailable,Italian,Italy,Unavailable,European Paintings,2268,3722,0.609349812,RGB
436767,The Life of Christ,Franceschino Zavattari,Unavailable,Italian,Italy,Unavailable,European Paintings,3913,2851,1.372500877,RGB
436770,Holy Family,Jacopino del Conte,Unavailable,Italian,Italy,Unavailable,European Paintings,2555,3667,0.69675484,RGB
436771,Michelangelo Buonarroti (1475–1564),Daniele da Volterra,probably ca. 1545,unavailable,Unavailable,1500's,European Paintings,2789,3875,0.719741935,RGB
436772,The Sheepfold,Charles Jacque,1857,French,France,1800's,European Paintings,4000,2126,1.881467545,RGB
436774,Springtime,Charles Jacque,Unavailable,French,France,Unavailable,European Paintings,1261,1777,0.70962296,RGB
436776,The Dead Christ in the Tomb with Two Angels,Abraham Janssen van Nuyssen,ca. 1610,Flemish,Belgium,1600's,European Paintings,680,533,1.275797373,RGB
436781,The Adoration of the Christ Child,Jan Joest of Kalkar,Unavailable,German,Germany,Unavailable,European Paintings,2586,3722,0.694787749,RGB
436782,Capriccio with St. Paul's and Old London Bridge,Antonio Joli,Unavailable,Italian,Italy,Unavailable,European Paintings,3863,3450,1.119710145,RGB
436784,Scene in a Courtyard,Ludolf de Jongh,early 1660s,Dutch,Netherlands,1600's,European Paintings,3801,3129,1.214765101,RGB
436785,Honfleur,Johan Barthold Jongkind,1865,Dutch,Netherlands,1800's,European Paintings,3811,2452,1.554241436,RGB
436787,The Pont Neuf,Johan Barthold Jongkind,1849–50,Dutch,Netherlands,1800's,European Paintings,3923,2702,1.451887491,RGB
436790,Portrait of a Man with a Watch,Cornelis Jonson van Ceulen the Younger,1657,Dutch,Netherlands,1600's,European Paintings,3128,3708,0.843581446,RGB
436792,The Crucifixion with Saints and a Donor,Joos van Cleve,ca. 1520,Netherlandish,Netherlands,1500's,European Paintings,3811,2410,1.581327801,RGB
436793,The Holy Family,Joos van Cleve,ca. 1512–13,Netherlandish,Netherlands,1500's,European Paintings,2743,3722,0.736969371,RGB
436794,The Last Judgment,Joos van Cleve,ca. 1525–30,Netherlandish,Netherlands,1500's,European Paintings,2607,3722,0.700429876,RGB
436796,"Francis I (1494–1547), King of France",Joos van Cleve,Unavailable,Netherlandish,Netherlands,Unavailable,European Paintings,3109,3881,0.801082195,RGB
436798,The Holy Family with Shepherds,Jacob Jordaens,1616,Flemish,Belgium,1600's,European Paintings,2927,4000,0.73175,RGB
436799,The Holy Family with Saint Anne and the Young Baptist and His Parents,Jacob Jordaens,early 1620s and 1650s,Flemish,Belgium,1600's,European Paintings,1373,1561,0.879564382,RGB
436801,The Marriage Feast at Cana,Juan de Flandes,ca. 1500–1504,Netherlandish,Netherlands,1500's,European Paintings,2851,3722,0.765986029,RGB
436802,Saints Michael and Francis,Juan de Flandes,ca. 1505–9,Netherlandish,Netherlands,1500's,European Paintings,3568,4000,0.892,RGB
436805,"Still Life with Fruit, Glassware, and a Wanli Bowl",Willem Kalf,1659,Dutch,Netherlands,1600's,European Paintings,3251,3697,0.879361645,RGB
436806,Interior of a Kitchen,Willem Kalf,ca. 1642–44,Dutch,Netherlands,1600's,European Paintings,3802,3185,1.193720565,RGB
436808,"Edward Smith Stanley (1752–1834), Twelfth Earl of Derby, Elizabeth, Countess of Derby (Lady Elizabeth Hamilton, 1753–1797), and Their Son (Edward Smith Stanley, 1775–1851)",Angelica Kauffmann,ca. 1776,Swiss,Switzerland,1700's,European Paintings,3059,3802,0.804576539,RGB
436809,The Sorrow of Telemachus,Angelica Kauffmann,1783,Swiss,Switzerland,1700's,European Paintings,3867,2845,1.359226714,RGB
436810,Telemachus and the Nymphs of Calypso,Angelica Kauffmann,1782,Swiss,Switzerland,1700's,European Paintings,3863,2836,1.36212976,RGB
436814,Italian Garden,Friedrich August von Kaulbach,1894,German,Germany,1800's,European Paintings,3561,2739,1.300109529,RGB
436815,Crusaders before Jerusalem,Wilhelm von Kaulbach,Unavailable,German,Germany,Unavailable,European Paintings,4000,3364,1.189060642,RGB
436816,The Lacemaker,Bernhard Keil,ca. 1665,Danish,Denmark,1600's,European Paintings,4000,2987,1.339136257,RGB
436817,A Mountainous Landscape with a Waterfall,Kerstiaen de Keuninck,ca. 1600,Flemish,Belgium,1600's,European Paintings,3811,2172,1.754604052,RGB
436818,A Musician and His Daughter,Thomas de Keyser,1629,Dutch,Netherlands,1600's,European Paintings,2721,3722,0.731058571,RGB
436819,Mäda Primavesi (1903–2000),Gustav Klimt,1912–13,Austrian,Austria,1900's,European Paintings,2876,3877,0.741810678,RGB
436821,Girl Building a House of Cards,Thomas Frye,mid-18th century,unavailable,Unavailable,1800's,European Paintings,3215,3859,0.833117388,RGB
436823,"Charles Beauclerk (1670–1726), Duke of St. Albans",Sir Godfrey Kneller,ca. 1690–95,German,Germany,1600's,European Paintings,3152,3864,0.81573499,RGB
436824,Lady Mary Berkeley,Sir Godfrey Kneller,ca. 1700,German,Germany,1700's,European Paintings,3346,3857,0.867513612,RGB
436825,"Valdemar Hjartvar Købke (1813–1893), the Artist's Brother",Christen Købke,ca. 1838,Danish,Denmark,1800's,European Paintings,3214,3700,0.868648649,RGB
436826,"Winter Landscape, Holland",Barend Cornelis Koekkoek,1833,Dutch,Netherlands,1800's,European Paintings,3805,3130,1.215654952,RGB
436827,Sunset on the Rhine,Barend Cornelis Koekkoek,1853,Dutch,Netherlands,1800's,European Paintings,3810,2911,1.308828581,RGB
436829,Hugo van der Goes Painting the Portrait of Mary of Burgundy,Guillaume Koller,Unavailable,Belgian,Belgium,Unavailable,European Paintings,4000,2786,1.435750179,RGB
436830,A Panoramic Landscape with a Country Estate,Philips Koninck,ca. 1649,Dutch,Netherlands,1600's,European Paintings,3804,3149,1.20800254,RGB
436831,An Extensive Wooded Landscape,Philips Koninck,1670s,Dutch,Netherlands,1600's,European Paintings,3907,2893,1.35050121,RGB
436832,Wide River Landscape,Philips Koninck,ca. 1648–49,Dutch,Netherlands,1600's,European Paintings,3810,2740,1.390510949,RGB
436833,Red Sunset on the Dnieper,Arkhip Ivanovich Kuindzhi,1905–8,Russian,Russia,1900's,European Paintings,3811,2764,1.378798842,RGB
436834,Portrait of a Young Man; (reverse) Girl Making a Garland,Hans Süss von Kulmbach,ca. 1508,German,Germany,1500's,European Paintings,3096,3802,0.814308259,RGB
436835,The Ascension of Christ,Hans Süss von Kulmbach,1513,German,Germany,1500's,European Paintings,2528,4000,0.632,RGB
436836,Allegory of Music,Laurent de La Hyre,1649,French,France,1600's,European Paintings,3805,2804,1.356990014,RGB
436837,Allegory of Winter,Jacques de La Joue the Younger,Unavailable,French,France,Unavailable,European Paintings,3901,3670,1.062942779,RGB
436838,The Fortune-Teller,Georges de La Tour,probably 1630s,French,France,1600's,European Paintings,3970,3283,1.209259823,RGB
436839,The Penitent Magdalen,Georges de La Tour,ca. 1640,French,France,1600's,European Paintings,2611,3722,0.701504567,RGB
436840,"Self-Portrait with Two Pupils, Marie Gabrielle Capet (1761–1818) and Marie Marguerite Carreaux de Rosemond (died 1788)",Adélaïde Labille-Guiard,1785,French,France,1700's,European Paintings,2884,3894,0.740626605,RGB
436843,Apollo and Aurora,Gerard de Lairesse,1671,Dutch,Netherlands,1600's,European Paintings,3491,3673,0.950449224,RGB
436845,"Copy after Rubens's ""Wolf and Fox Hunt""",Sir Edwin Henry Landseer,ca. 1824–26,British,Britain,1800's,European Paintings,3911,2628,1.488203957,RGB
436846,Portrait of a Woman and an Enslaved Servant,Nicolas de Largillierre (or Largillière),1696,French,France,1600's,European Paintings,2982,3877,0.769151406,RGB
436847,André François Alloys de Theys d'Herculais (1692–1779),Nicolas de Largillierre (or Largillière),1727,French,France,1700's,European Paintings,1462,1895,0.771503958,RGB
436849,The Village of La Celle-sous-Moret,Eugène Lavieille,Unavailable,French,France,Unavailable,European Paintings,3974,2371,1.67608604,RGB
436850,"The Calmady Children (Emily, 1818–?1906, and Laura Anne, 1820–1894)",Sir Thomas Lawrence,1823,British,Britain,1800's,European Paintings,3772,3833,0.984085573,RGB
436851,"Elizabeth Farren (born about 1759, died 1829), Later Countess of Derby",Sir Thomas Lawrence,1790,British,Britain,1700's,European Paintings,2377,3875,0.613419355,RGB
436852,John Julius Angerstein (1736–1823),Sir Thomas Lawrence,Unavailable,British,Britain,Unavailable,European Paintings,3047,3869,0.787542001,RGB
436853,Lady Maria Conyngham (died 1843),Sir Thomas Lawrence,ca. 1824–25,British,Britain,1800's,European Paintings,3037,3863,0.786176547,RGB
436858,The Rape of Tamar,Eustache Le Sueur,probably ca. 1640,French,France,1600's,European Paintings,3163,3704,0.853941685,RGB
436861,A Masked Ball in Bohemia,Andreas Altomonte,ca. 1748,Austrian,Austria,1700's,European Paintings,3915,1964,1.993380855,RGB
