objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture
44849,"“Universal Gateway,” Chapter 25 of the Lotus Sutra",Sugawara Mitsushige,dated 1257,Japan,Japan,1200's,Asian Art
44851,"“Devadatta,” Chapter 12 of the Lotus Sutra (Hoke-kyō, Daibadatta-bon)",Unavailable,12th century,Japan,Japan,1200's,Asian Art
44852,Illustrated Biography of Hōnen (Shūikotokūden-e),Unavailable,ca. 1310–20,Japan,Japan,1300's,Asian Art
44854,Tale of a Strange Marriage (Konkai Zoshi),Ukita Ikkei,ca. 1858,Japan,Japan,1800's,Asian Art
44861,Poem by Kamo no Chōmei with Underpainting of Cherry Blossoms,Hon'ami Kōetsu,dated 1606,Japan,Japan,1600's,Asian Art
44863,Yukihira and Two Brinemaidens at Suma,Okumura Masanobu,18th century,Japan,Japan,1800's,Asian Art
44886,Mandala of the One-Syllable Golden Wheel,Unavailable,18th century,Japan,Japan,1800's,Asian Art
44889,"""Imperial Visit to the Great Horse Race at the Kaya-no-in Mansion""  from the Tale of Flowering Fortunes",Unavailable,13th–14th century,Japan,Japan,1300's,Asian Art
44908,"Competition Between Poets of Different Eras (Jidai fudō uta awase), depicting the poet Minamoto no Hitoshi",Fujiwara no Nobuzane,13th century,Japan,Japan,1300's,Asian Art
44909,Nigatsudō Burned Sutra,Unidentified artist,ca. 744,Japan,Japan,Before 1000,Asian Art
44910,Aizen Myōō,Unavailable,14th century,Japan,Japan,1400's,Asian Art
44938,"Parody of Murasaki, from ""Lavender"" (Wakamurasaki), chapter 5 of the Tale of Genji",Kawamata Tsuneyuki,18th century,Japan,Japan,1800's,Asian Art
44952,Portrait of En no Gyōja,Jakusai 寂済,late 14th–15th century,Japan,Japan,1400's,Asian Art
44958,"“Leaves of Wild Ginger” (Aoi), from the Phantom Genji Scrolls (Maboroshi no Genji monogatari emaki)",Unavailable,mid-17th century,Japan,Japan,1700's,Asian Art
44984,Descent of Eleven-Headed Kannon,Unavailable,14th century,Japan,Japan,1400's,Asian Art
45042,Four Admirers,Kano Tsunenobu,late 17th–early 18th century,Japan,Japan,1700's,Asian Art
45076,Autumn Ivy,Ogata Kenzan,after 1732,Japan,Japan,1700's,Asian Art
45094,Beauty Playing a Shamisen,Unavailable,second quarter of the 17th century,Japan,Japan,1700's,Asian Art
45183,Miscellaneous Paintings and Calligraphy for the Third Year of the Bunsei Era,Tani Bunchō,1820,Japan,Japan,1800's,Asian Art
45188,Kyogen Performers,Hanzan (Matsukawa),19th century,Japan,Japan,1900's,Asian Art
45201,Descent and Return of Amida to Western Paradise with a Believer's Soul (Gōshō mandara),Unavailable,ca. 1300,Japan,Japan,1300's,Asian Art
45208,"Shaka (Shakyamuni), The Historical Buddha, Descending from the Mountains",Unavailable,15th century,Japan,Japan,1500's,Asian Art
45219,Chinese Women in a Palace Garden,Kano Eitoku,late 16th century,Japan,Japan,1600's,Asian Art
45222,Monk Renshō Riding His Horse Backwards,Matsumura Goshun,"after 1782, ca. 1784",Japan,Japan,1700's,Asian Art
45229,Fox with Staff (Hakuzōsu),Eiraku Hozen,after 1848,Japan,Japan,1800's,Asian Art
45236,The Bodhisattva Monju (Manjushri) with Five Topknots,Unavailable,13th century,Japan,Japan,1300's,Asian Art
45238,Portrait of Jion Daishi (Guiji),Unavailable,14th century,Japan,Japan,1400's,Asian Art
45244,White-Robed Kannon,Unavailable,15th century,Japan,Japan,1500's,Asian Art
45245,Hōtei Pointing to the Moon,Shinno Noami,15th century,Japan,Japan,1500's,Asian Art
45249,Welcoming Descent of Amida and Bodhisattvas,Unidentified artist,late 14th century,Japan,Japan,1400's,Asian Art
45275,“Fourth Month” from Fujiwara no Teika’s “Birds and Flowers of the Twelve Months”,Ogata Kenzan,1743,Japan,Japan,1700's,Asian Art
45276,“Sixth Month” from Fujiwara no Teika’s “Birds and Flowers of the Twelve Months”,Ogata Kenzan,1743,Japan,Japan,1700's,Asian Art
45326,Magpie on Viburnum Branch,Genga,early 16th century,Japan,Japan,1600's,Asian Art
45327,Quail and Autumn Flowers,Tosa Mitsuoki,late 17th century,Japan,Japan,1700's,Asian Art
45331,Album of Landscape Paintings,Kuwayama Gyokushū,late 18th century,Japan,Japan,1800's,Asian Art
45334,Poem by Fujiwara no Okikaze with Underpainting of Clematis,Shōkadō Shōjō 松花堂昭乗,early 17th century,Japan,Japan,1700's,Asian Art
45335,Poem by Onakatomi Yoshinobu with Underpainting of Hollyhocks,Shōkadō Shōjō,early 17th century,Japan,Japan,1700's,Asian Art
45340,"The Poet Mibu no Tadamine, from a set of album leaves illustrating The Thirty-six Poetic Immortals",Iwasa Matabei,early 17th century,Japan,Japan,1700's,Asian Art
45352,Autumn Landscape,Yosa Buson,ca. 1780,Japan,Japan,1700's,Asian Art
45368,"Scene from “Imperial Visit to Rokuhara,” from The Tale of the Heiji Rebellion (Heiji monogatari)",Unavailable,18th century,Japan,Japan,1800's,Asian Art
45369,Shaka (Shakyamuni) Triad,Unavailable,13th century,Japan,Japan,1300's,Asian Art
45370,Illustrated Biography of Prince Shōtoku (Shōtoku Taishi e-den),Unavailable,14th century,Japan,Japan,1400's,Asian Art
45372,Portrait of Xuanzang (Genjō) with Attendant,Kasuga Motomitsu,14th century,Japan,Japan,1400's,Asian Art
45378,"Portrait of Jifei Ruyi (Sokuhi Nyoichi, 1616–1671)",Kita Genki,1666,Japan,Japan,1600's,Asian Art
45379,Sketch for the Portrait of Tachihara Suiken,Watanabe Kazan,19th century,Japan,Japan,1900's,Asian Art
45393,Meeting with a Friend on an Autumn Day,Noro Kaiseki,1822,Japan,Japan,1800's,Asian Art
45396,Painting the Eyes on a Snow Rabbit,Isoda Koryūsai,ca. 1780,Japan,Japan,1700's,Asian Art
45418,Landscape in Moonlight,Kano Tan'yū,after 1662,Japan,Japan,1600's,Asian Art
45425,The Imado Bridge at the Foot of Mount Matsuchi,Utagawa Hiroshige,19th century,Japan,Japan,1900's,Asian Art
45426,Shōrinji Temple,Okada Beisanjin,1817,Japan,Japan,1800's,Asian Art
45427,The Tale of Genji (Genji Monogatari),Tosa Mitsusada,17th century,Japan,Japan,1700's,Asian Art
45499,Misty Landscape,Kano School,early 19th century,Japan,Japan,1900's,Asian Art
45523,Scroll of Mudras,Unavailable,11th–12th century,Japanf,Japan,1100's,Asian Art
45526,Buffalo and Herdsman,Kawanabe Kyōsai 河鍋暁斎,ca. 1887,Japan,Japan,1800's,Asian Art
45528,Acrobats,Unavailable,ca. 1800s,Japan,Japan,1800's,Asian Art
45593,Buddha and Attendants,Unavailable,17th–18th century,Japan,Japan,1700's,Asian Art
45596,Monju Bosatsu with Eight Sacred Sanskrit Syllables,Unavailable,mid- to late 14th century,Japan,Japan,1400's,Asian Art
45598,Welcoming Descent of Jizō,Unavailable,early 14th century,Japan,Japan,1400's,Asian Art
45599,Jizō Bosatsu in Welcoming Descent (Jizō bosatsu raigō),Unidentified artist,14th century,Japan,Japan,1400's,Asian Art
45601,Mikaeri Jizō Bosatsu,Unidentified artist,14th century,Japan,Japan,1400's,Asian Art
45603,Jizō Bosatsu,Unavailable,15th century,Japan,Japan,1500's,Asian Art
45605,Scroll from the Compendium of Iconographic Drawings (Zuzōshō),Unavailable,late 12th century,Japan,Japan,1200's,Asian Art
45612,One of the Twelve Devas: Bonten,Unavailable,14th century,Japan,Japan,1400's,Asian Art
45613,One of the Twelve Devas: Katen,Unavailable,14th century,Japan,Japan,1400's,Asian Art
45615,Scroll 9 of Collected Iconography (Zuzōshō): Ten (Devas),Unavailable,13th century,Japan,Japan,1300's,Asian Art
45617,Iconographic Drawing of Saturn (Doyō),Unavailable,12th century,Japan,Japan,1200's,Asian Art
45618,"Gakkō Bosatsu, from “Album of Buddhist Deities from the Diamond World and Womb World Mandalas” (“Kontai butsugajō”)",Takuma Tametō,mid-12th century,Japan,Japan,1200's,Asian Art
45619,Iconographic Drawing of the Bodhisattva Memyō (Ashvaghosha),Unavailable,12th century,Japan,Japan,1200's,Asian Art
45620,Kongōyasha Myōō,Unavailable,12th century,Japan,Japan,1200's,Asian Art
45621,Daiitoku Myōō,Unavailable,12th century,Japan,Japan,1200's,Asian Art
45622,Anchira-taisho Jochi,Unavailable,1164,Japan,Japan,1100's,Asian Art
45623,Benzaiten and Fifteen Attendants,Unavailable,13th century,Japan,Japan,1300's,Asian Art
45624,"“Parable of the Medicinal Herbs,” Chapter 5 of the Lotus Sutra",Unidentified artist,12th century,Japan,Japan,1200's,Asian Art
45625,Arhat from a series of sixteen Arhats,Unavailable,14th century,Japan,Japan,1400's,Asian Art
45626,Arhats,Unavailable,late 14th century,Japan,Japan,1400's,Asian Art
45628,Portrait of Jianzhen,Unavailable,15th century,Japan,Japan,1500's,Asian Art
45630,Prince Shōtoku at Age Sixteen,Toba Sōjō,14th century,Japan,Japan,1400's,Asian Art
45631,Mandala of the Sannō Shrine Deities,Unavailable,17th century,Japan,Japan,1700's,Asian Art
45633,"A Nenbutsu Gathering at Ichiya, Kyoto, from the Illustrated Biography of the Monk Ippen and His Disciple Ta'a (Yugyō Shōnin engi-e)",Unavailable,late 14th century,Japan,Japan,1400's,Asian Art
45635,Enjoying the Wilderness in an Autumn Grove,Ni Zan,dated 1339,China,China,1300's,Asian Art
45636,Woods and Valleys of Mount Yu,Ni Zan,dated 1372,China,China,1300's,Asian Art
45637,Red Cliffs and Green Valleys,Wang Meng,ca. 1367,China,China,1300's,Asian Art
45638,Millet and Sparrows,Geiai,mid-16th century,Japan,Japan,1600's,Asian Art
45640,Hotei Admiring the Moon,Ikei Shūtoku 惟馨周徳,probably 19th century,Japan,Japan,1900's,Asian Art
45642,Mountain Landscape,Gakuo Zokyu,Unavailable,Japan,Japan,Unavailable,Asian Art
45643,Landscapes of Autumn and Winter,Tenshō Shūbun,17th century,Japan,Japan,1700's,Asian Art
45645,Rainy Landscape,Sōami,17th century,Japan,Japan,1700's,Asian Art
45647,Farewell by a Stream on a Clear Day,Zhao Yuan,second half 14th century,China,China,1400's,Asian Art
45648,Landscape in the Moonlight,Yōgetsu,probably 18th or 19th century,Japan,Japan,1800's,Asian Art
45649,Pavilion on Mountain Stream,Sesshū Tōyō 雪舟等楊,17th century,Japan,Japan,1700's,Asian Art
45655,Flowers,Lü Jingfu,14th century,China,China,1400's,Asian Art
45656,Children playing in the palace garden,Unidentified artist,late 13th–15th century,China,China,1300's,Asian Art
45658,Bamboo grove,Shen Xun,late 14th century,China,China,1400's,Asian Art
45667,Frolicking Kittens under a Banana Tree,Unidentified artist,15th century,China,China,1500's,Asian Art
45668,Puppies Playing beside a Palm Tree and Garden Rock,Unidentified artist,15th century,China,China,1500's,Asian Art
45669,Rustic retreat among fishermen,Zhou Wenjing,15th century,China,China,1500's,Asian Art
45670,"Flowers, fish, and crabs",Liu Jie,mid-16th century,China,China,1600's,Asian Art
45671,The Pure Whiteness of Winter,Xu Jing,dated 1441,China,China,1400's,Asian Art
45672,Portrait of Vimalakirti,Unidentified artist,Unavailable,China,China,Unavailable,Asian Art
45673,The Four Seasons,Unidentified artist,15th century,China,China,1500's,Asian Art
45674,Second half of Ten Thousand Li of the Yangzi River,Unidentified artist,late 15th century,China,China,1500's,Asian Art
45676,Two hawks in a thicket,Lin Liang,mid- 15th century,China,China,1500's,Asian Art
45677,The Immortal Lü Dongbin Appearing over the Yueyang Pavilion,Unidentified artist,15th–16th century,China,China,1500's,Asian Art
45682,Silent fisherman in an autumn wood,Shen Zhou,dated 1475,China,China,1400's,Asian Art
45686,Hunting Hawk on Perch,Soga Chokuan,late 18th–early 19th century,Japan,Japan,1800's,Asian Art
45687,Seven Sages of the Bamboo Grove,Unavailable,Unavailable,Japan,Japan,Unavailable,Asian Art
45689,Eight Daoist Immortals Welcoming Jurōjin,Unavailable,17th century,Japan,Japan,1700's,Asian Art
45692,River Landscape in Evening,Kano Motonobu,16th century,Japan,Japan,1600's,Asian Art
45696,Chinese Children at Play,Isei,Unavailable,Japan,Japan,Unavailable,Asian Art
45702,Imaginary Portraits of Famous Poets,Kano Shōun,late 17th century,Japan,Japan,1700's,Asian Art
45703,Immortal Poet,Kano Shōun,17th century,Japan,Japan,1700's,Asian Art
45722,Mandarin Ducks and Iris,Kano Tsunenobu,17th–18th century,Japan,Japan,1700's,Asian Art
45728,"Crane, Tortoise, Pine, and Bamboo under a Rising Sun",Kano Chikanobu,17th–18th century,Japan,Japan,1700's,Asian Art
45730,Eagle,Kano Chikanobu,17th–18th century,Japan,Japan,1700's,Asian Art
45736,Queen Mother of the West,Kano Osanobu,first half of the 19th century,Japan,Japan,1900's,Asian Art
45739,Jurōjin,Kano Tanshin Moromichi,19th century,Japan,Japan,1900's,Asian Art
45743,"Scene from The Tale of Genji: Chapter 4, ""Evening Face"" (Yūgao)",Tosa School,17th century,Japan,Japan,1700's,Asian Art
45754,The Moon Goddess Chang E,Unidentified artist,Unavailable,China,China,Unavailable,Asian Art
45755,Bugaku Scroll,Unavailable,17th century,Japan,Japan,1700's,Asian Art
45756,Ink Bamboo,Tang Yin,Unavailable,China,China,Unavailable,Asian Art
45760,Drunken fisherman by a reed bank,Tang Yin,early 16th century,China,China,1600's,Asian Art
45762,Courtesan Resting on the Veranda,Furuyama Moromasa,18th century,Japan,Japan,1800's,Asian Art
45768,Three Beauties,Nishikawa Sukenobu,18th century,Japan,Japan,1800's,Asian Art
45776,Summer retreat in the eastern grove,Wen Zhengming,calligraphy datable to 1512,China,China,1500's,Asian Art
45778,Recluse playing the zither in a pine grove,Wen Zhengming,ca. 1540,China,China,1500's,Asian Art
45782,Old Wisteria among Trees and Rocks,Unidentified artist,Unavailable,China,China,Unavailable,Asian Art
45785,Mother and Child at Play,Isoda Koryūsai,18th century,Japan,Japan,1800's,Asian Art
45787,Beauty with Butterflies,Katsukawa Shunshō　勝川春章,18th century,Japan,Japan,1800's,Asian Art
45789,Courtesan and Her Attendant,Katsukawa Shunshō　勝川春章,18th century,Japan,Japan,1800's,Asian Art
45796,Beauty in Summer Breeze,Torii Kiyonaga,18th century,Japan,Japan,1800's,Asian Art
45797,Garden Flowers,Chen Chun,dated 1540,China,China,1500's,Asian Art
45799,Beauty by the Shore,Kubo Shunman,18th century,Japan,Japan,1800's,Asian Art
45800,Viewing Plum Blossoms at Night,Kubo Shunman,dated 1780,Japan,Japan,1700's,Asian Art
45801,Beauties of the Three Classes,Yanagi Buncho II,18th–19th century,Japan,Japan,1800's,Asian Art
45803,Two Beauties,Kitagawa Utamaro,ca. 1801–4,Japan,Japan,1800's,Asian Art
45805,Mother and Children at the New Year,Utagawa Toyoharu,18th century,Japan,Japan,1800's,Asian Art
45806,Woman Putting on Finger Plectrums to Play the Koto,Utagawa Toyohiro,early 19th century,Japan,Japan,1900's,Asian Art
45810,Spring Morning in the Mountains,Xie Shichen,Unavailable,China,China,Unavailable,Asian Art
45811,The Legendary Empress Jingū,Katsushika Hokusai 葛飾北斎,dated 1847,Japan,Japan,1800's,Asian Art
45816,Gamecocks,Katsushika Hokusai,dated 1838,Japan,Japan,1800's,Asian Art
45818,"Red Shōki, the Demon Queller",Katsushika Hokusai 葛飾北斎,1846,Japan,Japan,1800's,Asian Art
45819,"Shōki, the Demon Queller",Katsushika Hokusai,1849,Japan,Japan,1800's,Asian Art
45822,Woman Spinning Silk,Katsushika Hokusai,dated 1790,Japan,Japan,1700's,Asian Art
48878,In Front of a Shop,Katsushika Hokusai,dated 1780,Japan,Japan,1700's,Asian Art
48880,Wild Geese and Water,Katsushika Hokusai,1839,Japan,Japan,1800's,Asian Art
48881,Monkey Showman and Porter(?) in the Snow,Hokuga,19th century,Japan,Japan,1900's,Asian Art
48893,Woman Walking in the Snow,Utagawa Hiroshige,1840s–early 1850s,Japan,Japan,1800's,Asian Art
48896,Playing the zither for a crane,Unidentified artist,16th century,China,China,1600's,Asian Art
48898,Pleasure Quarters,Suga Mitsusada,18th–19th century,Japan,Japan,1800's,Asian Art
48913,A Lady in Bed,Unidentified artist,18th century,Japan,Japan,1800's,Asian Art
48937,Portrait of a Gentleman,Unidentified artist,late 16th–early 17th century,China,China,1600's,Asian Art
48941,Portrait of a Scholar,Unidentified artist,17th–18th century,China,China,1700's,Asian Art
48942,Plum in Snow,Liu Shiru,Unavailable,China,China,Unavailable,Asian Art
48946,Plucking Chrysanthemums,Zhang Feng,dated 1658,China,China,1600's,Asian Art
48947,Paragons of Loyalty and Filial Piety,Wang Shanggong,1593,China,China,1500's,Asian Art
48949,Shaded Dwellings among Streams and Mountains,Dong Qichang,ca. 1622–25,China,China,1600's,Asian Art
48953,Landscape with Trees in the Manner of Ni Zan (1301–1374),Dong Qichang,ca. 1622–25,China,China,1600's,Asian Art
48968,Mountains Along Riverbanks,Zhang Ruitu,early 17th century,China,China,1700's,Asian Art
48971,White Hollyhocks,Tawaraya Sōtatsu,17th century,Japan,Japan,1700's,Asian Art
48983,Deer,Suzuki Kiitsu,19th century,Japan,Japan,1900's,Asian Art
48984,Old Man and Woman,Ogata Kōrin,Unavailable,Japan,Japan,Unavailable,Asian Art
48994,Autumnal Landscape with a Waterfall,Ike (Tokuyama) Gyokuran,second half of the 18th century,Japan,Japan,1800's,Asian Art
48995,Birds in Willows and Blossoming Peach Tree,Yosa Buson,Unavailable,Japan,Japan,Unavailable,Asian Art
48999,Mountain Scenery,Senkaku Toshu,19th century,Japan,Japan,1900's,Asian Art
49003,Peacocks and Peonies,Tani Bunchō,1820,Japan,Japan,1800's,Asian Art
49005,Palace Landscape,Tani Bunchō,early 19th century,Japan,Japan,1900's,Asian Art
49010,Small Birds on a Willow Branch and Hibiscus Blossoms,Tsubaki Chinzan,dated Fall 1850,Japan,Japan,1800's,Asian Art
49011,Small Bird on a Crepe Myrtle Branch,Tsubaki Chinzan,19th century,Japan,Japan,1900's,Asian Art
49012,Hawk Grasping a Small Bird,Tsubaki Chinzan,19th century,Japan,Japan,1900's,Asian Art
49021,Landscapes after Song and Yuan masters,Lan Ying,1642,China,China,1600's,Asian Art
49023,Mountain Stream on a Summer Day,Nakabayashi Chikutō,first half of the19th century,Japan,Japan,1900's,Asian Art
49024,Landscape with Waterfall,Nakabayashi Chikutō,1841,Japan,Japan,1800's,Asian Art
49026,Herons in the Snow,Nakabayashi Chikutō,ca. 1840,Japan,Japan,1800's,Asian Art
49027,"Egrets, Peonies, and Willows",Yamamoto Baiitsu,early 19th century,Japan,Japan,1900's,Asian Art
