objectID,Title,ArtistName,Department,TimePeriod,Region,Height,Width,H/W Ratio,Color
51681,Tartar Officer Courting Blond Lady,Unidentified artist,Asian Art,Unavailable,China,3527,4000,0.88175,RGB
51682,River Scene,Unidentified artist,Asian Art,Unavailable,China,4000,3251,1.2303906490310674,RGB
51683,Landscape with Rapids,Unidentified artist,Asian Art,Unavailable,China,3550,3529,1.0059506942476621,RGB
51684,Tartar Officer with Blond Lady,Unidentified artist,Asian Art,Unavailable,China,3621,4000,0.90525,RGB
51686,Tartar Officer Carrying Blond Lady,Unidentified artist,Asian Art,19th century,China,4000,3391,1.1795930404010617,RGB
51687,Mouse Eating Lichee Fruit,Unidentified artist,Asian Art,Unavailable,China,3942,3496,1.1275743707093822,RGB
51691,Snow Landscape,Unidentified artist,Asian Art,Unavailable,China,3859,2975,1.2971428571428572,RGB
51692,Daoist Riding Horned Animal,Tong Rênyi,Asian Art,Unavailable,China,2883,4000,0.72075,RGB
51694,Crabs and Reeds,Unidentified artist,Asian Art,Unavailable,China,3839,3002,1.2788141239173885,RGB
51698,Nine Dragons,Unidentified artist,Asian Art,17th century,China,2000,1047,1.9102196752626552,RGB
51703,Flowers and Insects,Unidentified artist,Asian Art,Unavailable,China,1569,963,1.6292834890965733,RGB
51704,Portrait of a Member and Record of the Wang Family,Unidentified artist,Asian Art,Unavailable,China,1626,1250,1.3008,RGB
51705,Horse and groom,Unidentified artist,Asian Art,16th century,China,2000,1140,1.7543859649122806,RGB
51707,Varieties of Lychee Fruit,Unidentified artist,Asian Art,Unavailable,China,1917,1095,1.7506849315068493,RGB
51708,Washing the Sacred Elephant,Unidentified artist,Asian Art,Unavailable,China,2000,1254,1.594896331738437,RGB
51711,Landscape with goats,Unidentified artist,Asian Art,Unavailable,China,1854,1131,1.6392572944297081,RGB
51715,Collared Crows on Winter Prunus,Unidentified artist,Asian Art,Unavailable,China,577,900,0.6411111111111111,RGB
51723,Happy Return from the West,Unidentified artist,Asian Art,Unavailable,China,3343,1687,1.981624184943687,RGB
51724,Bamboos,Unidentified artist,Asian Art,Unavailable,China,4000,2340,1.7094017094017093,RGB
51726,Pavilion with Figures,Unidentified artist,Asian Art,Unavailable,China,4000,2416,1.6556291390728477,RGB
51727,The Nine Songs: Illustrations to the poems of Qu Yuan (343–277 B.C.),Unidentified artist,Asian Art,Unavailable,China,2000,1263,1.5835312747426762,RGB
51728,Two Ancestors of the Mao Family,Unidentified artist,Asian Art,Unavailable,China,3348,1881,1.7799043062200957,RGB
51730,Landscape in the Tang Manner,Unidentified artist,Asian Art,Unavailable,China,2533,3569,0.7097226113757354,RGB
51738,Mongol with Horse and Camel,Unidentified artist,Asian Art,Unavailable,China,3859,3518,1.0969300739056282,RGB
51739,Birds on Fruit Branch,Unidentified artist,Asian Art,Unavailable,China,3603,3653,0.9863126197645771,RGB
51741,Zhang Guolao and His Magic Mule,Yin Qi,Asian Art,Unavailable,China,3843,2523,1.5231866825208085,RGB
51742,Lotus,Unidentified artist,Asian Art,Unavailable,China,4000,3453,1.1584129742253113,RGB
51744,Emperor and Two Attendants,Unidentified artist,Asian Art,Unavailable,China,2419,3747,0.6455831331732053,RGB
51745,Lady and Children,Unidentified artist,Asian Art,Unavailable,China,3811,3289,1.1587108543630282,RGB
51747,Chinese Bulbuls on Flowering Cherry-Apple,Unidentified artist,Asian Art,Unavailable,China,3114,2193,1.4199726402188781,RGB
51752,The Hundred Horses,Unidentified artist,Asian Art,Unavailable,China,2000,1086,1.8416206261510129,RGB
51759,Crane,Unidentified artist,Asian Art,Unavailable,China,455,885,0.5141242937853108,RGB
51762,Snow-covered Mountains,Xu Daoning,Asian Art,ca. 1000,China,3305,3761,0.8787556500930603,RGB
51763,Cabbage and Insects,Xü Daoguang,Asian Art,Unavailable,China,3910,2443,1.6004911993450675,RGB
51767,Spring Pictures,Unidentified artist,Asian Art,Unavailable,China,3536,3685,0.9595658073270014,RGB
51768,The Hundred Flowers,Wang Yuan,Asian Art,Unavailable,China,4000,2345,1.7057569296375266,RGB
51769,River Landscape in Autumn,Luo Mu,Asian Art,dated 1661,China,4000,2198,1.8198362147406733,RGB
51771,Lady and Attendant,Unidentified artist,Asian Art,19th century,China,2327,4000,0.58175,RGB
51773,Horses in Landscape with Attendant,Unidentified artist,Asian Art,Unavailable,China,2172,1890,1.1492063492063491,RGB
51797,Figure Painting,Shen Zhenlin,Asian Art,mid-19th century,China,1488,1068,1.3932584269662922,RGB
51798,Buddha Seated on Lotus Throne,Jiang Jun,Asian Art,Unavailable,China,1446,2394,0.6040100250626567,RGB
51800,Poets Gathering in the Orchid Pavilion,Qian Gong,Asian Art,dated 1607,China,4000,2281,1.7536168347216132,RGB
51803,,Bada Shanren (Zhu Da),Asian Art,Unavailable,China,3841,2939,1.306907111262334,RGB
51809,Twenty-four Paragons of Filial Piety,Unidentified artist,Asian Art,19th century,China,4000,2875,1.391304347826087,RGB
51817,Terrace Scene with Figures,Unidentified artist,Asian Art,17th century,China,663,596,1.1124161073825503,RGB
51823,Collection of Paintings showing Military Officials,Unidentified artist,Asian Art,Unavailable,China,2298,3799,0.6048960252698078,RGB
51838,Album Containing Twelve Paintings of Birds,Unidentified artist,Asian Art,19th century,China,1783,1201,1.4845961698584513,RGB
51839,Album Containing Twelve Paintings of Insects,Unidentified artist,Asian Art,19th century,China,1810,1228,1.4739413680781759,RGB
51842,Taoist Diety,Unidentified artist,Asian Art,Unavailable,China,401,691,0.5803183791606368,RGB
51851,Album Containing Twelve Paintings of Scenes Along a River,Unidentified artist,Asian Art,19th century,China,3863,2607,1.4817798235519755,RGB
51854,European Couple and Child Playing with Parrot,Unidentified artist,Asian Art,18th century,China,2683,4000,0.67075,RGB
51858,Landscape with Autumn Foliage,Shen Zhou,Asian Art,Unavailable,China,1950,1275,1.5294117647058822,RGB
51859,Scholar Contemplating Towering Rock,Unidentified artist,Asian Art,20th century,China,935,1693,0.5522740696987596,RGB
51863,Mountains and Pavilions,Unidentified artist,Asian Art,Unavailable,China,1106,1972,0.5608519269776876,RGB
51864,Landscapes with Poems,Gong Xian,Asian Art,1688,China,3274,2242,1.4603033006244424,RGB
51866,An Immortal on a Cloud with a Pair of Peaches,Unidentified artist,Asian Art,20th century,China,3839,3111,1.2340083574413372,RGB
51871,The Daming Palace,Wang Zhenpeng,Asian Art,early 15th century,China,2000,1313,1.5232292460015233,RGB
51896,Plants and Vegetables,Unidentified artist,Asian Art,dated 1740,China,2000,1612,1.2406947890818858,RGB
51903,Album Containing Twelve Paintings of People Making Silk,Unidentified artist,Asian Art,19th century,China,1717,1158,1.4827288428324699,RGB
52080,White Lotus Society,Unidentified artist,Asian Art,14th or 15th century,China,4000,2384,1.6778523489932886,RGB
52705,Bodhisattva with Double Halo,Unidentified artist,Asian Art,late 18th–early 19th century,Korea,641,900,0.7122222222222222,RGB
52988,"“Mount Utsu” (Utsu no yama), from The Tales of Ise (Ise monogatari)",Tawaraya Sōtatsu,Asian Art,ca. 1634,Japan,2909,3880,0.7497422680412371,RGB
53010,Jizō Bosatsu Playing a Flute,Kano Tan'yū,Asian Art,mid- 17th century,Japan,2998,4000,0.7495,RGB
53012,Eight Views from The Tale of Genji,Ishiyama Moroka,Asian Art,Unavailable,Japan,960,617,1.5559157212317667,RGB
53163,Iconographical Drawing of the Mandala of the Wisdom King Aizen,Unavailable,Asian Art,Kashō 2 (1107),Japan,2998,4000,0.7495,RGB
53164,"Daishōjin Bosatsu, from “Album of Buddhist Deities from the Diamond World and Womb World Mandalas”",Takuma Tametō,Asian Art,12th century,Japan,2998,4000,0.7495,RGB
53179,"Shaka (Shakyamuni), the Historical Buddha, with Two Attendant Bodhisattvas and Sixteen Arhats",Unavailable,Asian Art,14th century,Japan,2808,4000,0.702,RGB
53180,"Satsubari, the Second of the Sixteen Arhats",Unavailable,Asian Art,late 14th century,Japan,2998,4000,0.7495,RGB
53181,Scene from The Illustrated Legends of Jin’ōji Temple,Unavailable,Asian Art,early 14th century,Japan,4000,3002,1.3324450366422385,RGB
53186,Mandala of Kasuga Shrine,Unavailable,Asian Art,early 14th century,Japan,2998,4000,0.7495,RGB
53187,Deer Mandala of Kasuga Shrine,Unavailable,Asian Art,late 14th century,Japan,3000,4000,0.75,RGB
53188,"Courtiers Visit Sugawara no Michizane’s Mortuary Temple, from Illustrated Legends of the Kitano Tenjin Shrine",Unavailable,Asian Art,ca. 1300,Japan,4000,2445,1.6359918200408998,RGB
53189,Seiryū Gongen,Unavailable,Asian Art,mid-14th century,Japan,2998,4000,0.7495,RGB
53194,The Tale of Sumiyoshi,Unavailable,Asian Art,late 13th century,Japan,4000,3001,1.3328890369876707,RGB
53195,"Battle at Rokuhara, from The Tale of the Heiji Rebellion",Unavailable,Asian Art,first quarter of the14th century,Japan,3000,4000,0.75,RGB
53198,Wagtail on a Rock,Taikyo Genju,Asian Art,mid-14th century,Japan,2998,4000,0.7495,RGB
53199,"Orchids, Bamboo, Briars, and Rocks",Tesshū Tokusai,Asian Art,mid-14th century,Japan,2998,4000,0.7495,RGB
53204,"The Poet Koōgimi, from the “Fujifusa Version” of Thirty-six Poetic Immortals (Fujifusa-bon Sanjūrokkasen emaki)l",Unavailable,Asian Art,15th century,Japan,4000,3000,1.3333333333333333,RGB
53205,Mandala of the Bodhisattva Hannya (Prajnaparamita),Unavailable,Asian Art,14th century,Japan,2533,3722,0.6805480924234283,RGB
53207,Geese and Reeds,Unavailable,Asian Art,late 14th century,Japan,3000,4000,0.75,RGB
53210,Ox and Herdsman,Unidentified artist,Asian Art,late 13th century,China,2998,4000,0.7495,RGB
53212,Su Shi Riding a Donkey,Bokudō Sojun,Asian Art,early 15th century,Japan,2676,4000,0.669,RGB
53219,Cicada on a Grapevine,Bokurin Guan,Asian Art,late 14th century,Japan,3000,4000,0.75,RGB
53221,Birds and Flowers of Summer and Autumn,Shikibu Terutada,Asian Art,mid-16th century,Japan,3000,4000,0.75,RGB
53222,Musk Cat,Uto Gyoshi,Asian Art,mid–late 16th century,Japan,3000,4000,0.75,RGB
53226,Two Views from the Eight Views of the Xiao and Xiang Rivers,Kantei,Asian Art,early 16th century,Japan,2628,1457,1.8037062457103639,RGB
53228,Splashed-Ink Landscape,Bokushō Shūshō,Asian Art,early 16th century,Japan,2998,4000,0.7495,RGB
53230,Landscape with Rocky Precipice,Sesson Shūkei,Asian Art,16th century,Japan,4000,3002,1.3324450366422385,RGB
53233,Bo Ya Plays the Qin as Zhong Ziqi Listens,Kano Motonobu,Asian Art,1530s,Japan,2460,4000,0.615,RGB
53237,Pheasants among Trees: Flowers of the Four Seasons,Kano Shōei,Asian Art,probably 1560s,Japan,3000,4000,0.75,RGB
53238,Zheng Huangniu and Yushanzhu,Kano Naizen,Asian Art,early 17th century,Japan,2002,4000,0.5005,RGB
53245,"“A Lovely Garland” (Tamakazura), from The Tale of Genji",Tosa Mitsuyoshi 土佐光吉,Asian Art,early 17th century,Japan,3546,4000,0.8865,RGB
53246,Two Poems from One Hundred Poems by One Hundred Poets,Hon'ami Kōetsu,Asian Art,ca. 1615–20,Japan,3919,2941,1.3325399523971437,RGB
53408,White Plum Blossoms and Moon,Itō Jakuchū,Asian Art,1755,Japan,2998,4000,0.7495,RGB
53409,Two Cranes,Itō Jakuchū,Asian Art,1795,Japan,2998,4000,0.7495,RGB
53410,Lions at the Stone Bridge of Mount Tiantai,Soga Shōhaku,Asian Art,1779,Japan,2998,4000,0.7495,RGB
53422,Hotei,Ogata Kōrin,Asian Art,after 1704,Japan,4000,3002,1.3324450366422385,RGB
53424,Irises and Moth,Suzuki Kiitsu,Asian Art,ca. 1850,Japan,2998,4000,0.7495,RGB
53441,Beauty of the Kanbun Era,Unavailable,Asian Art,late 17th century,Japan,3000,4000,0.75,RGB
53444,Courtesan Writing a Letter,Kaigetsudō Doshin,Asian Art,ca. 1715,Japan,4000,3002,1.3324450366422385,RGB
53445,"The Auspicious Noh Dance ""Okina""",Toriyama Sekien,Asian Art,ca. 1790–95,Japan,3231,3846,0.8400936037441498,RGB
53446,Woman in a Black Kimono,Katsukawa Shunshō　勝川春章,Asian Art,1783–89,Japan,2998,4000,0.7495,RGB
53447,Courtesan and her Attendants under a Willow Tree,Unchō 雲潮,Asian Art,1796,Japan,2998,4000,0.7495,RGB
53450,Window onto Bamboo on a Rainy Day,Gion Nankai,Asian Art,first half of the 18th century,Japan,2998,4000,0.7495,RGB
53451,Snowy Landscape,Sakaki Hyakusen,Asian Art,1744,Japan,2998,4000,0.7495,RGB
53453,Scene from The Narrow Road to the Deep North,Yosa Buson,Asian Art,ca. 1780,Japan,4000,3002,1.3324450366422385,RGB
53454,Two Poems from the Collection of Ancient and Modern Poems (Kokin wakashū),Ike Taiga,Asian Art,1734,Japan,4000,3002,1.3324450366422385,RGB
53457,Peony and Bamboo,Ike (Tokuyama) Gyokuran,Asian Art,ca. 1768,Japan,2998,4000,0.7495,RGB
53460,"On a Rustic Bridge, Carrying a Zither",Urakami (Uragami) Gyokudō 浦上玉堂,Asian Art,1814,Japan,2998,4000,0.7495,RGB
53462,Rainstorm over a River Village,Tanomura Chikuden,Asian Art,late 18th–early 19th century,Japan,2998,4000,0.7495,RGB
53527,Portrait of Yongzheng Emperor (1723–1735),Unidentified artist,Asian Art,19th century,China,518,900,0.5755555555555556,RGB
53528,Portrait of Yongzheng Empress (1723–1735),Unidentified artist,Asian Art,19th century,China,463,900,0.5144444444444445,RGB
53531,Portrait of Qianlong Emperor As a Young Man,Unidentified artist,Asian Art,19th century,China,1899,3722,0.5102095647501343,RGB
53533,Portrait of a Qianlong Empress,Unidentified artist,Asian Art,19th century,China,544,900,0.6044444444444445,RGB
53543,Maharaja Sital Dev in Devotion,Unavailable,Asian Art,ca. 1690,"India (Punjab Hills, Basohli)",3661,4000,0.91525,RGB
53549,Album,Unidentified artist,Asian Art,late 19th century,China,3866,2603,1.485209373799462,RGB
53551,"Interior with Woman, Child and Nurse",Unidentified artist,Asian Art,late 18th–early 19th century,China,2667,4000,0.66675,RGB
53552,Roses and Wisteria,Unidentified artist,Asian Art,probably 18th–19th century,China,4000,2239,1.786511835640911,RGB
53568,Xi Wang Mu with Feng Wang,Jiang Feng,Asian Art,Unavailable,China,1550,2420,0.640495867768595,RGB
53572,Man and Woman on Horseback,Unidentified artist,Asian Art,Unavailable,China,3236,4000,0.809,RGB
53594,Eight Landscape Scenes and Calligraphy,Unidentified artist,Asian Art,19th century,China,3757,2695,1.3940630797773654,RGB
53597,Album Containing Twelve Paintings of Flowers,Unidentified artist,Asian Art,19th century,China,1804,1200,1.5033333333333334,RGB
53601,Landscape with Pavilion and Willows,Shen Zhou,Asian Art,Unavailable,China,3873,2553,1.5170387779083432,RGB
53603,Landscape with Sailboats,Shen Zhou,Asian Art,Unavailable,China,1927,1302,1.4800307219662059,RGB
53660,Ten Verses on Oxherding,Unavailable,Asian Art,1278,Japan,960,598,1.605351170568562,RGB
53824,Deutzia Crenata,Ōtagaki Rengetsu,Asian Art,Unavailable,Japan,554,900,0.6155555555555555,RGB
54184,A Female Musician Charms an Antelope,Unavailable,Asian Art,ca. 1825,"Western India, Rajasthan, Kota",1596,2000,0.798,RGB
54199,Dakini,Unavailable,Asian Art,14th century,Japan,2384,3722,0.6405158516926384,RGB
54464,Tai Kyokuden Temple in Kyoto; Built in 1895,Unavailable,Asian Art,ca. 1895–1900,Japan,1936,2592,0.7469135802469136,RGB
54566,"Peacocks, Pine Tree, and Peonies",Lü Ji 呂紀,Asian Art,probably 19th century,Japan,2375,4000,0.59375,RGB
54567,Kingfisher and Bamboo,Sesshū Tōyō 雪舟等楊,Asian Art,19th century,Japan,4000,2999,1.333777925975325,RGB
54576,Heron and Willow,Sesshū Tōyō 雪舟等楊,Asian Art,18th–19th century,Japan,2118,4000,0.5295,RGB
54593,Bodhidharma (Daruma),Kano Sanraku 狩野山楽,Asian Art,17th century,Japan,2667,4000,0.66675,RGB
54594,Sparrow and Bamboo,Kano Tan'yū,Asian Art,17th–18th century,Japan,2667,4000,0.66675,RGB
54604,Eagle Attacking a Monkey,Kawanabe Kyōsai 河鍋暁斎,Asian Art,1885,Japan,1272,2000,0.636,RGB
54605,Eagle Attacking a Mountain Lion,Kawanabe Kyōsai 河鍋暁斎,Asian Art,1885,Japan,2588,3880,0.6670103092783505,RGB
54606,White Eagle Eyeing a Mountain Lion,Kawanabe Kyōsai 河鍋暁斎,Asian Art,1885,Japan,1278,2000,0.639,RGB
54607,Eagle Pursuing Rabbit,Kawanabe Kyōsai 河鍋暁斎,Asian Art,1885,Japan,1267,2000,0.6335,RGB
54609,Two Crows on a Pine Branch,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2920,3879,0.7527713328177366,RGB
54610,Mount Fuji,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2945,3823,0.7703374313366466,RGB
54611,Flock of Crows at Dawn,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2783,3796,0.7331401475237092,RGB
54612,Eagle Attacking Fish,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2908,3827,0.7598641233342044,RGB
54613,Swallows by a Waterfall,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2801,3815,0.7342070773263434,RGB
54614,Crow and Reeds by a Stream,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2933,3871,0.7576853526220615,RGB
54615,Two Birds on a Branch,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2872,3765,0.7628154050464807,RGB
54616,Monkeys,Kawanabe Kyōsai 河鍋暁斎,Asian Art,March 1888,Japan,2892,3788,0.7634635691657867,RGB
54617,Fish in a Whirlpool,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2937,3841,0.7646446237958865,RGB
54618,Crow on a Bamboo Branch,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2823,3765,0.749800796812749,RGB
54619,Rocky Landscape,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2904,3823,0.7596128694742349,RGB
54620,"Waterfall, Eagle and Monkey",Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2892,3805,0.7600525624178712,RGB
54621,Crow on a Branch,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2893,3799,0.7615161884706502,RGB
54622,Rabbits,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2933,3722,0.7880171950564213,RGB
54623,Pheasant Caught by a Snake,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2926,3788,0.7724392819429778,RGB
54624,Two Children Playing with Goldfish,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2805,3763,0.7454158915758703,RGB
54625,Singing Bird on a Branch,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2940,3851,0.7634380680342768,RGB
54626,Cat Catching a Frog,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2860,3722,0.7684040838259001,RGB
54627,Crow on a Rock,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2883,3745,0.769826435246996,RGB
54629,Rats and Gourd,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2961,3837,0.7716966379984362,RGB
54630,Deer and Monkeys,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2905,3784,0.767706131078224,RGB
54631,Crow and the Moon,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2896,3778,0.7665431445209105,RGB
54633,Squirrels Gathering Chestnuts,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2908,3808,0.7636554621848739,RGB
54634,Monkey Hanging from Grapevines,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2944,3829,0.7688691564377121,RGB
54635,Starlings on a Branch,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2863,3877,0.7384575702863039,RGB
54636,Cranes in Marsh,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2844,3795,0.7494071146245059,RGB
54637,Fox Catching Bird,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2842,3848,0.7385654885654885,RGB
54638,Eagle Holding Small Bird,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2881,3788,0.760559662090813,RGB
54639,Owl Mocked by Small Birds,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2931,3868,0.7577559462254395,RGB
54640,Crow Flying in the Snow,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2945,3837,0.7675267135783164,RGB
54641,Bird and Frog,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2863,3847,0.7442162724200676,RGB
54642,Crow and Willow Tree,Kawanabe Kyōsai 河鍋暁斎,Asian Art,November 1887,Japan,2855,3861,0.7394457394457394,RGB
54643,Crayfish,Watanabe Seitei,Asian Art,ca. 1887,Japan,2943,3810,0.7724409448818897,RGB
54644,Birds on a Flowering Branch,Watanabe Seitei,Asian Art,ca. 1887,Japan,2920,3829,0.762601201358057,RGB
54645,Sparrows Flying,Watanabe Seitei,Asian Art,ca. 1887,Japan,2931,3806,0.7700998423541776,RGB
54672,Egrets in a Tree at Night,Watanabe Seitei,Asian Art,ca. 1887,Japan,2931,3836,0.7640771637122002,RGB
54673,Bird on Branch Watching Spider,Watanabe Seitei,Asian Art,ca. 1887,Japan,2948,3847,0.7663114114894723,RGB
54674,Duck,Watanabe Seitei,Asian Art,ca. 1887,Japan,2928,3823,0.7658906617839393,RGB
54675,Bird Catching Fish Among Reeds,Watanabe Seitei,Asian Art,ca. 1887,Japan,2951,3806,0.7753547031003678,RGB
54676,Pigeons in a Tree,Watanabe Seitei,Asian Art,ca. 1887,Japan,2942,3847,0.7647517546139849,RGB
54677,Lake and Mountains,Hashimoto Gahō,Asian Art,ca. 1885–89,Japan,2786,3790,0.7350923482849604,RGB
54684,Three Birds on Branch,Watanabe Seitei,Asian Art,ca. 1887,Japan,2934,3833,0.7654578659013828,RGB
54686,Boy with Cow at the River's Edge,Hashimoto Gahō,Asian Art,Unavailable,Japan,2775,3777,0.7347100873709294,RGB
54687,Rapids and Fall of a River,Hashimoto Gahō,Asian Art,Unavailable,Japan,2796,3746,0.7463961558996263,RGB
54688,Shakyamuni Conquering the Demons (Shaka Gōma-zu),Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1888,Japan,2911,3880,0.7502577319587629,RGB
54692,Egrets at the Water's Edge,Watanabe Seitei,Asian Art,ca. 1887,Japan,2946,3812,0.772822665267576,RGB
54694,"Roses, Young Bird and a Butterfly",Watanabe Seitei,Asian Art,ca. 1887,Japan,2911,3789,0.7682765901293217,RGB
54695,Rooster and Hen with Chicks,Watanabe Seitei,Asian Art,ca. 1887,Japan,2891,3756,0.7697018104366348,RGB
54698,Birds on a Branch,Watanabe Seitei,Asian Art,ca. 1887,Japan,2894,3746,0.7725573945541911,RGB
54699,Ducks in the Rushes,Watanabe Seitei,Asian Art,ca. 1887,Japan,2927,3809,0.7684431609346285,RGB
54700,Flying Goose,Watanabe Seitei,Asian Art,ca. 1887,Japan,2964,3815,0.7769331585845347,RGB
54701,Lake and Causeway,Hashimoto Gahō,Asian Art,ca. 1885–89,Japan,2908,3794,0.7664733790195045,RGB
54703,Eagle in a Tree,Watanabe Seitei,Asian Art,ca. 1887,Japan,3000,3864,0.7763975155279503,RGB
54704,Ducks and Reeds,Kano Tan'yū,Asian Art,ca. 1650,Japan,3943,3188,1.2368255959849435,RGB
54706,Bird on a Plum Tree,Kano Naonobu,Asian Art,Unavailable,Japan,3869,2860,1.3527972027972028,RGB
54707,Squirrel on Bamboo,Kano Tan'yū,Asian Art,ca. 1650,Japan,3959,2861,1.3837818944425027,RGB
54708,Blossoms by a River,Kawabata Gyokushō,Asian Art,1800,Japan,2889,3804,0.7594637223974764,RGB
54709,Traveling by Moonlight,Kawabata Gyokushō,Asian Art,1800,Japan,2825,3707,0.762071756137038,RGB
54711,River Scene with Rocky Hills in Background,Kawabata Gyokushō,Asian Art,1868,Japan,3049,4000,0.76225,RGB
54712,Cotton Rose Mallows in the Rain,Okada Baison,Asian Art,ca. 1891–92,Japan,3048,4000,0.762,RGB
54714,Fishes Swimming,Seki Shūkō,Asian Art,"Summer, 1891",Japan,3035,4000,0.75875,RGB
54732,Hawk Holding a Small Bird,Okada Baison,Asian Art,ca. 1891–92,Japan,2910,3837,0.7584050039093041,RGB
54733,A Swallow in the Rain,Okada Baison,Asian Art,ca. 1891–92,Japan,2869,3777,0.7595975642043951,RGB
54734,School of Fishes,Seki Shūkō,Asian Art,ca. 1890–92,Japan,2811,3734,0.7528119978575254,RGB
54735,Jumping fish,Watanabe Seitei,Asian Art,ca. 1887,Japan,2926,3845,0.7609882964889467,RGB
54736,Fishes,Watanabe Seitei,Asian Art,ca. 1887,Japan,2933,3832,0.7653966597077244,RGB
54737,Visiting a Friend,Seki Shūkō,Asian Art,1892,Japan,2910,3792,0.7674050632911392,RGB
54738,Winter Scene,Seki Shūkō,Asian Art,1892,Japan,2865,3755,0.762982689747004,RGB
54739,Goldfish,Watanabe Seitei,Asian Art,ca. 1887,Japan,2909,3824,0.7607217573221757,RGB
54740,Carp swimming,Watanabe Seitei,Asian Art,ca. 1887,Japan,2902,3834,0.7569118414188837,RGB
54741,Bottom of the Sea Showing Cray Fish,Seki Shūkō,Asian Art,ca. 1890–92,Japan,2897,3878,0.7470345538937597,RGB
54745,Small Birds and Bamboo,Kawabata Gyokushō,Asian Art,1887–92,Japan,3176,4000,0.794,RGB
54746,Pair of Ducks,Kawabata Gyokushō,Asian Art,1887–92,Japan,3031,3739,0.8106445573682803,RGB
54747,Cat Seen from Behind,Kawabata Gyokushō,Asian Art,1868,Japan,3064,3740,0.8192513368983957,RGB
54748,Bird at the Water's Edge,Kawabata Gyokushō,Asian Art,1887–92,Japan,3037,3740,0.8120320855614973,RGB
54749,A Pair of Puppies,Kawabata Gyokushō,Asian Art,1868,Japan,3030,3739,0.8103771061781225,RGB
54750,Squirrel Eating Chestnuts,Kawabata Gyokushō,Asian Art,1887–92,Japan,3048,3756,0.8115015974440895,RGB
54751,Crane Among Reeds,Kawabata Gyokushō,Asian Art,1887–92,Japan,3061,3738,0.8188871054039594,RGB
54752,Cock and Hen,Kawabata Gyokushō,Asian Art,1887–92,Japan,3002,3740,0.8026737967914439,RGB
54753,Shrimp (Ebi),Seki Shūkō,Asian Art,ca. 1890–92,Japan,2986,3742,0.7979690005344735,RGB
54754,Small Fishes,Seki Shūkō,Asian Art,ca. 1890–92,Japan,3010,3741,0.8045977011494253,RGB
54757,Otters Swimming,Seki Shūkō,Asian Art,ca. 1890–92,Japan,3058,3739,0.8178657395025408,RGB
54759,Three Fishes and a Branch,Seki Shūkō,Asian Art,ca. 1890–92,Japan,3047,3739,0.814923776410805,RGB
54760,Eels,Seki Shūkō,Asian Art,ca. 1890–92,Japan,3143,3856,0.8150933609958506,RGB
54773,Flowers and Birds of the Four Seasons,Ikeda Koson,Asian Art,mid-19th century,Japan,3991,4000,0.99775,RGB
54774,"Nunobiki Waterfall, Mount Yoshino, and Tatsuta River",Kano Tsunenobu,Asian Art,after 1709,Japan,3610,3200,1.128125,RGB
54897,Dancer,Hishikawa Moronobu,Asian Art,Unavailable,Japan,2997,4000,0.74925,RGB
