objectID,Title,ArtistName,Department,TimePeriod,Region,Height,Width,H/W Ratio,Color
41471,Autumn Landscape with Herons and Ducks,Lü Ji,Asian Art,Unavailable,China,1979,3880,0.5100515463917525,RGB
41472,Guanyin as the Nine-Lotus Bodhisattva,Unidentified artist,Asian Art,1593,China,2998,4000,0.7495,RGB
41474,Marshal Wang,Unidentified artist,Asian Art,dated 1542,China,2334,3641,0.6410326833287558,RGB
41475,Guanyin the Bringer of Sons,Unidentified artist,Asian Art,late 16th century,China,2998,4000,0.7495,RGB
41476,The Yellow Pavilion,Xia Yong,Asian Art,ca.  1350,China,3913,3003,1.303030303030303,RGB
41478,Elegant Gathering in the Apricot Garden,Xie Huan,Asian Art,ca. 1437,China,2000,1007,1.9860973187686197,RGB
41480,Landscapes and Poems,Dong Qichang,Asian Art,"17th century, probably after 1625",China,3402,4000,0.8505,RGB
41483,Landscapes and trees,Gong Xian,Asian Art,ca. 1679,China,2800,2321,1.2063765618267988,RGB
41484,"Lofty Scholar among Streams and Mountains, in the manner of Juran",Wang Jian,Asian Art,late 17th century,China,3000,4000,0.75,RGB
41485,Travelers among Streams and Mountains,Wu Li,Asian Art,probably 1670s,China,2682,4000,0.6705,RGB
41487,Landscape in the Styles of Huang Gongwang and Gao Kegong,Wang Yuanqi,Asian Art,dated 1705,China,922,1823,0.505759736697751,RGB
41488,The Strange Pines of Mount Tiantai,Dai Benxiao,Asian Art,1687,China,1013,1922,0.5270551508844953,RGB
41491,Fish and rocks,Bada Shanren (Zhu Da),Asian Art,dated 1699,China,2339,3994,0.5856284426639959,RGB
41492,"Hibiscus, Lotus, and Rock",Shitao (Zhu Ruoji),Asian Art,ca. 1705–7,China,2108,3770,0.5591511936339523,RGB
42187,River Landscape,Chen Chun,Asian Art,Unavailable,China,1668,924,1.8051948051948052,RGB
42328,Spring Dawn Over the Elixir Terrace,Lu Guang,Asian Art,ca. 1369,China,2816,4000,0.704,RGB
42343,Zen Encounter (Niaoke Daolin and Bai Juyi),Kenkō Shōkei,Asian Art,16th century,Japan,3264,2448,1.3333333333333333,RGB
42346,Landscape with Pavilion,Kenkō Shōkei 賢江祥啓,Asian Art,1478–80,Japan,1356,2000,0.678,RGB
42347,Eight Views of the Xiao and Xiang Rivers,Unavailable,Asian Art,16th century,Japan,3941,4000,0.98525,RGB
42558,Portraits of members of a family,Unidentified artist,Asian Art,mid-19th century,China,3893,3598,1.0819899944413562,RGB
42559,Miniature Album,Prince Yongxing,Asian Art,Unavailable,China,4000,3154,1.2682308180088777,RGB
42616,Preliminary Drawing of Three Deer Mounted on a Hanging-scroll Painting of Flowering Bush Clover,Ogata Kōrin,Asian Art,early 18th century (drawing); early 19th century (painting),Japan,2154,3720,0.5790322580645161,RGB
42634,Flowers and Goldfish,Sō Shizan,Asian Art,18th century,Japan,1070,2000,0.535,RGB
42889,Twenty-one Ancestors with Spirit Tablet,Unidentified artist,Asian Art,Unavailable,China,650,900,0.7222222222222222,RGB
44100,Bodhisattva Guanyin Riding a White Lotus Petal,Unavailable,Asian Art,17th–18th century,China,454,507,0.8954635108481263,RGB
44282,The Four Deities of Mount Kōya,Unavailable,Asian Art,late 14th century,Japan,2066,3722,0.555077915099409,RGB
44286,Rakan,Unavailable,Asian Art,Unavailable,Japan,788,900,0.8755555555555555,RGB
44297,Sketch for a Painting of Mi Fu Inscribing a Poem on a Rock,Kano Tan'yū,Asian Art,dated 1666,Japan,498,900,0.5533333333333333,RGB
44506,Ten Kings of Hell,Jin Chushi,Asian Art,before 1195,China,2163,3880,0.5574742268041237,RGB
44527,Winter Landscapes and Flowers,Qian Weicheng,Asian Art,Unavailable,China,1935,1400,1.3821428571428571,RGB
44569,Clouds and Spring Trees at Dusk,Gu Yun,Asian Art,dated 1888,China,1900,1359,1.3980868285504047,RGB
44590,Bamboo in Wind,Xia Chang,Asian Art,ca. 1460,China,2771,4000,0.69275,RGB
44591,Landscapes in the styles of ancient masters,Wang Jian,Asian Art,17th century,China,1879,2000,0.9395,RGB
44601,The Cassia Grove Studio,Wen Zhengming,Asian Art,ca. 1532,China,4000,2261,1.7691287041132242,RGB
44602,Welcoming Descent of Amida Buddha and Twenty-five Bodhisattvas,Unavailable,Asian Art,1668,Japan,2342,3880,0.6036082474226804,RGB
44606,Natural Rock Bridge,Lu Zhi,Asian Art,dated 1556,China,1119,2238,0.5,RGB
44612,Studying a painting,Zhang Lu,Asian Art,16th century,China,2483,3722,0.6671144545943042,RGB
44620,Misty Bamboo on a Distant Mountain,Zheng Xie,Asian Art,dated 1753,China,1883,1615,1.1659442724458204,RGB
44632,One Hundred Horses,Giuseppe Castiglione,Asian Art,datable to 1723–25,China,3919,2940,1.3329931972789115,RGB
44634,Drunken Asaina,Katsushika Hokusai,Asian Art,ca. 1810,Japan,900,578,1.5570934256055364,RGB
44698,Star deities of the northern and central dippers,Unidentified artist,Asian Art,dated 1454,China,2641,4000,0.66025,RGB
44699,Returning home through the snow,Dai Jin,Asian Art,ca. 1455,China,1161,2000,0.5805,RGB
44703,Li Bai gazing at the waterfall on Mount Lu,Zhong Li,Asian Art,late 15th century,China,1089,1861,0.5851692638366469,RGB
44759,"Landscapes, Figures, and Flowers",Chen Hongshou,Asian Art,dated 1618–22,China,3672,3396,1.0812720848056536,RGB
44761,Ten Oxherding Songs,Karasumaru Mitsuhiro,Asian Art,ca. 1634,Japan,1961,1208,1.6233443708609272,RGB
44841,Death of the Historical Buddha (Nehan-zu),Unavailable,Asian Art,14th century,Japan,3738,4000,0.9345,RGB
44843,Eleven-Headed Kannon on Mount Fudaraku,Unavailable,Asian Art,13th century,Japan,1105,2000,0.5525,RGB
44849,"“Universal Gateway,” Chapter 25 of the Lotus Sutra",Sugawara Mitsushige,Asian Art,dated 1257,Japan,4000,2011,1.9890601690701144,RGB
44851,"“Devadatta,” Chapter 12 of the Lotus Sutra (Hoke-kyō, Daibadatta-bon)",Unavailable,Asian Art,12th century,Japan,1831,2000,0.9155,RGB
44852,Illustrated Biography of Hōnen (Shūikotokūden-e),Unavailable,Asian Art,ca. 1310–20,Japan,2000,1500,1.3333333333333333,RGB
44854,Tale of a Strange Marriage (Konkai Zoshi),Ukita Ikkei,Asian Art,ca. 1858,Japan,4000,2037,1.9636720667648502,RGB
44861,Poem by Kamo no Chōmei with Underpainting of Cherry Blossoms,Hon'ami Kōetsu,Asian Art,dated 1606,Japan,2911,3880,0.7502577319587629,RGB
44863,Yukihira and Two Brinemaidens at Suma,Okumura Masanobu,Asian Art,18th century,Japan,1976,3880,0.5092783505154639,RGB
44886,Mandala of the One-Syllable Golden Wheel,Unavailable,Asian Art,18th century,Japan,3001,4000,0.75025,RGB
44889,"""Imperial Visit to the Great Horse Race at the Kaya-no-in Mansion""  from the Tale of Flowering Fortunes",Unavailable,Asian Art,13th–14th century,Japan,2000,1500,1.3333333333333333,RGB
44908,"Competition Between Poets of Different Eras (Jidai fudō uta awase), depicting the poet Minamoto no Hitoshi",Fujiwara no Nobuzane,Asian Art,13th century,Japan,2370,3720,0.6370967741935484,RGB
44909,Nigatsudō Burned Sutra,Unidentified artist,Asian Art,ca. 744,Japan,4000,2829,1.4139271827500883,RGB
44910,Aizen Myōō,Unavailable,Asian Art,14th century,Japan,2123,3722,0.5703922622246104,RGB
44938,"Parody of Murasaki, from ""Lavender"" (Wakamurasaki), chapter 5 of the Tale of Genji",Kawamata Tsuneyuki,Asian Art,18th century,Japan,1725,1329,1.2979683972911964,RGB
44952,Portrait of En no Gyōja,Jakusai 寂済,Asian Art,late 14th–15th century,Japan,3015,4000,0.75375,RGB
44958,"“Leaves of Wild Ginger” (Aoi), from the Phantom Genji Scrolls (Maboroshi no Genji monogatari emaki)",Unavailable,Asian Art,mid-17th century,Japan,3893,2921,1.3327627524820267,RGB
44984,Descent of Eleven-Headed Kannon,Unavailable,Asian Art,14th century,Japan,3001,4000,0.75025,RGB
45042,Four Admirers,Kano Tsunenobu,Asian Art,late 17th–early 18th century,Japan,3919,2770,1.4148014440433212,RGB
45076,Autumn Ivy,Ogata Kenzan,Asian Art,after 1732,Japan,4000,3001,1.3328890369876707,RGB
45094,Beauty Playing a Shamisen,Unavailable,Asian Art,second quarter of the 17th century,Japan,900,836,1.076555023923445,RGB
45183,Miscellaneous Paintings and Calligraphy for the Third Year of the Bunsei Era,Tani Bunchō,Asian Art,1820,Japan,2911,3880,0.7502577319587629,RGB
45188,Kyogen Performers,Hanzan (Matsukawa),Asian Art,19th century,Japan,2000,1537,1.3012361743656473,RGB
45201,Descent and Return of Amida to Western Paradise with a Believer's Soul (Gōshō mandara),Unavailable,Asian Art,ca. 1300,Japan,2329,3880,0.6002577319587629,RGB
45208,"Shaka (Shakyamuni), The Historical Buddha, Descending from the Mountains",Unavailable,Asian Art,15th century,Japan,2520,3936,0.6402439024390244,RGB
45219,Chinese Women in a Palace Garden,Kano Eitoku,Asian Art,late 16th century,Japan,2900,3852,0.7528556593977155,RGB
45222,Monk Renshō Riding His Horse Backwards,Matsumura Goshun,Asian Art,"after 1782, ca. 1784",Japan,4000,2949,1.356391997287216,RGB
45229,Fox with Staff (Hakuzōsu),Eiraku Hozen,Asian Art,after 1848,Japan,1683,2969,0.5668575277871337,RGB
45236,The Bodhisattva Monju (Manjushri) with Five Topknots,Unavailable,Asian Art,13th century,Japan,2998,4000,0.7495,RGB
45238,Portrait of Jion Daishi (Guiji),Unavailable,Asian Art,14th century,Japan,2998,4000,0.7495,RGB
45244,White-Robed Kannon,Unavailable,Asian Art,15th century,Japan,2998,4000,0.7495,RGB
45245,Hōtei Pointing to the Moon,Shinno Noami,Asian Art,15th century,Japan,2667,4000,0.66675,RGB
45249,Welcoming Descent of Amida and Bodhisattvas,Unidentified artist,Asian Art,late 14th century,Japan,2051,4000,0.51275,RGB
45275,“Fourth Month” from Fujiwara no Teika’s “Birds and Flowers of the Twelve Months”,Ogata Kenzan,Asian Art,1743,Japan,3913,2835,1.3802469135802469,RGB
45276,“Sixth Month” from Fujiwara no Teika’s “Birds and Flowers of the Twelve Months”,Ogata Kenzan,Asian Art,1743,Japan,3913,2757,1.4192963365977511,RGB
45326,Magpie on Viburnum Branch,Genga,Asian Art,early 16th century,Japan,1500,2000,0.75,RGB
45327,Quail and Autumn Flowers,Tosa Mitsuoki,Asian Art,late 17th century,Japan,3001,4000,0.75025,RGB
45331,Album of Landscape Paintings,Kuwayama Gyokushū,Asian Art,late 18th century,Japan,2689,3875,0.6939354838709677,RGB
45334,Poem by Fujiwara no Okikaze with Underpainting of Clematis,Shōkadō Shōjō 松花堂昭乗,Asian Art,early 17th century,Japan,1500,2000,0.75,RGB
45335,Poem by Onakatomi Yoshinobu with Underpainting of Hollyhocks,Shōkadō Shōjō,Asian Art,early 17th century,Japan,1500,2000,0.75,RGB
45340,"The Poet Mibu no Tadamine, from a set of album leaves illustrating The Thirty-six Poetic Immortals",Iwasa Matabei,Asian Art,early 17th century,Japan,3919,2962,1.3230925050641458,RGB
45352,Autumn Landscape,Yosa Buson,Asian Art,ca. 1780,Japan,2510,3880,0.6469072164948454,RGB
45368,"Scene from “Imperial Visit to Rokuhara,” from The Tale of the Heiji Rebellion (Heiji monogatari)",Unavailable,Asian Art,18th century,Japan,4000,3001,1.3328890369876707,RGB
45369,Shaka (Shakyamuni) Triad,Unavailable,Asian Art,13th century,Japan,2660,4000,0.665,RGB
45370,Illustrated Biography of Prince Shōtoku (Shōtoku Taishi e-den),Unavailable,Asian Art,14th century,Japan,2302,4000,0.5755,RGB
45372,Portrait of Xuanzang (Genjō) with Attendant,Kasuga Motomitsu,Asian Art,14th century,Japan,2468,4000,0.617,RGB
45378,"Portrait of Jifei Ruyi (Sokuhi Nyoichi, 1616–1671)",Kita Genki,Asian Art,1666,Japan,1940,3880,0.5,RGB
45379,Sketch for the Portrait of Tachihara Suiken,Watanabe Kazan,Asian Art,19th century,Japan,2492,4000,0.623,RGB
45393,Meeting with a Friend on an Autumn Day,Noro Kaiseki,Asian Art,1822,Japan,1253,2000,0.6265,RGB
45396,Painting the Eyes on a Snow Rabbit,Isoda Koryūsai,Asian Art,ca. 1780,Japan,2526,3719,0.6792148426996505,RGB
45418,Landscape in Moonlight,Kano Tan'yū,Asian Art,after 1662,Japan,1072,2000,0.536,RGB
45425,The Imado Bridge at the Foot of Mount Matsuchi,Utagawa Hiroshige,Asian Art,19th century,Japan,2000,1500,1.3333333333333333,RGB
45426,Shōrinji Temple,Okada Beisanjin,Asian Art,1817,Japan,2193,4000,0.54825,RGB
45427,The Tale of Genji (Genji Monogatari),Tosa Mitsusada,Asian Art,17th century,Japan,1811,2000,0.9055,RGB
45499,Misty Landscape,Kano School,Asian Art,early 19th century,Japan,4000,2667,1.4998125234345707,RGB
45523,Scroll of Mudras,Unavailable,Asian Art,11th–12th century,Japanf,4000,2160,1.8518518518518519,RGB
45526,Buffalo and Herdsman,Kawanabe Kyōsai 河鍋暁斎,Asian Art,ca. 1887,Japan,2818,3811,0.7394384675938074,RGB
45528,Acrobats,Unavailable,Asian Art,ca. 1800s,Japan,3644,2333,1.561937419631376,RGB
45593,Buddha and Attendants,Unavailable,Asian Art,17th–18th century,Japan,2574,4000,0.6435,RGB
45596,Monju Bosatsu with Eight Sacred Sanskrit Syllables,Unavailable,Asian Art,mid- to late 14th century,Japan,3001,4000,0.75025,RGB
45598,Welcoming Descent of Jizō,Unavailable,Asian Art,early 14th century,Japan,2042,3880,0.5262886597938145,RGB
45599,Jizō Bosatsu in Welcoming Descent (Jizō bosatsu raigō),Unidentified artist,Asian Art,14th century,Japan,3456,5184,0.6666666666666666,RGB
45601,Mikaeri Jizō Bosatsu,Unidentified artist,Asian Art,14th century,Japan,2998,4000,0.7495,RGB
45603,Jizō Bosatsu,Unavailable,Asian Art,15th century,Japan,2998,4000,0.7495,RGB
45605,Scroll from the Compendium of Iconographic Drawings (Zuzōshō),Unavailable,Asian Art,late 12th century,Japan,4000,2173,1.8407731247123793,RGB
45612,One of the Twelve Devas: Bonten,Unavailable,Asian Art,14th century,Japan,1182,2000,0.591,RGB
45613,One of the Twelve Devas: Katen,Unavailable,Asian Art,14th century,Japan,1166,1999,0.5832916458229115,RGB
45615,Scroll 9 of Collected Iconography (Zuzōshō): Ten (Devas),Unavailable,Asian Art,13th century,Japan,4000,2038,1.9627085377821394,RGB
45617,Iconographic Drawing of Saturn (Doyō),Unavailable,Asian Art,12th century,Japan,2288,4000,0.572,RGB
45618,"Gakkō Bosatsu, from “Album of Buddhist Deities from the Diamond World and Womb World Mandalas” (“Kontai butsugajō”)",Takuma Tametō,Asian Art,mid-12th century,Japan,3001,4000,0.75025,RGB
45619,Iconographic Drawing of the Bodhisattva Memyō (Ashvaghosha),Unavailable,Asian Art,12th century,Japan,1500,2000,0.75,RGB
45620,Kongōyasha Myōō,Unavailable,Asian Art,12th century,Japan,1384,1995,0.693734335839599,RGB
45621,Daiitoku Myōō,Unavailable,Asian Art,12th century,Japan,3001,4000,0.75025,RGB
45622,Anchira-taisho Jochi,Unavailable,Asian Art,1164,Japan,1500,2000,0.75,RGB
45623,Benzaiten and Fifteen Attendants,Unavailable,Asian Art,13th century,Japan,1500,2000,0.75,RGB
45624,"“Parable of the Medicinal Herbs,” Chapter 5 of the Lotus Sutra",Unidentified artist,Asian Art,12th century,Japan,781,882,0.8854875283446711,RGB
45625,Arhat from a series of sixteen Arhats,Unavailable,Asian Art,14th century,Japan,2054,3880,0.5293814432989691,RGB
45626,Arhats,Unavailable,Asian Art,late 14th century,Japan,2059,3880,0.5306701030927835,RGB
45628,Portrait of Jianzhen,Unavailable,Asian Art,15th century,Japan,2998,4000,0.7495,RGB
45630,Prince Shōtoku at Age Sixteen,Toba Sōjō,Asian Art,14th century,Japan,2542,4000,0.6355,RGB
45631,Mandala of the Sannō Shrine Deities,Unavailable,Asian Art,17th century,Japan,518,925,0.56,RGB
45633,"A Nenbutsu Gathering at Ichiya, Kyoto, from the Illustrated Biography of the Monk Ippen and His Disciple Ta'a (Yugyō Shōnin engi-e)",Unavailable,Asian Art,late 14th century,Japan,3646,2721,1.3399485483278206,RGB
45635,Enjoying the Wilderness in an Autumn Grove,Ni Zan,Asian Art,dated 1339,China,2634,3722,0.707684040838259,RGB
45636,Woods and Valleys of Mount Yu,Ni Zan,Asian Art,dated 1372,China,2207,4000,0.55175,RGB
45637,Red Cliffs and Green Valleys,Wang Meng,Asian Art,ca. 1367,China,1005,1861,0.5400322407307899,RGB
45638,Millet and Sparrows,Geiai,Asian Art,mid-16th century,Japan,3001,4000,0.75025,RGB
45640,Hotei Admiring the Moon,Ikei Shūtoku 惟馨周徳,Asian Art,probably 19th century,Japan,2444,4000,0.611,RGB
45642,Mountain Landscape,Gakuo Zokyu,Asian Art,Unavailable,Japan,2351,4000,0.58775,RGB
45643,Landscapes of Autumn and Winter,Tenshō Shūbun,Asian Art,17th century,Japan,2667,4000,0.66675,RGB
45645,Rainy Landscape,Sōami,Asian Art,17th century,Japan,4000,2638,1.5163002274450341,RGB
45647,Farewell by a Stream on a Clear Day,Zhao Yuan,Asian Art,second half 14th century,China,1005,1941,0.517774343122102,RGB
45648,Landscape in the Moonlight,Yōgetsu,Asian Art,probably 18th or 19th century,Japan,2667,4000,0.66675,RGB
45649,Pavilion on Mountain Stream,Sesshū Tōyō 雪舟等楊,Asian Art,17th century,Japan,2060,4000,0.515,RGB
45655,Flowers,Lü Jingfu,Asian Art,14th century,China,1989,3722,0.5343901128425578,RGB
45656,Children playing in the palace garden,Unidentified artist,Asian Art,late 13th–15th century,China,1032,1968,0.524390243902439,RGB
45658,Bamboo grove,Shen Xun,Asian Art,late 14th century,China,1788,1125,1.5893333333333333,RGB
45667,Frolicking Kittens under a Banana Tree,Unidentified artist,Asian Art,15th century,China,1883,1861,1.0118216012896293,RGB
45668,Puppies Playing beside a Palm Tree and Garden Rock,Unidentified artist,Asian Art,15th century,China,1778,1853,0.9595250944414463,RGB
45669,Rustic retreat among fishermen,Zhou Wenjing,Asian Art,15th century,China,3000,4000,0.75,RGB
45670,"Flowers, fish, and crabs",Liu Jie,Asian Art,mid-16th century,China,3000,4000,0.75,RGB
45671,The Pure Whiteness of Winter,Xu Jing,Asian Art,dated 1441,China,2322,3880,0.5984536082474227,RGB
45672,Portrait of Vimalakirti,Unidentified artist,Asian Art,Unavailable,China,2354,4000,0.5885,RGB
45673,The Four Seasons,Unidentified artist,Asian Art,15th century,China,1855,987,1.8794326241134751,RGB
45674,Second half of Ten Thousand Li of the Yangzi River,Unidentified artist,Asian Art,late 15th century,China,4000,3029,1.3205678441729944,RGB
45676,Two hawks in a thicket,Lin Liang,Asian Art,mid- 15th century,China,1119,1953,0.5729646697388633,RGB
45677,The Immortal Lü Dongbin Appearing over the Yueyang Pavilion,Unidentified artist,Asian Art,15th–16th century,China,1507,1740,0.8660919540229886,RGB
45682,Silent fisherman in an autumn wood,Shen Zhou,Asian Art,dated 1475,China,3001,4000,0.75025,RGB
45686,Hunting Hawk on Perch,Soga Chokuan,Asian Art,late 18th–early 19th century,Japan,2667,4000,0.66675,RGB
45687,Seven Sages of the Bamboo Grove,Unavailable,Asian Art,Unavailable,Japan,4000,2667,1.4998125234345707,RGB
45689,Eight Daoist Immortals Welcoming Jurōjin,Unavailable,Asian Art,17th century,Japan,2193,4000,0.54825,RGB
45692,River Landscape in Evening,Kano Motonobu,Asian Art,16th century,Japan,2667,4000,0.66675,RGB
45696,Chinese Children at Play,Isei,Asian Art,Unavailable,Japan,4000,2984,1.3404825737265416,RGB
45702,Imaginary Portraits of Famous Poets,Kano Shōun,Asian Art,late 17th century,Japan,4000,2667,1.4998125234345707,RGB
45703,Immortal Poet,Kano Shōun,Asian Art,17th century,Japan,4000,2847,1.4049877063575693,RGB
45722,Mandarin Ducks and Iris,Kano Tsunenobu,Asian Art,17th–18th century,Japan,925,694,1.3328530259365994,RGB
45728,"Crane, Tortoise, Pine, and Bamboo under a Rising Sun",Kano Chikanobu,Asian Art,17th–18th century,Japan,2332,4000,0.583,RGB
